species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Artiotilla biguttata,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Blakeius bipunctata,Arthropoda,Insecta,Hymenoptera,Mutillidae,BOLD,0.0,2.0,0.0,,gap,1139897.0,
Blakeius bipunctatus,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Blakeius chiesii,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Blakeius invreai,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Blakeius leopoldinus,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Blakeius ortisi,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Ctenotilla caeca,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",0.0,2.0,0.0,,gap,330618.0,
Cystomutilla ruficeps,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",0.0,5.0,0.0,,gap,330591.0,
Dasylabris adversa,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Dasylabris angelae,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Dasylabris atrata,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Dasylabris biblica,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Dasylabris bicolor,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Dasylabris canariensis,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Dasylabris egregia,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Dasylabris iberica,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Dasylabris lugubris,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Dasylabris manderstiernii,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Dasylabris maura,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE,iNat,DTN",1.0,23.0,1.0,,,330458.0,407792.0
Dasylabris miogramma,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Dasylabris regalis,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",0.0,1.0,0.0,,gap,330609.0,
Dasylabris scutila,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Dentilla cretica,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Dentilla curtiventris,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",0.0,2.0,0.0,,gap,461643.0,
Dentilla erronea,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Ephutomma coronata,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Ephutomma montarcense,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Krombeinella aterrima,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Krombeinella baetica,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Krombeinella beaumonti,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Krombeinella nigriceps,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Krombeinella obscuripes,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Krombeinella spinolae,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Krombeinella thracia,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Liomutilla canariensis,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Macromyrme sinuata,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Mutilla europaea,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE,iNat,DTN",1.0,36.0,1.0,,,327870.0,
Mutilla marginata,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE,iNat,DTN",2.0,21.0,1.0,,,349411.0,
Mutilla quinquemaculata,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,0.0,1.0,0.0,,gap,330604.0,
Myrmilla anopla,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Myrmilla calva,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE,DTN",60.0,66.0,1.0,,,330594.0,
Myrmilla capitata,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Myrmilla corniculata,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",3.0,4.0,0.0,,,330596.0,
Myrmilla corniculatina,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Myrmilla erythrocephala,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",5.0,8.0,1.0,,,330599.0,
Myrmilla glabrata,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",5.0,10.0,0.0,,,330445.0,
Myrmilla labecua,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Myrmilla lezginica,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",4.0,4.0,0.0,,,330597.0,
Myrmilla macrura,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Myrmilla mavromoustakisi,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Myrmilla mutica,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",0.0,1.0,0.0,,gap,330600.0,
Myrmilla skorikovi,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Myrmilla troodosica,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Myrmilla vutshetitshi,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",1.0,5.0,0.0,,,330598.0,
Myrmosa moesica,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Nanomutilla nada,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Nanomutilla vaucheri,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Nemka viduata,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",0.0,11.0,0.0,,gap,458762.0,892525.0
Neotrogaspidia hammeri,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Paramyrmosa hispanica,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Physetopoda cingulata,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Physetopoda daghestanica,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE,DTN",0.0,6.0,0.0,,gap,449138.0,
Physetopoda ephippium,Arthropoda,Insecta,Hymenoptera,Mutillidae,BOLD,0.0,1.0,0.0,,gap,1079051.0,
Physetopoda fusculina,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Physetopoda halensis,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE,iNat,DTN",4.0,18.0,2.0,,,449137.0,
Physetopoda ligustica,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Physetopoda lucasii,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",1.0,2.0,0.0,,,750875.0,
Physetopoda mendizabali,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Physetopoda punctata,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Physetopoda pusilla,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,0.0,1.0,0.0,,gap,447957.0,
Physetopoda rufosquamulata,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Physetopoda scutellaris,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE,DTN",5.0,16.0,0.0,,,349391.0,
Physetopoda sericeiceps,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Physetopoda similis,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Physetopoda trioma,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Physetopoda turgajensis,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Platymyrmilla quinquefasciata,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",2.0,2.0,0.0,,,330612.0,
Pseudomutilla skorikovi,Arthropoda,Insecta,Hymenoptera,Mutillidae,"BOLD,FE",1.0,8.0,0.0,FE,,330595.0,
Pseudomyrmosa minuta,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Pseudophotopsis armeniaca,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Pseudophotopsis caucasica,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Pseudophotopsis obliterata,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
Pseudophotopsis syriaca,Arthropoda,Insecta,Hymenoptera,Mutillidae,FE,,,,,gap,,
