species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Acerotella boter,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Acerotella evanescens,Arthropoda,Insecta,Hymenoptera,Platygastridae,"FE,DTN",,,,,gap,
Acerotella humilis,Arthropoda,Insecta,Hymenoptera,Platygastridae,"FE,DTN",,,,,gap,
Acerotella hungarica,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Acerotella oblongisubcostaliceps,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Acerotella silvicola,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Aceroteta borealis,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Allotropa antennalis,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Allotropa conventus,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Allotropa europus,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Allotropa helenae,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Allotropa jacobsoni,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Allotropa mecrida,Arthropoda,Insecta,Hymenoptera,Platygastridae,"FE,DTN",,,,,gap,
Amblyaspis abas,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Amblyaspis aliena,Arthropoda,Insecta,Hymenoptera,Platygastridae,"FE,DTN",,,,,gap,
Amblyaspis angustula,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Amblyaspis belus,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Amblyaspis crates,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Amblyaspis dolichosoma,Arthropoda,Insecta,Hymenoptera,Platygastridae,FE,,,,,gap,
Amblyaspis forticornis,Arthropoda,Insecta,Hymenoptera,Platygastridae,"FE,DTN",,,,,gap,
