species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Aphelinoidea bischoffi,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",,,,,gap,
Aphelinoidea dolichoptera,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Aphelinoidea melanosoma,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Aphelinoidea subexserta,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Aphelinoidea waterhousei,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Asynacta exigua,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",,,,,gap,
Bloodiella andalusica,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Chaetostricha dimidiata,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Chaetostricha doricha,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Chaetostricha krygeri,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Chaetostricha minor,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Chaetostricha silvestrii,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Chaetostricha similis,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Chaetostricha walkeri,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",,,,,gap,
Chaetostrichella pungens,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",,,,,gap,
Chaetostrichella rufina,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Chaetostrichella similis,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Epoligosita nudipennis,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Epoligosita vera,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Epoligositina duliniae,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Hayatia cypriota,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Ittys annae,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Lathromeris baetica,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Lathromeris balcanica,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Lathromeris cecidomyiiae,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Lathromeris danica,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",,,,,gap,
Lathromeris germanica,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",,,,,gap,
Lathromeris polonica,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Lathromeris scutellaris,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",,,,,gap,
Lathromeroidea silvarum,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Megaphragma amalphitanum,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"BOLD,FE",3.0,4.0,1.0,,,751469.0
Megaphragma mymaripenne,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Mirufens gundlachi,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Mirufens longicauda,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,FE,gap,
Monorthochaeta galatica,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Monorthochaeta nigra,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita acestes,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita brevipennis,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita collina,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita distincta,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita engelharti,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita flava,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita foersteri,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",,,,,gap,
Oligosita gerlingi,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita gracilior,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita haematoxantha,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita impudica,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita intensicolor,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita krygeri,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita lutulenta,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita mediterranea,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita nigripes,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",,,,,gap,
Oligosita nowickii,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita pallida,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita phaneropterae,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita podolica,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita sanguinea,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita schlicki,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita servadeii,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Oligosita subfasciata,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",,,,,gap,
Oligosita szelenyi,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Ophioneurus longiclavatus,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Ophioneurus signatus,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",,,,,gap,
Ophioneurus spinosus,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Ophioneurus xanthurus,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Paracentrobia masovica,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Paracentrobia monotricha,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Paracentrobia pulchella,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Paracentrobia tenuinervis,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Paracentrobia zabinskii,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Paraittys latipennis,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Poropoea bohemica,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Poropoea defilippii,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Poropoea minkiewiczi,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Poropoea stollwerckii,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",,,,,gap,
Prestwichia aquatica,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",0.0,2.0,0.0,,gap,930653.0
Prestwichia solitaria,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",0.0,1.0,0.0,,gap,930654.0
Soikiella mongibelli,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Szelenyia tamaricis,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Szelenyia tatianae,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Trichogramma acantholydae,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Trichogramma achaeae,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"BOLD,FE",22.0,35.0,3.0,,,24361.0
Trichogramma agrotidis,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Trichogramma arcanum,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Trichogramma bezdencovii,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Trichogramma bistrae,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Trichogramma bourarachae,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,1.0,2.0,1.0,,,959092.0
Trichogramma buesi,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"BOLD,FE,DTN",120.0,132.0,1.0,,,24363.0
Trichogramma cacaeciae,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"BOLD,FE,DTN",41.0,49.0,1.0,,,640041.0
Trichogramma cacoeciae,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,BOLD,5.0,11.0,1.0,,,24362.0
Trichogramma carina,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
Trichogramma cephalciae,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",,,,,gap,
Trichogramma chilonis,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,"FE,DTN",139.0,163.0,3.0,,,24364.0
Trichogramma cordubense,Arthropoda,Insecta,Hymenoptera,Trichogrammatidae,FE,,,,,gap,
