species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Ceylalictus variegatus,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE",13,21,0,,,272576,
Dufourea alpina,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE,DTN",9,16,3,,,256631,
Dufourea dentiventris,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE,DTN",12,21,1,,,214308,
Dufourea gaullei,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE",3,4,0,,,191430,
Dufourea halictula,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE,DTN",3,6,1,,,256632,
Dufourea inermis,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE,DTN",1,7,1,,,256633,
Dufourea lusitanica,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE",0,1,0,,gap,191431,
Dufourea minuta,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE,DTN",10,15,1,,,256634,
Dufourea paradoxa,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE,DTN",2,6,1,,,519809,
Dufourea trautmanni,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE",2,2,0,,,692229,
Halictus alpinus,Arthropoda,Insecta,Hymenoptera,Halictidae,BOLD,3,3,0,,,954740,
Halictus brunnescens,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE",13,19,0,,,252960,
Halictus cochlearitarsis,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE",5,8,1,,,519804,
Halictus compressus,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE,DTN",31,42,2,ITIS,,197338,214227.0
Halictus concinnus,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE",1,1,0,,,641202,
Halictus confusus,Arthropoda,Insecta,Hymenoptera,Halictidae,"BOLD,FE,iNat,DTN",328,401,5,,,21747,
Halictus cretellus,Arthropoda,Insecta,Hymenoptera,Halictidae,BOLD,1,1,1,,,741816,
