species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Adamas ermak,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Aglaostigma alboplagiatum,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE",3.0,6.0,1.0,,,337198.0,
Aglaostigma alpinum,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Aglaostigma aucupariae,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,iNat,DTN",7.0,65.0,1.0,,,311996.0,
Aglaostigma discolor,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,iNat,DTN",9.0,39.0,1.0,,,250270.0,
Aglaostigma fulvipes,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,iNat,DTN",69.0,100.0,3.0,,,190450.0,
Aglaostigma gibbosum,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,BOLD,16.0,21.0,1.0,,,337206.0,
Aglaostigma langei,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,DTN",5.0,7.0,1.0,,,250271.0,
Aglaostigma lichtwardti,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,iNat,DTN",6.0,12.0,1.0,,,80535.0,
Aglaostigma nebulosum,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,DTN",4.0,9.0,1.0,,,311997.0,
Aglaostigma pingue,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,DTN",3.0,15.0,1.0,,,333265.0,
Aglaostigma subalpinum,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Allantus ariadne,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,BOLD,6.0,6.0,1.0,,,512080.0,
Allantus basalis,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,DTN",52.0,56.0,8.0,,,190460.0,
Allantus calceatus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,DTN",36.0,54.0,4.0,,,311992.0,
Allantus calliblepharus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE",3.0,3.0,1.0,,,337246.0,
Allantus cinctus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,iNat,DTN",83.0,104.0,6.0,,,190383.0,
Allantus cingillipes,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE",1.0,1.0,0.0,,,337247.0,
Allantus cingillum,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,DTN",10.0,15.0,2.0,,,309271.0,
Allantus cingulatus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,iNat,DTN",13.0,17.0,1.0,,,190463.0,
Allantus coryli,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"FE,DTN",,,,,gap,,
Allantus coxalis,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"FE,DTN",,,,,gap,,
Allantus didymus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,DTN",23.0,28.0,4.0,,,309272.0,340434.0
Allantus laticinctus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,iNat,DTN",10.0,12.0,3.0,,,250273.0,
Allantus melanarius,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,DTN",8.0,8.0,1.0,,,333270.0,
Allantus rufocinctus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,DTN",33.0,38.0,2.0,,,190459.0,
Allantus togatus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,iNat,DTN",15.0,21.0,1.0,,,309273.0,
Allantus truncatus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,DTN",26.0,38.0,3.0,,,190430.0,
Allantus viennensis,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE,iNat,DTN",13.0,14.0,3.0,,,309274.0,
Allantus xanthopygus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"BOLD,FE",1.0,4.0,1.0,,,337272.0,
Alphastromboceros konowi,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,1.0,3.0,0.0,,,335659.0,
Alpinematus elongatulus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus abnormis,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus acutiserra,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus aeger,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"FE,DTN",,,,,gap,,
Amauronematus alberich,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus albomarginatus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus alpicola,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus amentorum,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"FE,DTN",,,,,gap,,
Amauronematus amicula,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus amplus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"FE,DTN",,,,,gap,,
Amauronematus analis,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus anthracinus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus arvii,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus atratus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus berolinensis,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"FE,DTN",,,,,gap,,
Amauronematus betulae,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus boreoalpinus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus branderi,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus brevilabris,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus carbonarius,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus compactus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus cornutus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus crassiserra,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus dahlbomi,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus eiteli,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus enslini,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"FE,DTN",,,,,gap,,
Amauronematus erectus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus fasciatus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"FE,DTN",,,,,gap,,
Amauronematus galbiventris,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus glacialis,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus godmani,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus groenlandicus,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus harpicola,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,FE,,,,,gap,,
Amauronematus hartigi,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,"FE,DTN",,,,,gap,,
