species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Pleroneura coniferarum,Arthropoda,Insecta,Hymenoptera,Xyelidae,"BOLD,FE,DTN",5.0,13.0,1.0,,,336666.0
Pleroneura dahlii,Arthropoda,Insecta,Hymenoptera,Xyelidae,"FE,DTN",,,,,gap,
Xyela alpigena,Arthropoda,Insecta,Hymenoptera,Xyelidae,"BOLD,FE,DTN",5.0,8.0,1.0,,,332986.0
Xyela altenhoferi,Arthropoda,Insecta,Hymenoptera,Xyelidae,BOLD,0.0,4.0,0.0,,gap,607229.0
Xyela brutiae,Arthropoda,Insecta,Hymenoptera,Xyelidae,BOLD,2.0,3.0,0.0,,,607228.0
Xyela curva,Arthropoda,Insecta,Hymenoptera,Xyelidae,"BOLD,FE,DTN",10.0,17.0,2.0,,,309270.0
Xyela graeca,Arthropoda,Insecta,Hymenoptera,Xyelidae,"BOLD,FE",6.0,13.0,1.0,,,332999.0
Xyela heldreichii,Arthropoda,Insecta,Hymenoptera,Xyelidae,BOLD,1.0,4.0,0.0,,,607227.0
Xyela helvetica,Arthropoda,Insecta,Hymenoptera,Xyelidae,FE,,,,,gap,
Xyela julii,Arthropoda,Insecta,Hymenoptera,Xyelidae,"BOLD,FE,DTN",59.0,70.0,1.0,,,208553.0
Xyela longula,Arthropoda,Insecta,Hymenoptera,Xyelidae,"BOLD,FE,DTN",10.0,12.0,1.0,,,333007.0
Xyela lugdunensis,Arthropoda,Insecta,Hymenoptera,Xyelidae,"BOLD,FE",1.0,1.0,1.0,,,333008.0
Xyela menelaus,Arthropoda,Insecta,Hymenoptera,Xyelidae,"BOLD,FE",8.0,13.0,2.0,,,333011.0
Xyela obscura,Arthropoda,Insecta,Hymenoptera,Xyelidae,"BOLD,FE,DTN",7.0,10.0,1.0,,,333017.0
Xyela uncinatae,Arthropoda,Insecta,Hymenoptera,Xyelidae,BOLD,0.0,4.0,0.0,,gap,475331.0
