species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Afranthidium lebanense,Arthropoda,Insecta,Hymenoptera,Apidae,FE,5.0,5.0,0.0,,,695919.0,
Afranthidium malacopygum,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Amegilla albigena,Arthropoda,Insecta,Hymenoptera,Apidae,"BOLD,FE",10.0,10.0,0.0,,,699418.0,
Amegilla atrocincta,Arthropoda,Insecta,Hymenoptera,Apidae,"BOLD,FE,iNat,DTN",316.0,328.0,1.0,ITIS,,198537.0,
Amegilla canifrons,Arthropoda,Insecta,Hymenoptera,Apidae,"BOLD,FE",7.0,7.0,0.0,,,699458.0,
Amegilla fasciata,Arthropoda,Insecta,Hymenoptera,Apidae,"BOLD,FE",1.0,4.0,0.0,ITIS,,699491.0,
Amegilla garrula,Arthropoda,Insecta,Hymenoptera,Apidae,"BOLD,FE",4.0,4.0,0.0,,,699498.0,
Amegilla ochroleuca,Arthropoda,Insecta,Hymenoptera,Apidae,FE,0.0,1.0,0.0,,gap,699566.0,
Amegilla quadrifasciata,Arthropoda,Insecta,Hymenoptera,Apidae,"BOLD,FE,DTN",11.0,21.0,1.0,ITIS,,252962.0,
Amegilla salviae,Arthropoda,Insecta,Hymenoptera,Apidae,"BOLD,FE,DTN",4.0,4.0,0.0,,,1137878.0,
Amegilla savignyi,Arthropoda,Insecta,Hymenoptera,Apidae,"BOLD,FE",3.0,8.0,0.0,ITIS,,1137880.0,
Amegilla velocissima,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ammobates carinatus,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ammobates dufourii,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ammobates dusmeti,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ammobates globosus,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ammobates handlirschii,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ammobates major,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ammobates melectoides,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ammobates muticus,Arthropoda,Insecta,Hymenoptera,Apidae,"BOLD,FE",3.0,4.0,0.0,,,698680.0,
Ammobates oraniensis,Arthropoda,Insecta,Hymenoptera,Apidae,"BOLD,FE",1.0,1.0,0.0,,,698685.0,
Ammobates punctatus,Arthropoda,Insecta,Hymenoptera,Apidae,"BOLD,FE,iNat,DTN",9.0,13.0,1.0,,,313910.0,
Ammobates rufiventris,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ammobates sanguineus,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ammobates similis,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ammobates vinctus,Arthropoda,Insecta,Hymenoptera,Apidae,FE,0.0,1.0,0.0,,gap,698700.0,
Ammobatoides abdominalis,Arthropoda,Insecta,Hymenoptera,Apidae,"FE,DTN",2.0,3.0,1.0,,,9307.0,
Ammobatoides luctuosus,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ammobatoides okalii,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ammobatoides scriptus,Arthropoda,Insecta,Hymenoptera,Apidae,"BOLD,FE",1.0,5.0,0.0,,,699075.0,
Ancyla cretensis,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Ancyla holtzi,Arthropoda,Insecta,Hymenoptera,Apidae,FE,1.0,1.0,1.0,,,699134.0,
Ancyla nitida,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Andrena abbreviata,Arthropoda,Insecta,Hymenoptera,Apidae,FE,1.0,1.0,1.0,,,694700.0,
Andrena abjecta,Arthropoda,Insecta,Hymenoptera,Apidae,FE,2.0,3.0,0.0,,,694701.0,
Andrena aegypticola,Arthropoda,Insecta,Hymenoptera,Apidae,FE,2.0,2.0,1.0,,,694711.0,
Andrena agnata,Arthropoda,Insecta,Hymenoptera,Apidae,FE,0.0,1.0,0.0,,gap,694718.0,
Andrena alfkenelloides,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Andrena anatolica,Arthropoda,Insecta,Hymenoptera,Apidae,FE,1.0,1.0,1.0,,,694741.0,
Andrena apiformis,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Andrena asperrima,Arthropoda,Insecta,Hymenoptera,Apidae,FE,5.0,12.0,0.0,,,694758.0,
Andrena asperula,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Andrena astica,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Andrena astrella,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Andrena athenensis,Arthropoda,Insecta,Hymenoptera,Apidae,FE,,,,,gap,,
Andrena atrata,Arthropoda,Insecta,Hymenoptera,Apidae,"FE,DTN",,,,,gap,,
