species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Anteon abdulnouri,Arthropoda,Insecta,Hymenoptera,Dryinidae,FE,,,,,gap,,
Anteon albidicolle,Arthropoda,Insecta,Hymenoptera,Dryinidae,BOLD,18.0,23.0,2.0,,,706525.0,
Anteon arcuatum,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",12.0,18.0,1.0,,,592644.0,
Anteon brachycerum,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",12.0,17.0,2.0,,,458769.0,
Anteon brevicorne,Arthropoda,Insecta,Hymenoptera,Dryinidae,BOLD,2.0,6.0,0.0,,,730450.0,
Anteon claricolle,Arthropoda,Insecta,Hymenoptera,Dryinidae,BOLD,4.0,4.0,0.0,,,1141320.0,
Anteon collare,Arthropoda,Insecta,Hymenoptera,Dryinidae,BOLD,10.0,10.0,1.0,,,734338.0,
Anteon ephippiger,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",5.0,17.0,1.0,,,458770.0,
Anteon exiguum,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",24.0,30.0,1.0,,,592643.0,
Anteon faciale,Arthropoda,Insecta,Hymenoptera,Dryinidae,FE,,,,,gap,,
Anteon flavicorne,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",27.0,35.0,1.0,,,469727.0,
Anteon fulvicolle,Arthropoda,Insecta,Hymenoptera,Dryinidae,BOLD,13.0,18.0,1.0,,,658861.0,
Anteon fulviventre,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",74.0,93.0,2.0,,,458773.0,
Anteon gaullei,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",331.0,352.0,3.0,,,458771.0,599268.0
Anteon infectum,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",10.0,16.0,1.0,,,458772.0,
Anteon jurineanum,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",23.0,30.0,1.0,,,458774.0,
Anteon marginatum,Arthropoda,Insecta,Hymenoptera,Dryinidae,BOLD,6.0,9.0,0.0,,,599271.0,
Anteon pinetellum,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",12.0,18.0,1.0,,,469723.0,
Anteon pubicorne,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",25.0,34.0,1.0,,,458775.0,
Anteon reticulatum,Arthropoda,Insecta,Hymenoptera,Dryinidae,"FE,DTN",,,,,gap,,
Anteon rufulocollis,Arthropoda,Insecta,Hymenoptera,Dryinidae,BOLD,8.0,8.0,0.0,,,599270.0,
Anteon scapulare,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",2.0,2.0,0.0,,,730454.0,
Anteon subarcticum,Arthropoda,Insecta,Hymenoptera,Dryinidae,BOLD,1.0,2.0,1.0,,,734337.0,
Anteon subflavicorne,Arthropoda,Insecta,Hymenoptera,Dryinidae,BOLD,6.0,7.0,0.0,,,706526.0,
Anteon tenuicorne,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,DTN",26.0,28.0,1.0,,,647657.0,
Anteon tripartitum,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",30.0,36.0,1.0,,,458776.0,
Aphelopus atratus,Arthropoda,Insecta,Hymenoptera,Dryinidae,"BOLD,FE,DTN",80.0,95.0,5.0,,,458767.0,458766.0
