species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Hoplitis antigae,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,4,0,,,696542,,
Hoplitis benoisti,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",7,7,0,,,522864,,
Hoplitis bihamata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,3,0,,,696628,,
Hoplitis bisulca,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,8,0,,,316481,,
Hoplitis brachypogon,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,4,0,,,522866,,
Hoplitis brevicornis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",19,23,2,ITIS,,265267,,
Hoplitis cadiza,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,3,0,,,696676,,
Hoplitis campanularis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,2,0,ITIS,,696503,,
Hoplitis claviventris,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",24,28,1,,,214095,214250.0,
Hoplitis cristatula,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",8,9,0,,,522869,,
Hoplitis curvipes,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",3,3,0,,,460171,,
Hoplitis dalmatica,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,2,0,,,696553,,
Hoplitis grumi,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,1,0,,,696562,,
Hoplitis labialis,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,1,1,1,,,957199,,
Hoplitis lepeletieri,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",7,11,1,,,462098,265269.0,
Hoplitis leucomelana,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",45,56,2,,,313909,,
Hoplitis loti,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",15,15,1,,,313905,,
Hoplitis manicata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",3,3,0,,,522884,,
Hoplitis marchali,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,2,0,,,522885,,
Hoplitis mitis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",8,12,1,,,272601,,
Hoplitis mocsaryi,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,2,0,,,522886,,
Hoplitis mucida,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,3,1,,,519802,,
Hoplitis ochraceicornis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,3,0,,,696648,,
Hoplitis papaveris,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",15,17,2,,,386881,,
Hoplitis perambigua,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,5,6,0,,,1121520,,
Hoplitis perezi,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",6,8,1,,,522890,,
Hoplitis praestans,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,3,0,,,522894,,
Hoplitis ravouxi,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",6,8,1,,,313906,,
Hoplitis robusta,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",22,28,2,,,85375,,
Hoplitis stecki,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,3,5,0,,,1137969,,
Hoplitis tridentata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",9,12,1,,,313907,,
Hoplitis tuberculata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",9,14,1,,,214096,,
Hoplitis villosa,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",6,9,1,ITIS,,313904,,
Icteranthidium grohmanni,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",10,19,1,,,696133,,
Icteranthidium laterale,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",10,12,1,,,696135,,
Lithurgus chrysurus,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",5,9,3,,,200487,,
Lithurgus cornutus,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",4,12,0,,,252959,,
Lithurgus tibialis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",3,5,0,,,460172,,
Megachile albisecta,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",10,17,1,ITIS,,373901,,
Megachile albocristata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,2,0,ITIS,,696988,,
Megachile albohirta,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,1,0,,,696990,,
Megachile albonotata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,1,0,ITIS,,696993,,
Megachile alpicola,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",7,27,1,,,265257,,
Megachile analis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",37,46,3,ITIS,,265258,84819.0,
Megachile anatolica,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,15,16,1,,,300270,,
Megachile binominata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,1,0,,,697084,,
Megachile bombycina,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",2,3,1,ITIS,,697088,,
Megachile canariensis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",9,10,0,,,697106,,
Megachile canescens,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,2,0,ITIS,,741836,1121516.0,
Megachile centuncularis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",74,94,1,ITIS,,21200,,
Megachile circumcincta,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",45,48,1,,,214090,,
Megachile deceptoria,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,3,0,,,300265,,
Megachile fertoni,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",5,6,0,,,300283,,
Megachile flabellipes,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",7,10,1,,,474157,,
Megachile genalis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",7,7,1,ITIS,,256606,,
Megachile giraudi,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",6,7,1,,,697293,,
Megachile hungarica,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,3,1,,,300269,,
Megachile lagopoda,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",35,42,2,,,256607,,
Megachile lapponica,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",30,43,1,,,256608,,
Megachile leachella,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",52,54,1,,,256609,,
Megachile lefebvrei,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,3,0,ITIS,,460160,,
Megachile lesbosiensis,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,0,1,0,,gap,300271,,
Megachile ligniseca,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",30,32,1,,,214258,,
Megachile marginata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",3,7,0,,,697448,300264.0,
Megachile maritima,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",25,26,1,,,256610,,
Megachile melanogaster,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,2,0,,,309988,,
Megachile melanopyga,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",22,25,1,,,256611,,
Megachile nigriventris,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",15,19,1,,,214259,,
Megachile octosignata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,9,1,,,697537,,
Megachile opacifrons,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,2,1,,,514608,,
Megachile parietina,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",11,11,3,,,256612,,
Megachile patellimana,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,13,13,1,,,300277,,
Megachile pilicrus,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",2,13,1,,,474158,,
Megachile pilidens,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",47,51,3,,,200485,264756.0,
Megachile pusilla,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",21,24,1,,,697609,,
Megachile pyrenaea,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",17,20,1,,,256613,,
Megachile rotundata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",190,217,1,ITIS,,21202,,
Megachile rufescens,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,2,1,ITIS,,379199,,
Megachile schmiedeknechti,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,5,0,,,697684,,
Megachile sculpturalis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,iNat",15,15,1,,,58226,,
Megachile sicula,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",10,15,1,ITIS,,697715,1121519.0,
Megachile strymoniae,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,0,1,0,,gap,300268,,
Megachile thevestensis,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,1,1,0,,,697779,,
Megachile versicolor,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",44,49,1,ITIS,,214089,350123.0,
Megachile willoughbiella,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,2,2,1,,,177675,,
Megachile willughbiella,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",65,75,3,,,266971,177664.0,
Osmia adunca,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,DTN",0,3,0,,gap,214246,,
Osmia alticola,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,2,1,,,590848,,
Osmia anceyi,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",3,3,0,ITIS,,696825,,
Osmia andrenoides,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",11,14,4,ITIS,,265266,,
Osmia apicata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",3,3,0,,,652818,,
Osmia argyropyga,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,4,0,,,696795,,
Osmia ariadne,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,1,0,,,696836,,
Osmia aurulenta,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",39,46,2,,,214248,,
Osmia bicolor,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",23,36,2,,,214091,,
Osmia bicornis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",84,99,3,ITIS,,198545,284782.0,
Osmia bidentata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,1,1,ITIS,,696826,,
Osmia caerulescens,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",60,76,1,,,249286,,
Osmia cantabrica,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,DTN",0,1,0,,gap,214249,,
Osmia cephalotes,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,5,0,,,696848,,
Osmia cerinthidis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",4,6,0,,,396032,,
Osmia cinnabarina,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,3,0,,,696818,,
Osmia cornuta,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",47,52,2,,,200479,,
Osmia croatica,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",4,4,0,ITIS,,696801,,
Osmia cyanoxantha,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,1,0,,,696849,,
Osmia dimidiata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,4,0,ITIS,,696751,,
Osmia disjuncta,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,1,1,1,,,696806,,
Osmia emarginata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",3,6,0,,,652821,,
Osmia ferruginea,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",4,4,0,,,652823,,
Osmia gallarum,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",21,24,3,,,265268,,
Osmia iberica,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,1,0,,,696799,,
Osmia inermis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",23,32,2,,,19878,,
Osmia kohlii,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",5,5,0,,,741224,696838.0,
Osmia labialis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",3,4,0,,,696763,,
Osmia larochei,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",3,4,0,ITIS,,696830,,
Osmia laticella,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",13,17,1,ITIS,,344586,510249.0,
Osmia latreillei,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",23,31,1,,,396028,,
Osmia leaiana,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",30,38,2,,,214289,,
Osmia ligurica,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",6,10,1,ITIS,,316469,,
Osmia lunata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,1,0,,,696874,,
Osmia maritima,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",14,14,1,,,462966,,
Osmia melanogaster,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",3,3,1,,,265271,,
Osmia mustelina,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",15,15,2,,,252961,,
Osmia nasoproducta,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",3,3,0,,,696771,,
Osmia nigriventris,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",32,38,2,,,85394,,
Osmia niveata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",28,32,1,,,265272,,
Osmia niveocincta,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,3,0,,,696772,,
Osmia notata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",4,4,0,,,696773,,
Osmia parietina,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",17,21,1,,,214252,,
Osmia pilicornis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",4,5,1,,,265274,,
Osmia rufohirta,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",25,30,1,,,265275,,
Osmia saxicola,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",5,5,1,,,590709,,
Osmia scutellaris,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",7,10,1,ITIS,,696834,316467.0,
Osmia signata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",50,59,1,ITIS,,696784,21203.0,
Osmia spinulosa,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",28,37,2,ITIS,,214094,,
Osmia steinmanni,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,1,0,,,696814,,
Osmia submicans,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",18,21,1,,,265276,,
Osmia svenssoni,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,2,1,,,510251,,
Osmia tergestensis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,4,0,ITIS,,696877,,
Osmia tingitana,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,4,4,0,ITIS,,696793,,
Osmia tricornis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",11,12,1,,,652829,,
Osmia unca,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",19,20,2,,,198196,214092.0,
Osmia uncicornis,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,2,0,,,696800,,
Osmia versicolor,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",5,16,3,ITIS,,265278,314150.0,
Osmia viridana,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",4,7,2,,,265280,,
Osmia xanthomelana,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",6,10,1,,,214292,,
Protosmia asensioi,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,2,0,,,696885,,
Protosmia capitata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",1,1,0,,,696883,,
Protosmia exenterata,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,2,0,,,696898,,
Protosmia glutinosa,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",2,2,0,,,696894,,
Protosmia minutula,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",5,5,0,ITIS,,200478,,
Pseudoanthidium canariense,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,7,7,1,,,696182,,
Pseudoanthidium eximium,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",8,8,0,,,316474,,
Pseudoanthidium leucostoma,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,1,1,0,,,967884,,
Pseudoanthidium melanurum,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,DTN",8,9,1,,,462094,,
Pseudoanthidium nanum,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE,iNat,DTN",26,29,1,ITIS,,686096,309989.0,
Pseudoanthidium reticulatum,Arthropoda,Insecta,Hymenoptera,Megachilidae,"BOLD,FE",7,7,1,,,450565,,
Pseudoanthidium scapulare,Arthropoda,Insecta,Hymenoptera,Megachilidae,BOLD,24,32,2,,,313577,,
