species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Passaloecus eremita,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",18,21,1,,,343016,,
Passaloecus gracilis,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",106,117,3,HySI,,330706,308647.0,
Passaloecus mongolicus,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",76,105,1,HySI,,193002,,
Passaloecus pictus,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",4,8,1,,,308654,,
Passaloecus singularis,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",32,49,2,HySI,,193002,,
Passaloecus turionum,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",16,20,1,,,308653,,
Passaloecus vandeli,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",7,7,1,,,308652,,
Pemphredon baltica,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",18,25,2,,,558871,,
Pemphredon beaumonti,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",3,3,0,,,311764,,
Pemphredon enslini,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",14,19,2,HySI,,311762,,
Pemphredon fabricii,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,HySI",14,15,1,,,311761,,
Pemphredon flavistigma,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI",6,7,1,,,558872,,
Pemphredon inornata,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",110,120,2,,,70447,,
Pemphredon lethifer,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",118,132,5,HySI,,311767,474159.0,
Pemphredon lugens,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",97,114,6,HySI,,198532,311770.0,311766.0
Pemphredon montana,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",38,40,3,,,500197,311765.0,
Pemphredon morio,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,BOLD,7,12,1,,,311772,311763.0,
Pemphredon mortifer,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,HySI",6,9,1,,,311771,,
Pemphredon rugifera,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",32,42,2,HySI,,314669,314668.0,
Polemistus abnormis,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",3,3,1,,,308651,,
Spilomena beata,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",40,43,3,,,453344,,
Spilomena curruca,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",8,9,1,HySI,,500199,314688.0,
Spilomena differens,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",14,19,1,,,592655,,
Spilomena enslini,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",17,18,2,,,511959,,
Spilomena mocsaryi,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",13,15,1,,,730453,,
Spilomena punctatissima,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",2,2,1,,,500198,,
Spilomena valkeilai,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",105,116,4,HySI,,592656,,
Stigmus convergens,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,HySI",1,2,1,,,708943,,
Stigmus solskyi,Arthropoda,Insecta,Hymenoptera,Pemphredonidae,"BOLD,FE,HySI,DTN",39,50,3,HySI,,311755,311756.0,
