species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Alastor antigae,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Alastor atropos,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,DTN",2.0,3.0,1.0,,,308674.0,
Alastor mediomaculatus,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Alastor mocsaryi,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE",1.0,1.0,1.0,,,774439.0,
Alastor seidenstueckeri,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Allodynerus delphinalis,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,DTN",5.0,6.0,1.0,,,308676.0,
Allodynerus dignotus,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Allodynerus floricola,Arthropoda,Insecta,Hymenoptera,Vespidae,"FE,DTN",,,,,gap,,
Allodynerus koenigi,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Allodynerus nigricornis,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Allodynerus rossii,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,DTN",6.0,6.0,1.0,,,308677.0,
Ancistrocerus abditus,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Ancistrocerus antilope,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,DTN",77.0,78.0,3.0,,,70440.0,
Ancistrocerus auctus,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,DTN",3.0,3.0,1.0,,,308666.0,
Ancistrocerus biphaleratus,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE",3.0,3.0,1.0,,,740033.0,
Ancistrocerus claripennis,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,DTN",21.0,21.0,1.0,,,308668.0,
Ancistrocerus dusmetiolus,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,DTN",1.0,3.0,1.0,,,500201.0,
Ancistrocerus ebusianus,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Ancistrocerus fortunatus,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Ancistrocerus gazella,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,iNat,DTN",55.0,56.0,1.0,,,70427.0,
Ancistrocerus haematodes,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Ancistrocerus ichneumonideus,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,DTN",9.0,9.0,1.0,,,510814.0,
Ancistrocerus kerneri,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Ancistrocerus kitcheneri,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Ancistrocerus longispinosus,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE",4.0,5.0,1.0,,,728342.0,
Ancistrocerus madaera,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Ancistrocerus nigricornis,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,iNat,DTN",47.0,47.0,1.0,,,308669.0,
Ancistrocerus oviventris,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,DTN",19.0,22.0,1.0,,,308671.0,
Ancistrocerus parietinus,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,DTN",29.0,31.0,1.0,,,308670.0,
Ancistrocerus parietum,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,iNat,DTN",15.0,21.0,1.0,,,363088.0,
Ancistrocerus reconditus,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Ancistrocerus renimacula,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,DTN",1.0,1.0,1.0,,,308667.0,
Ancistrocerus rubrotinctus,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Ancistrocerus scoticus,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,DTN",4.0,6.0,1.0,,,511952.0,
Ancistrocerus tenimaculatus,Arthropoda,Insecta,Hymenoptera,Vespidae,BOLD,0.0,1.0,0.0,,gap,500205.0,
Ancistrocerus trifasciatus,Arthropoda,Insecta,Hymenoptera,Vespidae,"BOLD,FE,DTN",49.0,53.0,1.0,,,308672.0,
Ancistrocerus tussaci,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
Ancistrocerus waldenii,Arthropoda,Insecta,Hymenoptera,Vespidae,BOLD,13.0,16.0,1.0,,,149921.0,
Antepipona cabrerai,Arthropoda,Insecta,Hymenoptera,Vespidae,FE,,,,,gap,,
