species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Aulacus striatus,Arthropoda,Insecta,Hymenoptera,Aulacidae,"BOLD,FE,iNat,DTN",7.0,7.0,1.0,,,449161.0
Pristaulacus barbeyi,Arthropoda,Insecta,Hymenoptera,Aulacidae,FE,,,,,gap,
Pristaulacus chlapowskii,Arthropoda,Insecta,Hymenoptera,Aulacidae,FE,,,,,gap,
Pristaulacus compressus,Arthropoda,Insecta,Hymenoptera,Aulacidae,"BOLD,FE,DTN",3.0,3.0,1.0,ITIS,,708251.0
Pristaulacus galitae,Arthropoda,Insecta,Hymenoptera,Aulacidae,"FE,DTN",,,,,gap,
Pristaulacus gibbator,Arthropoda,Insecta,Hymenoptera,Aulacidae,"FE,DTN",,,,,gap,
Pristaulacus gloriator,Arthropoda,Insecta,Hymenoptera,Aulacidae,"BOLD,FE,DTN",0.0,1.0,0.0,,gap,1144528.0
Pristaulacus lindae,Arthropoda,Insecta,Hymenoptera,Aulacidae,FE,,,,,gap,
Pristaulacus mourguesi,Arthropoda,Insecta,Hymenoptera,Aulacidae,FE,,,,,gap,
Pristaulacus proximus,Arthropoda,Insecta,Hymenoptera,Aulacidae,FE,,,,,gap,
