Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
6.60171E-5,14.251348953,0.328709413,0.601527626,0.048780488,0
6.65413E-5,14.503163542,0.330456796,0.597758159,0.048780488,0
6.70739E-5,14.750343398,0.332223019,0.594087888,0.048780488,0
6.76085E-5,15.006183583,0.333986641,0.590318421,0.048780488,0
6.80548E-5,15.250343825,0.335451854,0.586747346,0.048780488,0
6.86205E-5,15.503139254,0.33729968,0.583077076,0.06097561,0
6.92146E-5,15.751177102,0.339229441,0.579506001,0.085365854,0
6.97079E-5,16.00126771,0.340823082,0.575934927,0.085365854,0
7.0305E-5,16.253488338,0.342742014,0.572363853,0.12195122,0
7.06834E-5,16.50025804,0.343952145,0.568891975,0.134146341,0
7.11839E-5,16.755556519,0.345546111,0.565320901,0.134146341,0
7.16621E-5,17.005508247,0.347061606,0.561849023,0.134146341,0
7.2219E-5,17.250153328,0.348817911,0.558476342,0.146341463,0
7.27474E-5,17.503836497,0.350475676,0.555004464,0.146341463,0
7.3339E-5,17.752105348,0.352321822,0.551631783,0.146341463,0
7.37691E-5,18.002219125,0.353657051,0.548259101,0.146341463,0
7.42918E-5,18.253916466,0.355272901,0.54488642,0.146341463,0
7.48991E-5,18.500114401,0.357139821,0.541612935,0.146341463,0
7.52825E-5,18.755316685,0.358312966,0.538240254,0.146341463,0
7.57335E-5,19.004478044,0.359687356,0.534966769,0.146341463,0
7.64284E-5,19.255294823,0.361793497,0.531693284,0.146341463,0
7.68859E-5,19.50062466,0.363172781,0.528518996,0.158536585,0
7.73663E-5,19.75519158,0.364614482,0.525245511,0.158536585,0
7.79894E-5,20.003535652,0.366474917,0.522071223,0.158536585,0
7.85285E-5,20.2538173,0.368075859,0.518896935,0.158536585,0
7.89829E-5,20.505925884,0.369418972,0.515722647,0.158536585,0
7.94217E-5,20.751423763,0.370710407,0.512647555,0.158536585,0
7.98921E-5,21.006368759,0.372089153,0.509473267,0.158536585,0
8.03834E-5,21.254822264,0.373522703,0.506398175,0.158536585,0
8.09909E-5,21.505075092,0.375286046,0.503323083,0.158536585,0
8.17047E-5,21.757098051,0.377345377,0.500247991,0.158536585,0
8.22188E-5,22.003037911,0.378820352,0.497272096,0.158536585,0
8.26654E-5,22.250338754,0.380095872,0.494296201,0.158536585,0
8.31365E-5,22.507345914,0.38143572,0.491221109,0.158536585,0
8.34967E-5,22.757283627,0.382456459,0.488245214,0.158536585,0
8.38229E-5,23.008252404,0.383377784,0.485269319,0.170731707,0
8.43543E-5,23.252238639,0.384872717,0.48239262,0.170731707,0
8.48587E-5,23.506058316,0.386285064,0.479416725,0.170731707,0
8.53233E-5,23.752688201,0.38758047,0.476540026,0.170731707,0
8.57423E-5,24.000809487,0.388743887,0.473663327,0.170731707,0
8.63965E-5,24.250445186,0.390551465,0.470786628,0.170731707,0
8.68656E-5,24.50183759,0.391840984,0.46790993,0.170731707,0
8.73518E-5,24.754514059,0.39317203,0.465033231,0.170731707,0
8.79504E-5,25.008697238,0.394802415,0.462156532,0.170731707,0
8.83723E-5,25.255628235,0.395946576,0.45937903,0.170731707,0
8.87607E-5,25.503619888,0.396995784,0.456601528,0.170731707,0
8.9253E-5,25.752924166,0.398320597,0.453824025,0.170731707,0
8.98331E-5,26.00367681,0.399874353,0.451046523,0.182926829,0
9.03436E-5,26.255911917,0.401235025,0.448269021,0.182926829,0
9.07609E-5,26.500471846,0.402342644,0.445590715,0.182926829,0
9.12329E-5,26.75531029,0.403590462,0.442813213,0.182926829,0
9.15E-5,27.002023504,0.404294573,0.440134907,0.182926829,0
9.19058E-5,27.25888777,0.405360765,0.437357405,0.182926829,0
9.23344E-5,27.507525124,0.406482525,0.434679099,0.182926829,0
9.26299E-5,27.757358529,0.407253631,0.432000794,0.182926829,0
9.29565E-5,28.007839328,0.408103638,0.429322488,0.182926829,0
9.33212E-5,28.259323714,0.409049861,0.426644182,0.182926829,0
9.36222E-5,28.502360222,0.40982855,0.424065073,0.182926829,0
9.41356E-5,28.755834814,0.411151805,0.421386767,0.182926829,0
9.46138E-5,29.001174959,0.412379051,0.418807658,0.182926829,0
9.49415E-5,29.257094882,0.41321727,0.416129352,0.195121951,0
9.55204E-5,29.504782728,0.414691909,0.413550243,0.195121951,0
9.58666E-5,29.753618658,0.415570405,0.410971134,0.195121951,0
9.6181E-5,30.003342162,0.416365839,0.408392025,0.195121951,0
9.6714E-5,30.254218173,0.417709371,0.405812915,0.195121951,0
9.72521E-5,30.506425385,0.419059428,0.403233806,0.195121951,0
9.77178E-5,30.750143825,0.420222961,0.400753893,0.195121951,0
9.81039E-5,31.004665515,0.421183915,0.398174784,0.195121951,0
9.85577E-5,31.250686459,0.422309581,0.395694872,0.195121951,0
9.93306E-5,31.507878894,0.42421645,0.393115762,0.195121951,0
9.96476E-5,31.756669661,0.42499492,0.39063585,0.195121951,0
1.00115E-4,32.006321201,0.426139156,0.388155937,0.195121951,0
1.00565E-4,32.257249908,0.427235561,0.385676024,0.195121951,0
1.0095E-4,32.509231836,0.428171422,0.383196111,0.195121951,0
1.01252E-4,32.751899493,0.428902881,0.380815395,0.207317073,0
1.01639E-4,33.00558218,0.429838257,0.378335483,0.207317073,0
1.02077E-4,33.250043856,0.430891837,0.375954766,0.207317073,0
1.02679E-4,33.506070521,0.432334995,0.373474854,0.207317073,0
1.03178E-4,33.753113598,0.43352428,0.371094137,0.207317073,0
1.03627E-4,34.001442568,0.434591024,0.368713421,0.207317073,0
1.0414E-4,34.250754686,0.435804867,0.366332705,0.219512195,0
1.04444E-4,34.501105351,0.436522011,0.363951989,0.219512195,0
1.04843E-4,34.75217426,0.437460332,0.361571273,0.219512195,0
1.05261E-4,35.004276335,0.438438256,0.359190556,0.219512195,0
1.05609E-4,35.257346212,0.439251139,0.35680984,0.219512195,0
1.05892E-4,35.500564962,0.439912061,0.354528321,0.219512195,0
1.06216E-4,35.755148453,0.440662941,0.352147604,0.219512195,0
1.06612E-4,36.010478224,0.441582588,0.349766888,0.219512195,0
1.07113E-4,36.256268998,0.442737206,0.347485369,0.219512195,0
1.07342E-4,36.502936371,0.443265274,0.345203849,0.219512195,0
1.07759E-4,36.750256025,0.44422108,0.342922329,0.219512195,0
1.0803E-4,37.009272998,0.444842244,0.340541613,0.219512195,0
1.08388E-4,37.258090531,0.445659898,0.338260093,0.219512195,0
1.08756E-4,37.507839507,0.446497848,0.335978574,0.219512195,0
1.09022E-4,37.758347771,0.447100827,0.333697054,0.231707317,0
1.09286E-4,38.009406109,0.447699296,0.331415534,0.231707317,0
1.09602E-4,38.25018309,0.448411966,0.329233211,0.231707317,0
1.09966E-4,38.502779969,0.449232288,0.326951691,0.231707317,0
1.10238E-4,38.756033332,0.449843248,0.324670172,0.243902439,0
1.1056E-4,39.010036527,0.450566459,0.322388652,0.243902439,0
1.10805E-4,39.253553735,0.451113869,0.320206329,0.243902439,0
1.11132E-4,39.508735878,0.451843673,0.317924809,0.243902439,0
1.11541E-4,39.753758005,0.452754755,0.315742486,0.243902439,0
1.11907E-4,40.010773214,0.453565706,0.313460966,0.256097561,0
1.12322E-4,40.257444747,0.454483723,0.311278643,0.256097561,0
1.12573E-4,40.504804927,0.455037171,0.30909632,0.256097561,0
1.12762E-4,40.752705599,0.455452881,0.306913997,0.268292683,0
1.1301E-4,41.001116811,0.455998335,0.304731673,0.268292683,0
1.1323E-4,41.250046592,0.456479084,0.30254935,0.268292683,0
1.1346E-4,41.510722781,0.456983424,0.300267831,0.268292683,0
1.13765E-4,41.760634131,0.457650414,0.298085507,0.268292683,0
1.14035E-4,42.011197094,0.458239394,0.295903184,0.268292683,0
1.14322E-4,42.250924877,0.458862572,0.293820058,0.280487805,0
1.14625E-4,42.502782652,0.459520717,0.291637734,0.280487805,0
1.14905E-4,42.755285573,0.46012483,0.289455411,0.280487805,0
1.15309E-4,43.008494085,0.46099773,0.287273088,0.280487805,0
1.15578E-4,43.250943911,0.46157723,0.285189961,0.292682927,0
1.16253E-4,43.506033804,0.46302418,0.283007638,0.292682927,0
1.16671E-4,43.750673646,0.463915763,0.280924511,0.304878049,0
1.17029E-4,44.007752168,0.464679721,0.278742188,0.304878049,0
1.17261E-4,44.253770622,0.465172489,0.276659062,0.304878049,0
1.17738E-4,44.500467497,0.466182497,0.274575935,0.304878049,0
1.18178E-4,44.760032799,0.467110513,0.272393612,0.304878049,0
1.18571E-4,45.008657805,0.467937385,0.270310485,0.304878049,0
1.19049E-4,45.258114478,0.468939165,0.268227358,0.304878049,0
1.19451E-4,45.508522192,0.469776987,0.266144232,0.304878049,0
1.19868E-4,45.759818783,0.470645526,0.264061105,0.304878049,0
1.20323E-4,46.011925501,0.4715897,0.261977978,0.304878049,0
1.2086E-4,46.253172021,0.472699926,0.259994048,0.317073171,0
1.21369E-4,46.507596319,0.473747824,0.257910922,0.329268293,0
1.21799E-4,46.750851158,0.474629332,0.255926991,0.329268293,0
1.22078E-4,47.006914002,0.475200051,0.253843865,0.329268293,0
1.22459E-4,47.251413433,0.475977585,0.251859935,0.329268293,0
1.22908E-4,47.508979827,0.476889251,0.249776808,0.353658537,0
1.23311E-4,47.755169391,0.47770724,0.247792878,0.353658537,0
1.2387E-4,48.002336297,0.478834826,0.245808948,0.365853659,0
1.24152E-4,48.250377686,0.479403003,0.243825017,0.365853659,0
1.24613E-4,48.511599721,0.480327578,0.241741891,0.365853659,0
1.24973E-4,48.761237789,0.481048294,0.239757961,0.37804878,0
1.25336E-4,49.011542324,0.481772359,0.23777403,0.37804878,0
1.25924E-4,49.250200379,0.482940299,0.235889297,0.37804878,0
1.2632E-4,49.502493891,0.483725815,0.233905367,0.390243902,0
1.269E-4,49.75580137,0.484868809,0.231921436,0.390243902,0
1.27437E-4,50.010128979,0.485924167,0.229937506,0.402439024,0
1.27902E-4,50.252639147,0.486833448,0.228052773,0.402439024,0
1.28433E-4,50.509078877,0.487868013,0.226068842,0.402439024,0
1.28977E-4,50.753742912,0.488925411,0.224184109,0.402439024,0
1.29497E-4,51.012174144,0.489929586,0.222200179,0.402439024,0
1.30167E-4,51.258936554,0.491220719,0.220315445,0.402439024,0
1.30667E-4,51.50672841,0.492177468,0.218430711,0.426829268,0
1.31313E-4,51.755776087,0.493409926,0.216545978,0.426829268,0
1.31887E-4,52.005903976,0.494500179,0.214661244,0.426829268,0
1.32469E-4,52.257076891,0.495602382,0.21277651,0.426829268,0
1.33107E-4,52.509419383,0.496802712,0.210891777,0.426829268,0
1.33431E-4,52.76263002,0.497410302,0.209007043,0.43902439,0
1.34384E-4,53.003491889,0.499189232,0.207221506,0.43902439,0
1.34974E-4,53.259403466,0.500285291,0.205336772,0.43902439,0
1.35592E-4,53.502955687,0.501427742,0.203551235,0.451219512,0
1.36376E-4,53.761308283,0.502869008,0.201666501,0.451219512,0
1.37076E-4,54.007505992,0.504147803,0.199880964,0.451219512,0
1.37685E-4,54.254940392,0.505256452,0.198095427,0.451219512,0
1.38455E-4,54.503563918,0.506651318,0.19630989,0.451219512,0
1.39268E-4,54.753516567,0.508113341,0.194524353,0.451219512,0
1.40059E-4,55.005122432,0.509529767,0.192738816,0.463414634,0
1.40519E-4,55.257673431,0.510348747,0.190953278,0.463414634,0
1.41304E-4,55.511433871,0.511739859,0.189167741,0.475609756,0
1.41946E-4,55.752162841,0.512872598,0.187481401,0.475609756,0
1.42572E-4,56.008298053,0.513972015,0.185695864,0.5,0
1.43025E-4,56.251041462,0.514765661,0.184009523,0.512195122,0
1.4383E-4,56.509280383,0.516166113,0.182223986,0.524390244,0
1.44646E-4,56.754730975,0.51757996,0.180537645,0.524390244,0
1.45299E-4,57.001188231,0.518703683,0.178851304,0.536585366,0
1.4602E-4,57.263408438,0.519939255,0.177065767,0.536585366,0
1.46798E-4,57.512253265,0.521266814,0.175379427,0.536585366,0
1.4764E-4,57.762573331,0.522693391,0.173693086,0.536585366,0
1.48379E-4,58.014189814,0.523937896,0.172006745,0.536585366,0
1.49734E-4,58.25284304,0.5262062,0.170419601,0.536585366,0
1.50408E-4,58.508014156,0.527324656,0.168733261,0.548780488,0
1.51167E-4,58.764274766,0.528579627,0.16704692,0.548780488,0
1.51944E-4,59.006783285,0.529857326,0.165459776,0.548780488,0
1.5287E-4,59.250576866,0.531370877,0.163872632,0.56097561,0
1.53912E-4,59.511363941,0.533062078,0.162186291,0.573170732,0
1.54524E-4,59.758095359,0.534049648,0.160599147,0.585365854,0
1.55306E-4,60.00611421,0.535304427,0.159012003,0.585365854,0
1.5593E-4,60.255138661,0.536302995,0.157424859,0.585365854,0
1.57037E-4,60.505628537,0.538060972,0.155837715,0.585365854,0
1.57688E-4,60.757526783,0.539088386,0.15425057,0.585365854,0
1.58383E-4,61.010437986,0.540182206,0.152663426,0.585365854,0
1.59564E-4,61.26521621,0.542027073,0.151076282,0.597560976,0
1.60331E-4,61.505048504,0.543216627,0.149588334,0.597560976,0
1.61141E-4,61.762297372,0.544466169,0.14800119,0.597560976,0
1.61782E-4,62.004414907,0.545451462,0.146513243,0.597560976,0
1.62361E-4,62.263723059,0.546336363,0.144926099,0.597560976,0
1.62911E-4,62.507723516,0.547174542,0.143438151,0.597560976,0
1.63792E-4,62.752885296,0.548510841,0.141950203,0.597560976,0
1.64371E-4,63.015410822,0.549384311,0.140363059,0.597560976,0
1.65332E-4,63.262773661,0.550827265,0.138875112,0.609756098,0
1.65984E-4,63.511331356,0.551800542,0.137387164,0.609756098,0
1.67037E-4,63.761193728,0.55336459,0.135899216,0.609756098,0
1.68362E-4,64.012772835,0.55531572,0.134411269,0.609756098,0
1.69382E-4,64.266206764,0.556807338,0.132923321,0.609756098,0
1.70098E-4,64.503941917,0.557847475,0.13153457,0.609756098,0
1.7098E-4,64.759744983,0.559122524,0.130046622,0.62195122,0
1.71664E-4,65.016772773,0.560106826,0.128558675,0.62195122,0
1.72502E-4,65.257861637,0.561306041,0.127169924,0.62195122,0
1.73285E-4,65.517228551,0.562421876,0.125681976,0.634146341,0
1.74421E-4,65.760776099,0.56402909,0.124293225,0.634146341,0
1.7514E-4,66.005598825,0.565040586,0.122904474,0.634146341,0
1.76312E-4,66.25175337,0.566678165,0.121515723,0.634146341,0
1.76951E-4,66.516721139,0.567566956,0.120027775,0.646341463,0
1.77822E-4,66.765113267,0.568771546,0.118639024,0.646341463,0
1.78717E-4,67.01465814,0.570002797,0.117250273,0.646341463,0
1.79663E-4,67.265533708,0.571296425,0.115861522,0.646341463,0
1.80492E-4,67.517685808,0.572422719,0.114472771,0.646341463,0
1.81568E-4,67.753093959,0.573876973,0.113183216,0.670731707,0
1.82321E-4,68.007942849,0.574889486,0.111794465,0.695121951,0
1.83366E-4,68.264104727,0.576285599,0.110405714,0.695121951,0
1.83944E-4,68.502974527,0.577053601,0.109116159,0.695121951,0
1.84783E-4,68.761191933,0.578164444,0.107727408,0.695121951,0
1.85562E-4,69.001855938,0.57918989,0.106437853,0.707317073,0
1.86392E-4,69.262425486,0.580277191,0.105049102,0.707317073,0
1.87129E-4,69.505181719,0.581238277,0.103759548,0.707317073,0
1.88589E-4,69.768320502,0.583128076,0.102370797,0.719512195,0
1.90194E-4,70.01485553,0.585186823,0.101081242,0.719512195,0
1.91707E-4,70.263236651,0.587108458,0.099791687,0.731707317,0
1.92507E-4,70.513171401,0.588118565,0.098502133,0.731707317,0
1.93134E-4,70.763937892,0.588905615,0.097212578,0.731707317,0
1.94403E-4,71.015946612,0.590490197,0.095923024,0.731707317,0
1.95457E-4,71.250000986,0.591796578,0.094732665,0.731707317,0
1.96369E-4,71.504640201,0.592921489,0.093443111,0.731707317,0
1.97217E-4,71.760573482,0.593960011,0.092153556,0.731707317,0
1.98716E-4,72.017907781,0.595785076,0.090864002,0.731707317,0
1.99682E-4,72.256896015,0.596952553,0.089673643,0.731707317,0
2.00515E-4,72.517062721,0.59795365,0.088384089,0.731707317,0
2.01916E-4,72.75848865,0.599626641,0.087193731,0.743902439,0
2.03006E-4,73.001518954,0.600918102,0.086003373,0.756097561,0
2.03846E-4,73.266086551,0.601908699,0.084713818,0.756097561,0
2.04579E-4,73.511057491,0.602768326,0.08352346,0.756097561,0
2.05564E-4,73.757196839,0.603917701,0.082333102,0.756097561,0
2.07012E-4,74.004751571,0.605595807,0.081142744,0.756097561,0
2.07822E-4,74.253610642,0.60652784,0.079952386,0.756097561,0
2.08818E-4,74.50366375,0.607667969,0.078762028,0.768292683,0
2.09757E-4,74.754908961,0.608737342,0.077571669,0.768292683,0
2.10657E-4,75.007260743,0.609756362,0.076381311,0.768292683,0
2.12133E-4,75.260966299,0.611416499,0.075190953,0.780487805,0
2.13214E-4,75.516376233,0.612623299,0.074000595,0.792682927,0
2.14809E-4,75.75189388,0.614390713,0.072909434,0.804878049,0
2.15861E-4,76.010378279,0.615547987,0.071719075,0.804878049,0
2.17291E-4,76.270392696,0.617109559,0.070528717,0.804878049,0
2.18398E-4,76.509950181,0.618308526,0.069437556,0.804878049,0
2.20138E-4,76.751237106,0.620179572,0.068346394,0.817073171,0
2.21689E-4,77.016223312,0.621832458,0.067156036,0.829268293,0
2.23143E-4,77.260993772,0.623368294,0.066064875,0.829268293,0
2.24325E-4,77.507243826,0.62460815,0.064973713,0.829268293,0
2.26183E-4,77.754972632,0.626539672,0.063882551,0.829268293,0
2.27587E-4,78.004606565,0.627986587,0.06279139,0.829268293,0
2.28533E-4,78.255438246,0.628955299,0.061700228,0.841463415,0
2.29318E-4,78.507252068,0.629755756,0.060609067,0.841463415,0
2.31067E-4,78.760554089,0.631525391,0.059517905,0.841463415,0
2.32765E-4,79.015432906,0.633227034,0.058426743,0.841463415,0
2.34579E-4,79.272699103,0.635028776,0.057335582,0.841463415,0
2.36913E-4,79.509035231,0.637319937,0.056343617,0.865853659,0
2.39067E-4,79.770787345,0.639409254,0.055252455,0.865853659,0
2.41257E-4,80.011305949,0.64150884,0.05426049,0.865853659,0
2.42751E-4,80.253498927,0.642928181,0.053268525,0.87804878,0
2.46339E-4,80.522995064,0.646289159,0.052177363,0.890243902,0
2.47917E-4,80.770036999,0.647747513,0.051185398,0.890243902,0
2.49593E-4,81.01880597,0.649282985,0.050193433,0.890243902,0
2.51568E-4,81.269734674,0.651075572,0.049201468,0.890243902,0
2.5409E-4,81.52283186,0.653338682,0.048209503,0.890243902,0
2.56093E-4,81.752124465,0.655114314,0.047316734,0.890243902,0
2.58991E-4,82.010067746,0.657652529,0.046324769,0.914634146,0
2.61248E-4,82.270418336,0.659603155,0.045332804,0.914634146,0
2.64338E-4,82.507109022,0.662238342,0.044440036,0.926829268,0
2.66357E-4,82.77240502,0.663938606,0.043448071,0.926829268,0
2.67533E-4,83.012722068,0.664920357,0.042555302,0.926829268,0
2.69702E-4,83.254498905,0.666717629,0.041662533,0.93902439,0
2.73701E-4,83.526559196,0.669979696,0.040670568,0.951219512,0
2.79019E-4,83.775498987,0.674220992,0.0397778,0.951219512,0
2.81374E-4,84.027602234,0.676064321,0.038885031,0.951219512,0
2.84643E-4,84.25450912,0.678588969,0.038091459,0.951219512,0
2.86554E-4,84.511780673,0.680046646,0.037198691,0.951219512,0
2.90267E-4,84.772271975,0.682840824,0.036305922,0.951219512,0
2.93082E-4,85.005826681,0.684927618,0.03551235,0.951219512,0
2.96722E-4,85.271497057,0.68758526,0.034619581,0.951219512,0
2.99404E-4,85.510133253,0.689514875,0.033826009,0.951219512,0
3.02811E-4,85.751503444,0.691932219,0.033032437,0.951219512,0
3.04891E-4,86.025323922,0.693388971,0.032139669,0.951219512,0
3.09307E-4,86.271032143,0.69643764,0.031346097,0.951219512,0
3.12021E-4,86.519703327,0.698281422,0.030552525,0.951219512,0
3.14134E-4,86.77020525,0.699701428,0.029758952,0.951219512,0
3.18778E-4,87.023345796,0.702776053,0.02896538,0.951219512,0
3.20888E-4,87.27930353,0.704152448,0.028171808,0.951219512,0
3.22692E-4,87.504794505,0.705318977,0.027477433,0.951219512,0
3.24494E-4,87.76371662,0.706475248,0.026683861,0.951219512,0
3.28391E-4,88.02513873,0.7089444,0.025890289,0.951219512,0
3.30442E-4,88.255771868,0.710227431,0.025195913,0.951219512,0
3.33385E-4,88.521487089,0.712048999,0.024402341,0.951219512,0
3.36693E-4,88.756139012,0.714069188,0.023707965,0.951219512,0
3.42502E-4,89.027938878,0.717548794,0.022914393,0.951219512,0
3.44965E-4,89.268577414,0.718998886,0.022220018,0.951219512,0
3.46982E-4,89.511070349,0.720174954,0.021525642,0.951219512,0
3.50611E-4,89.755360807,0.722267311,0.020831267,0.951219512,0
3.52416E-4,90.001549192,0.723295853,0.020136891,0.951219512,0
3.55902E-4,90.285016547,0.725261401,0.019343319,0.951219512,0
3.6136E-4,90.501055942,0.7282839,0.01874814,0.951219512,0
3.64931E-4,90.755299928,0.730225228,0.018053765,0.951219512,0
3.68596E-4,91.011971688,0.732189122,0.017359389,0.951219512,0
3.71904E-4,91.271208735,0.733937729,0.016665013,0.951219512,0
3.78558E-4,91.533335833,0.737386452,0.015970638,0.951219512,0
3.80952E-4,91.761378246,0.738605394,0.015375459,0.951219512,0
3.85258E-4,92.029593745,0.740769409,0.014681083,0.951219512,0
3.88332E-4,92.262187474,0.742292639,0.014085904,0.951219512,0
3.95531E-4,92.537735714,0.74579081,0.013391529,0.951219512,0
4.02133E-4,92.777192722,0.748916173,0.01279635,0.951219512,0
4.08249E-4,93.020101031,0.751744017,0.012201171,0.951219512,0
4.16177E-4,93.268265728,0.755315803,0.011605991,0.951219512,0
4.18313E-4,93.518586255,0.756260987,0.011010812,0.951219512,0
4.34349E-4,93.775034904,0.763127891,0.010415633,0.951219512,0
4.45939E-4,94.039782127,0.767855147,0.009820454,0.951219512,0
4.4971E-4,94.264012968,0.769352787,0.009324472,0.951219512,0
4.6562E-4,94.541265269,0.775464441,0.008729293,0.951219512,0
4.75714E-4,94.777391487,0.779176787,0.00823331,0.951219512,0
4.81275E-4,95.016334314,0.78116991,0.007737328,0.963414634,0
5.02958E-4,95.26341363,0.788609674,0.007241345,0.963414634,0
5.1929E-4,95.518879352,0.793887628,0.006745363,0.963414634,0
5.35722E-4,95.783779062,0.798938562,0.00624938,0.963414634,0
5.69453E-4,96.006154556,0.808568412,0.005852594,0.975609756,0
5.86205E-4,96.295932692,0.813015888,0.005356611,0.975609756,0
5.94701E-4,96.532037712,0.81519358,0.004959825,0.975609756,0
6.02053E-4,96.772105945,0.817037566,0.004563039,0.975609756,0
6.34616E-4,97.021116867,0.824780425,0.004166253,0.975609756,0
6.50727E-4,97.279648174,0.828374227,0.003769467,0.975609756,0
6.56407E-4,97.541108014,0.829606151,0.003372681,0.975609756,0
