"","x"
"1",0.672116666666667
"2",0.6697
"3",0.661791666666667
"4",0.658466666666667
"5",0.6539
"6",0.649666666666667
"7",0.647433333333333
"8",0.644925
"9",0.644741666666667
"10",0.6446
"11",0.642833333333333
"12",0.642066666666667
"13",0.639733333333333
"14",0.638783333333333
"15",0.63575
"16",0.6357
"17",0.634016666666667
"18",0.632416666666667
"19",0.630716666666667
"20",0.629033333333333
"21",0.629033333333333
"22",0.627575
"23",0.62705
"24",0.6252
"25",0.622841666666667
"26",0.6212
"27",0.620183333333333
"28",0.61875
"29",0.618416666666667
"30",0.618225
"31",0.614733333333333
"32",0.614716666666667
"33",0.611633333333333
"34",0.6116
"35",0.610933333333333
"36",0.610783333333333
"37",0.609225
"38",0.6092
"39",0.60875
"40",0.608566666666667
"41",0.607166666666667
"42",0.606416666666667
"43",0.6058
"44",0.605391666666667
"45",0.605083333333333
"46",0.604741666666667
"47",0.604483333333333
"48",0.604125
"49",0.6033
"50",0.602916666666667
"51",0.602325
"52",0.600966666666667
"53",0.600425
"54",0.599983333333333
"55",0.599875
"56",0.599608333333333
"57",0.599033333333333
"58",0.598541666666667
"59",0.59705
"60",0.59625
"61",0.595383333333333
"62",0.5953
"63",0.594875
"64",0.594408333333333
"65",0.59265
"66",0.592583333333333
"67",0.592433333333333
"68",0.5916
"69",0.591266666666667
"70",0.591133333333333
"71",0.5904
"72",0.589866666666667
"73",0.58985
"74",0.589441666666667
"75",0.58935
"76",0.588966666666667
"77",0.588366666666667
"78",0.583866666666667
"79",0.5835
"80",0.582916666666667
"81",0.58215
"82",0.580791666666667
"83",0.579225
"84",0.578008333333333
"85",0.575825
"86",0.5732
"87",0.573083333333333
"88",0.5725
"89",0.572166666666667
"90",0.571966666666667
"91",0.570858333333333
"92",0.563466666666667
"93",0.56235
"94",0.561758333333333
"95",0.556033333333333
"96",0.549525
"97",0.545316666666667
"98",0.541083333333333
"99",0.529558333333333
