"","x"
"1",0.842384615384615
"2",0.809038461538461
"3",0.797807692307692
"4",0.791615384615385
"5",0.790461538461538
"6",0.7835
"7",0.781692307692308
"8",0.772923076923077
"9",0.772076923076923
"10",0.771538461538462
"11",0.770461538461538
"12",0.769038461538462
"13",0.760653846153846
"14",0.758
"15",0.755615384615385
"16",0.755307692307692
"17",0.752076923076923
"18",0.750576923076923
"19",0.741653846153846
"20",0.737153846153846
"21",0.736461538461539
"22",0.733307692307692
"23",0.727846153846154
"24",0.727307692307692
"25",0.726269230769231
"26",0.725307692307692
"27",0.714769230769231
"28",0.713730769230769
"29",0.7135
"30",0.713230769230769
"31",0.709384615384615
"32",0.708346153846154
"33",0.708230769230769
"34",0.707846153846154
"35",0.698769230769231
"36",0.697153846153846
"37",0.696307692307692
"38",0.696230769230769
"39",0.695384615384615
"40",0.693
"41",0.691230769230769
"42",0.690923076923077
"43",0.689923076923077
"44",0.6885
"45",0.687153846153846
"46",0.684692307692308
"47",0.682076923076923
"48",0.681230769230769
"49",0.680846153846154
"50",0.679923076923077
"51",0.679615384615385
"52",0.679538461538462
"53",0.678269230769231
"54",0.676615384615385
"55",0.675
"56",0.671461538461538
"57",0.671
"58",0.669230769230769
"59",0.669076923076923
"60",0.669038461538462
"61",0.669
"62",0.663230769230769
"63",0.661230769230769
"64",0.661
"65",0.660846153846154
"66",0.658230769230769
"67",0.657076923076923
"68",0.653115384615385
"69",0.650692307692308
"70",0.649076923076923
"71",0.644538461538462
"72",0.643807692307692
"73",0.642961538461538
"74",0.639846153846154
"75",0.637769230769231
"76",0.635615384615385
"77",0.635230769230769
"78",0.632461538461538
"79",0.632346153846154
"80",0.630153846153846
"81",0.63
"82",0.628576923076923
"83",0.625923076923077
"84",0.624538461538461
"85",0.623384615384615
"86",0.613538461538462
"87",0.611076923076923
"88",0.608153846153846
"89",0.606538461538462
"90",0.606384615384615
"91",0.601653846153846
"92",0.600576923076923
"93",0.595807692307692
"94",0.583692307692308
"95",0.572307692307692
"96",0.569846153846154
"97",0.568923076923077
"98",0.560923076923077
"99",0.514230769230769
