Predictor variable,Categorical,Sample average
fe_buffer_bio02,false,72.09756097560975
fe_buffer_bio03,false,26.463414634146343
fe_buffer_bio08,false,98.03658536585365
fe_buffer_bio09,false,-0.573170731707317
fe_buffer_bio10,false,132.97560975609755
fe_buffer_bio15,false,28.48780487804878
fe_buffer_bio18,false,241.4878048780488
fe_buffer_bio19,false,193.3170731707317
mask,false,1.0
