"","x"
"1",0.840611111111111
"2",0.818444444444444
"3",0.814333333333333
"4",0.808666666666667
"5",0.807222222222222
"6",0.798166666666667
"7",0.793333333333333
"8",0.784777777777778
"9",0.782555555555556
"10",0.782388888888889
"11",0.773444444444444
"12",0.757888888888889
"13",0.757777777777778
"14",0.757388888888889
"15",0.757111111111111
"16",0.756055555555556
"17",0.755777777777778
"18",0.7555
"19",0.752666666666667
"20",0.747388888888889
"21",0.747166666666667
"22",0.738333333333333
"23",0.736666666666667
"24",0.733555555555556
"25",0.729222222222222
"26",0.727444444444444
"27",0.721777777777778
"28",0.717111111111111
"29",0.716888888888889
"30",0.710388888888889
"31",0.710277777777778
"32",0.706333333333333
"33",0.706333333333333
"34",0.704111111111111
"35",0.701055555555556
"36",0.699222222222222
"37",0.696
"38",0.692611111111111
"39",0.692
"40",0.6915
"41",0.690666666666667
"42",0.69
"43",0.685888888888889
"44",0.684444444444444
"45",0.681555555555556
"46",0.678444444444444
"47",0.677
"48",0.674888888888889
"49",0.6745
"50",0.674333333333333
"51",0.672611111111111
"52",0.666888888888889
"53",0.657388888888889
"54",0.653055555555556
"55",0.651333333333333
"56",0.649833333333333
"57",0.646777777777778
"58",0.641555555555556
"59",0.639833333333333
"60",0.638944444444444
"61",0.638611111111111
"62",0.637277777777778
"63",0.632277777777778
"64",0.632055555555556
"65",0.631666666666667
"66",0.629055555555556
"67",0.626722222222222
"68",0.626611111111111
"69",0.623222222222222
"70",0.622722222222222
"71",0.621722222222222
"72",0.619777777777778
"73",0.616944444444444
"74",0.613444444444444
"75",0.610555555555556
"76",0.599222222222222
"77",0.598944444444444
"78",0.591111111111111
"79",0.590222222222222
"80",0.588222222222222
"81",0.586222222222222
"82",0.574722222222222
"83",0.570222222222222
"84",0.5
"85",0.5
"86",0.5
"87",0.5
"88",0.5
"89",0.5
"90",0.5
"91",0.5
"92",0.5
"93",0.5
"94",0.5
"95",0.5
"96",0.5
"97",0.5
"98",0.5
"99",0.5
