species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Achalcerinys lindus,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,0.0,1.0,0.0,,gap,930586.0,
Adelencyrtus aulacaspidis,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Adelencyrtus subapterus,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Admirencyrtus insolitus,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Aenasius flandersi,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Agekianella insularis,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Agekianella notatifemur,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Ageniaspis atricollis,Arthropoda,Insecta,Hymenoptera,Encyrtidae,"FE,DTN",,,,,gap,,
Ageniaspis citricola,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,1.0,1.0,1.0,,,649053.0,
Ageniaspis fuscicollis,Arthropoda,Insecta,Hymenoptera,Encyrtidae,"FE,DTN",1.0,1.0,1.0,,,1065554.0,
Ageniaspis mayri,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Ageniaspis nigricollis,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Ageniaspis testaceipes,Arthropoda,Insecta,Hymenoptera,Encyrtidae,"FE,DTN",,,,,gap,,
Aglyptus rufus,Arthropoda,Insecta,Hymenoptera,Encyrtidae,"FE,DTN",,,,FE,gap,,
Agromyzaphagus detrimentosus,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Allocerchysius biroi,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Amicroterys jugoslavicus,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Amicroterys tatricus,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Anagyrietta pantherina,Arthropoda,Insecta,Hymenoptera,Encyrtidae,"FE,DTN",,,,,gap,,
Anagyrus aranzadii,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Anagyrus belibus,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,0.0,7.0,0.0,FE,gap,930276.0,649224.0
Anagyrus bohemanni,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Anagyrus bouceki,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Anagyrus coccurae,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Anagyrus fusciventris,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,3.0,5.0,1.0,,,930287.0,
Anagyrus greeni,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Anagyrus longicornis,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Anagyrus matritensis,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Anagyrus minium,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Anagyrus nitidus,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Anagyrus novickyi,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,,,,,gap,,
Anagyrus orbitalis,Arthropoda,Insecta,Hymenoptera,Encyrtidae,"FE,DTN",3.0,3.0,1.0,,,987782.0,
Anagyrus punctulatus,Arthropoda,Insecta,Hymenoptera,Encyrtidae,FE,7.0,8.0,5.0,FE,,930275.0,987779.0
Anagyrus schmuttereri,Arthropoda,Insecta,Hymenoptera,Encyrtidae,"FE,DTN",,,,,gap,,
