species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Acampsis alternipes,Arthropoda,Insecta,Hymenoptera,Braconidae,"BOLD,FE,DTN",1.0,2.0,1.0,,,212866.0,
Achaiabracon aenigmatus,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Aclitus obscuripennis,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Acrisis acutus,Arthropoda,Insecta,Hymenoptera,Braconidae,"BOLD,FE,DTN",1.0,1.0,0.0,,,769408.0,
Acrisis apterus,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Acrisis brevicornis,Arthropoda,Insecta,Hymenoptera,Braconidae,"BOLD,FE",35.0,36.0,1.0,,,82241.0,
Acrisis clavipes,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Acrisis exiguus,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Acrisis fuscipes,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Acrisis gracilicornis,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Acrisis levis,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Acrisis rarus,Arthropoda,Insecta,Hymenoptera,Braconidae,"BOLD,FE",2.0,5.0,1.0,,,769409.0,
Acrisis suomii,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Adelius clandestinus,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Adelius determinatus,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Adelius dubius,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Adelius erythronotus,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Adelius germanus,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Adelius hyalinipennis,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Adelius parvulus,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Adelius pyrrhia,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Adelius subfasciatus,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Adelius viator,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Adelurola florimela,Arthropoda,Insecta,Hymenoptera,Braconidae,BOLD,2.0,5.0,1.0,,,914155.0,
Ademon decrescens,Arthropoda,Insecta,Hymenoptera,Braconidae,"BOLD,FE,DTN",1.0,1.0,1.0,,,1063708.0,
Adialytus ambiguus,Arthropoda,Insecta,Hymenoptera,Braconidae,"BOLD,FE,DTN",9.0,10.0,1.0,,,648978.0,
Adialytus balticus,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Adialytus populaphis,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Adialytus salicaphis,Arthropoda,Insecta,Hymenoptera,Braconidae,"BOLD,FE,DTN",12.0,12.0,1.0,,,508517.0,
Adialytus tenuis,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Adialytus thelaxis,Arthropoda,Insecta,Hymenoptera,Braconidae,"BOLD,FE,DTN",5.0,5.0,1.0,,,648979.0,
Agathis anglica,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",0.0,7.0,0.0,,gap,180100.0,
Agathis arida,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis assimilis,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Agathis asteris,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis brevis,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis breviseta,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",0.0,2.0,0.0,,gap,180101.0,
Agathis duplicata,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis fulmeki,Arthropoda,Insecta,Hymenoptera,Braconidae,"BOLD,FE",0.0,2.0,0.0,,gap,179481.0,
Agathis fuscipennis,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",12.0,12.0,1.0,,,1062963.0,
Agathis genalis,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis glabricola,Arthropoda,Insecta,Hymenoptera,Braconidae,BOLD,0.0,1.0,0.0,,gap,180104.0,
Agathis glaucoptera,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis gracilenta,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis gracilipes,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis griseifrons,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Agathis gussakovskyi,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis hemirufa,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis icarus,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis levis,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis lugubris,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",0.0,3.0,0.0,,gap,180106.0,
Agathis malvacearum,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",0.0,14.0,1.0,,gap,180093.0,
Agathis melpomene,Arthropoda,Insecta,Hymenoptera,Braconidae,"BOLD,FE",0.0,1.0,0.0,,gap,180097.0,
Agathis mongolica,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis montana,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,0.0,2.0,0.0,,gap,180099.0,
Agathis nigra,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",0.0,2.0,0.0,,gap,180094.0,
Agathis pappei,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis pedias,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis persephone,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis rostrata,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis rufipalpis,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",0.0,1.0,0.0,,gap,180102.0,
Agathis semiaciculata,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Agathis syngenesiae,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",0.0,1.0,0.0,,gap,180096.0,
Agathis taurica,Arthropoda,Insecta,Hymenoptera,Braconidae,FE,,,,,gap,,
Agathis tibialis,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Agathis umbellatarum,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",0.0,4.0,0.0,,gap,180095.0,
Agathis varipes,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",0.0,1.0,0.0,,gap,1062967.0,
Agonia adducta,Arthropoda,Insecta,Hymenoptera,Braconidae,"FE,DTN",,,,,gap,,
Aleiodes abraxanae,Arthropoda,Insecta,Hymenoptera,Braconidae,BOLD,7.0,7.0,3.0,,,212804.0,
Aleiodes albitibia,Arthropoda,Insecta,Hymenoptera,Braconidae,"BOLD,FE,DTN",6.0,7.0,2.0,,,162482.0,
Aleiodes alternator,Arthropoda,Insecta,Hymenoptera,Braconidae,"BOLD,FE,DTN",17.0,18.0,1.0,,,189787.0,
