species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Colpa quinquecincta,Arthropoda,Insecta,Hymenoptera,Tiphiidae,"BOLD,FE",11.0,12.0,2.0,,,519797.0
Icronatha caucasica,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Icronatha olcesei,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Ludita andromeda,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Ludita consobrina,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Ludita fulvipennis,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Ludita ramispinosa,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Meria aurantiaca,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Meria brevicauda,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Meria volvulus,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Myzinum maculatum,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Poecilotiphia lacteipennis,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Poecilotiphia parvula,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Stizus biclipeatus,Arthropoda,Insecta,Hymenoptera,Tiphiidae,"BOLD,HySI",1.0,4.0,0.0,,,349380.0
Tiphia abnormis,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia antigae,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia austriaca,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia bexar,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia copidosoma,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia distincta,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia femorata,Arthropoda,Insecta,Hymenoptera,Tiphiidae,"BOLD,FE,iNat,DTN",162.0,192.0,5.0,,,327864.0
Tiphia hispanica,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia impossibilis,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia iracunda,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia laeviceps,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia lepeletieri,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia maior,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia minuta,Arthropoda,Insecta,Hymenoptera,Tiphiidae,"BOLD,FE,DTN",19.0,20.0,1.0,,,349399.0
Tiphia sareptana,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia semipolita,Arthropoda,Insecta,Hymenoptera,Tiphiidae,FE,,,,,gap,
Tiphia unicolor,Arthropoda,Insecta,Hymenoptera,Tiphiidae,"BOLD,FE,DTN",22.0,26.0,1.0,FE,,386875.0
