species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Ammophila albotomentosa,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,,,,,gap,,,
Ammophila campestris,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE,iNat,DTN",25.0,26.0,3.0,,,198524.0,,
Ammophila gracillima,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,,,,,gap,,,
Ammophila heydeni,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",53.0,57.0,3.0,,,311858.0,330460.0,973706.0
Ammophila hungarica,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,,,,,gap,,,
Ammophila laevicollis,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,1.0,1.0,1.0,,,522937.0,,
Ammophila leclercqi,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,,,,,gap,,,
Ammophila modesta,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,,,,,gap,,,
Ammophila nasuta,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,,,,,gap,,,
Ammophila occipitalis,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,,,,,gap,,,
Ammophila pruinosa,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",9.0,10.0,2.0,ITIS,,330705.0,,
Ammophila pubescens,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE,iNat,DTN",16.0,25.0,2.0,ITIS,,311859.0,,
Ammophila rubriventris,Arthropoda,Insecta,Hymenoptera,Sphecidae,BOLD,8.0,8.0,0.0,,,852611.0,,
Ammophila sabulosa,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE,iNat,DTN",57.0,60.0,1.0,,,311860.0,,
Ammophila sareptana,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",1.0,2.0,1.0,,,330530.0,,
Ammophila striata,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,,,,,gap,,,
Ammophila terminata,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",3.0,4.0,1.0,,,501986.0,,
Chalybion femoratum,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",2.0,2.0,1.0,ITIS,,330531.0,,
Chalybion flebile,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,0.0,1.0,0.0,,gap,894145.0,,
Chalybion omissum,Arthropoda,Insecta,Hymenoptera,Sphecidae,BOLD,0.0,2.0,0.0,,gap,330532.0,,
Chalybion zimmermanni,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,14.0,14.0,2.0,,,750882.0,,
Chilosphex argyrius,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,0.0,1.0,0.0,,gap,330694.0,,
Eremochares dives,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,3.0,4.0,2.0,,,330689.0,,
Hoplammophila armata,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,1.0,1.0,1.0,,,522948.0,,
Hoplammophila clypeata,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE,DTN",2.0,3.0,1.0,,,461655.0,,
Isodontia mexicana,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE,iNat",44.0,44.0,1.0,,,311862.0,,
Isodontia paludosa,Arthropoda,Insecta,Hymenoptera,Sphecidae,"FE,HySI",1.0,1.0,1.0,,,330538.0,,
Isodontia splendidula,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",0.0,1.0,0.0,,gap,330539.0,,
Palmodes melanarius,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,1.0,1.0,1.0,,,330658.0,,
Palmodes occitanicus,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",7.0,10.0,3.0,,,641214.0,,
Palmodes strigulosus,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",2.0,2.0,1.0,,,330660.0,,
Parapsammophila caspica,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,,,,,gap,,,
Pepsis flavipennis,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE,HySI",7.0,8.0,1.0,HySI,,308746.0,,
Podalonia affinis,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE,iNat,DTN",13.0,14.0,1.0,,,308748.0,,
Podalonia alpina,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",12.0,12.0,2.0,,,308749.0,,
Podalonia atrocyanea,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,,,,,gap,,,
Podalonia fera,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",2.0,3.0,1.0,,,330655.0,,
Podalonia flavida,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,,,,ITIS,gap,,,
Podalonia hirsuta,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE,iNat,HySI,DTN",27.0,52.0,4.0,,,308747.0,,
Podalonia luffi,Arthropoda,Insecta,Hymenoptera,Sphecidae,BOLD,6.0,7.0,2.0,,,308750.0,,
Podalonia luffii,Arthropoda,Insecta,Hymenoptera,Sphecidae,"FE,DTN",,,,,gap,,,
Podalonia mauritanica,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,2.0,4.0,1.0,,,522950.0,,
Podalonia minax,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,4.0,4.0,1.0,,,720129.0,,
Podalonia tydei,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",65.0,69.0,3.0,ITIS,,349396.0,,
Prionyx crudelis,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,2.0,3.0,0.0,,,894146.0,,
Prionyx kirbii,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE,iNat",18.0,18.0,1.0,,,330462.0,,
Prionyx lividocinctus,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",4.0,5.0,2.0,,,330686.0,,
Prionyx micans,Arthropoda,Insecta,Hymenoptera,Sphecidae,BOLD,1.0,1.0,1.0,,,768230.0,,
Prionyx niveatus,Arthropoda,Insecta,Hymenoptera,Sphecidae,FE,7.0,8.0,1.0,,,732577.0,,
Prionyx nudatus,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",1.0,2.0,1.0,,,330682.0,,
Prionyx subfuscatus,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",9.0,9.0,1.0,,,647675.0,,
Prionyx viduatus,Arthropoda,Insecta,Hymenoptera,Sphecidae,"BOLD,FE",4.0,6.0,1.0,ITIS,,641211.0,,
