species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Abia aenea,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"BOLD,FE,iNat,DTN",26.0,31.0,3.0,,,208545.0
Abia antennata,Arthropoda,Insecta,Hymenoptera,Cimbicidae,FE,,,,,gap,
Abia aurulenta,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"BOLD,FE,iNat,DTN",6.0,8.0,1.0,,,208546.0
Abia candens,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"BOLD,FE,iNat,DTN",14.0,14.0,1.0,,,83752.0
Abia fasciata,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"BOLD,FE,iNat,DTN",34.0,44.0,1.0,,,190393.0
Abia fulgens,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"BOLD,FE,DTN",12.0,15.0,1.0,,,294431.0
Abia hungarica,Arthropoda,Insecta,Hymenoptera,Cimbicidae,FE,,,,,gap,
Abia lonicerae,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"BOLD,FE",2.0,2.0,1.0,,,331925.0
Abia mutica,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"BOLD,FE,DTN",12.0,14.0,1.0,,,331932.0
Abia nitens,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"BOLD,FE,iNat,DTN",10.0,14.0,1.0,,,331933.0
Abia sericea,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"BOLD,FE,DTN",3.0,3.0,0.0,,,208547.0
Abia spissicornis,Arthropoda,Insecta,Hymenoptera,Cimbicidae,FE,,,,,gap,
Cimbex connatus,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"BOLD,FE,iNat,DTN",4.0,13.0,1.0,,,333329.0
Cimbex fagi,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"BOLD,FE,iNat,DTN",1.0,4.0,0.0,,,294432.0
Cimbex femoratus,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"BOLD,FE,iNat,DTN",10.0,26.0,2.0,,,294434.0
Cimbex luteus,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"BOLD,FE,DTN",0.0,5.0,0.0,,gap,208549.0
