species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Chrysellampus sculpticollis,Arthropoda,Insecta,Hymenoptera,Chrysididae,BOLD,1.0,3.0,0.0,,,1121958.0,
Chrysidea asensioi,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,0.0,1.0,0.0,,gap,1161664.0,
Chrysidea disclusa,Arthropoda,Insecta,Hymenoptera,Chrysididae,"BOLD,FE,DTN",4.0,6.0,3.0,,,30105.0,1145684.0
Chrysidea pumila,Arthropoda,Insecta,Hymenoptera,Chrysididae,"BOLD,FE",0.0,7.0,0.0,,gap,330572.0,
Chrysis adipata,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,,,,,gap,,
Chrysis aestiva,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,,,,,gap,,
Chrysis albanica,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,0.0,1.0,0.0,,gap,1161646.0,
Chrysis amasina,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,,,,,gap,,
Chrysis ambigua,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,,,,,gap,,
Chrysis analis,Arthropoda,Insecta,Hymenoptera,Chrysididae,"BOLD,FE,DTN",19.0,26.0,1.0,,,30104.0,
Chrysis andradei,Arthropoda,Insecta,Hymenoptera,Chrysididae,"BOLD,FE",2.0,2.0,1.0,,,1145696.0,
Chrysis angolensis,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,6.0,6.0,1.0,,,737584.0,
Chrysis angustifrons,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,,,,,gap,,
Chrysis angustula,Arthropoda,Insecta,Hymenoptera,Chrysididae,"BOLD,FE,DTN",79.0,98.0,1.0,,,330465.0,
Chrysis annulata,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,0.0,3.0,0.0,,gap,1161716.0,
Chrysis anoma,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,0.0,2.0,0.0,,gap,1161669.0,
Chrysis atraclypeata,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,0.0,1.0,0.0,,gap,1161679.0,
Chrysis atrocomitata,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,,,,,gap,,
Chrysis auriceps,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,0.0,2.0,0.0,,gap,1161663.0,
Chrysis aurotecta,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,0.0,1.0,0.0,,gap,1161749.0,
Chrysis balearica,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,,,,,gap,,
Chrysis berlandi,Arthropoda,Insecta,Hymenoptera,Chrysididae,"BOLD,FE",3.0,3.0,1.0,,,1145698.0,
Chrysis bicolor,Arthropoda,Insecta,Hymenoptera,Chrysididae,"BOLD,FE,DTN",15.0,23.0,2.0,,,330463.0,
Chrysis blanchardi,Arthropoda,Insecta,Hymenoptera,Chrysididae,"BOLD,FE",1.0,2.0,1.0,,,1145697.0,
Chrysis borealis,Arthropoda,Insecta,Hymenoptera,Chrysididae,BOLD,29.0,33.0,1.0,,,725957.0,
Chrysis brevicollis,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,,,,,gap,,
Chrysis breviradialis,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,,,,,gap,,
Chrysis brevitarsis,Arthropoda,Insecta,Hymenoptera,Chrysididae,"BOLD,FE,DTN",7.0,7.0,1.0,,,407762.0,
Chrysis bytinskii,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,,,,,gap,,
Chrysis caeruliventris,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,2.0,2.0,1.0,,,1159155.0,
Chrysis calimorpha,Arthropoda,Insecta,Hymenoptera,Chrysididae,"FE,DTN",,,,,gap,,
Chrysis calpensis,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,,,,,gap,,
Chrysis canaria,Arthropoda,Insecta,Hymenoptera,Chrysididae,FE,,,,,gap,,
