species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Anastatus bernardi,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Anastatus catalonicus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"FE,DTN",,,,,gap,,
Anastatus giraudi,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"FE,DTN",,,,,gap,,
Anastatus japonicus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE,DTN",43.0,88.0,1.0,,,480192.0,
Anastatus lichtensteini,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Anastatus oscari,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE,iNat,DTN",3.0,61.0,1.0,FE,,726175.0,
Anastatus platycleidis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Anastatus ruficaudus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Anastatus rutilus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Anastatus sidereus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,1.0,1.0,1.0,,,791992.0,
Anastatus splendens,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Anastatus tenuipes,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Anastatus uromeni,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Arachnophaga longicauda,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Arachnophaga matritensis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Arachnophaga picardi,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Brasema ephedricola,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calosota acron,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"FE,DTN",0.0,2.0,0.0,,gap,947629.0,
Calosota aestivai,Arthropoda,Insecta,Hymenoptera,Eupelmidae,BOLD,1.0,6.0,0.0,,,480182.0,
Calosota aestivalis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE,DTN",0.0,3.0,0.0,FE,gap,480187.0,
Calosota agrili,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calosota ariasi,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calosota dusmeti,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calosota fumipennis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calosota grylli,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calosota lixobia,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calosota matritensis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calosota metallica,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,DTN",3.0,8.0,1.0,,,480185.0,
Calosota modesta,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calosota obscura,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"FE,DTN",,,,,gap,,
Calosota septentrionalis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calosota subulata,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calosota violascens,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calosota viridis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calymmochilus dispar,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calymmochilus russoi,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Calymmochilus subnubilus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus afer,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus aloysii,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus annulatus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE,DTN",18.0,28.0,3.0,,,480225.0,480712.0
Eupelmus aseculatus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE",2.0,7.0,1.0,,,481400.0,
Eupelmus atropurpureus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE,DTN",5.0,10.0,1.0,,,480705.0,
Eupelmus australiensis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE",15.0,38.0,3.0,,,480699.0,
Eupelmus bedeguaris,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"FE,DTN",,,,,gap,,
Eupelmus brachynterae,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"FE,DTN",,,,,gap,,
Eupelmus bulgaricus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus cavifrons,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus cerris,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,1.0,1.0,1.0,,,682168.0,
Eupelmus cicadae,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus clavicornis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus falcatus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE",2.0,6.0,1.0,,,481401.0,
Eupelmus fulvipes,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE",4.0,10.0,1.0,,,480707.0,
Eupelmus fuscipennis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"FE,DTN",,,,,gap,,
Eupelmus gueneei,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus hartigi,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE,DTN",0.0,3.0,0.0,,gap,480700.0,
Eupelmus hostilis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus hungaricus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus impennis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE",2.0,10.0,1.0,,,481402.0,
Eupelmus insulae,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus juniperinus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,1.0,1.0,1.0,,,930445.0,
Eupelmus karschii,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus kiefferi,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE,DTN",29.0,30.0,1.0,,,682164.0,
Eupelmus linearis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE,DTN",5.0,7.0,1.0,,,480701.0,
Eupelmus longicorpus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus maculata,Arthropoda,Insecta,Hymenoptera,Eupelmidae,BOLD,3.0,3.0,0.0,,,481404.0,
Eupelmus maculatus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus martellii,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE",1.0,11.0,1.0,,,380025.0,
Eupelmus memnonius,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE",1.0,2.0,1.0,,,480708.0,
Eupelmus microzonus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE,DTN",7.0,20.0,1.0,,,480229.0,
Eupelmus moroderi,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE",0.0,3.0,0.0,,gap,480702.0,
Eupelmus muellneri,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE",1.0,5.0,0.0,,,481405.0,
Eupelmus nigricauda,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus nubilipennis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus orientalis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,BOLD,0.0,5.0,0.0,,gap,480709.0,
Eupelmus pallicornis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"BOLD,FE",0.0,2.0,0.0,,gap,480703.0,
Eupelmus phragmitis,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus pini,Arthropoda,Insecta,Hymenoptera,Eupelmidae,BOLD,8.0,16.0,2.0,,,480231.0,
Eupelmus priotoni,Arthropoda,Insecta,Hymenoptera,Eupelmidae,BOLD,1.0,2.0,1.0,,,682167.0,
Eupelmus pullus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus puparum,Arthropoda,Insecta,Hymenoptera,Eupelmidae,FE,,,,,gap,,
Eupelmus rostratus,Arthropoda,Insecta,Hymenoptera,Eupelmidae,"FE,DTN",,,,,gap,,
