species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Allepyris mesitioides,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Allepyris microneurus,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Allepyris ruficrus,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Allepyris seticornis,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Anaylax dalmaticus,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Anaylax helleni,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Anaylax integer,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Anaylax pillaulti,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Anisobrachium incertum,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Ateleopterus atelopterus,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus apteryx,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus berlandi,Arthropoda,Insecta,Hymenoptera,Bethylidae,BOLD,15.0,16.0,1.0,,,643198.0
Bethylus boops,Arthropoda,Insecta,Hymenoptera,Bethylidae,"BOLD,FE",89.0,93.0,2.0,,,700361.0
Bethylus cenopterus,Arthropoda,Insecta,Hymenoptera,Bethylidae,"FE,DTN",,,,,gap,
Bethylus cephalotes,Arthropoda,Insecta,Hymenoptera,Bethylidae,"BOLD,FE,DTN",5.0,8.0,1.0,,,592649.0
Bethylus coniceps,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus dendrophilus,Arthropoda,Insecta,Hymenoptera,Bethylidae,"BOLD,FE",7.0,12.0,0.0,,,674366.0
Bethylus dubius,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus formicarius,Arthropoda,Insecta,Hymenoptera,Bethylidae,"FE,DTN",,,,FE,gap,
Bethylus fuscicornis,Arthropoda,Insecta,Hymenoptera,Bethylidae,"BOLD,FE,DTN",56.0,110.0,5.0,,,592648.0
Bethylus gestroi,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus hemipterus,Arthropoda,Insecta,Hymenoptera,Bethylidae,"FE,DTN",,,,,gap,
Bethylus hyalinus,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus latus,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus linearis,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus lineatus,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus mandibularis,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus nitidus,Arthropoda,Insecta,Hymenoptera,Bethylidae,"BOLD,FE",2.0,2.0,0.0,,,592650.0
Bethylus paradoxus,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus pilosus,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus punctatus,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus rufipes,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Bethylus struvei,Arthropoda,Insecta,Hymenoptera,Bethylidae,"FE,DTN",,,,,gap,
Bethylus tenuis,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Cephalonomia benoiti,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Cephalonomia brevipennis,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Cephalonomia cursor,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Cephalonomia formiciformis,Arthropoda,Insecta,Hymenoptera,Bethylidae,"BOLD,FE,DTN",17.0,24.0,1.0,,,592651.0
Cephalonomia gallicola,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Cephalonomia hammi,Arthropoda,Insecta,Hymenoptera,Bethylidae,"BOLD,FE",2.0,5.0,1.0,,,700364.0
Cephalonomia hypobori,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Cephalonomia maculata,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Cephalonomia mycetophila,Arthropoda,Insecta,Hymenoptera,Bethylidae,"FE,DTN",,,,,gap,
Cephalonomia nidicola,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Cephalonomia nigrescens,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Cephalonomia nigriventris,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Cephalonomia pontina,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Cephalonomia rufa,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Cephalonomia tarsalis,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,8.0,8.0,1.0,,,669011.0
Cephalonomia venata,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Cephalonomia waterstoni,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Clytrovorus fuscicornis,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Clytrovorus horvathi,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Clytrovorus levis,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Clytrovorus suarezi,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Clytrovorus viator,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Clytrovorus zavadili,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Codorcas cursor,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Dissomphalus proximus,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Epyris arcuatus,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Epyris bayeri,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Epyris bilineatus,Arthropoda,Insecta,Hymenoptera,Bethylidae,"BOLD,FE",8.0,10.0,0.0,,,592652.0
Epyris biroi,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
Epyris brevipennis,Arthropoda,Insecta,Hymenoptera,Bethylidae,FE,,,,,gap,
