species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Amblyscelio striaticeps,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Anteris bilineata,Arthropoda,Insecta,Hymenoptera,Scelionidae,"BOLD,FE",55.0,66.0,1.0,,,957828.0
Anteris erdosi,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Anteris perplexa,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Anteris scutellaris,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Anteris simulans,Arthropoda,Insecta,Hymenoptera,Scelionidae,"FE,DTN",,,,,gap,
Anteromorpha frequens,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus araticeps,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus biroi,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus brevicornis,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus coriaceus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus foveatus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus leptocerus,Arthropoda,Insecta,Hymenoptera,Scelionidae,"FE,DTN",,,,,gap,
Apegus longicornis,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus minor,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus recurvistigmalis,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus reticulatus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus ruficornis,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus ruficornus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus rufipedus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus rufipes,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus rufosus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus rufus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus rugosus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus rugulosus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus slovacus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus striatus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Apegus szepligetii,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Aradophagus brunneus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Aradophagus fasciatus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,1.0,1.0,0.0,,,958498.0
Aradophagus microps,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Baeus castaneus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Baeus mirandus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Baeus rufus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Baeus seminulum,Arthropoda,Insecta,Hymenoptera,Scelionidae,"FE,DTN",1.0,1.0,0.0,,,1064897.0
Baryconus europaeus,Arthropoda,Insecta,Hymenoptera,Scelionidae,"BOLD,FE",1.0,1.0,1.0,,,1132237.0
Baryconus graeffei,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Baryconus montanus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
Baryconus punctatus,Arthropoda,Insecta,Hymenoptera,Scelionidae,FE,,,,,gap,
