species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Blastophaga psenes,Arthropoda,Insecta,Hymenoptera,Agaonidae,FE,1.0,3.0,1.0,,,170233.0
Eupristina verticillata,Arthropoda,Insecta,Hymenoptera,Agaonidae,FE,37.0,42.0,6.0,,,161732.0
Josephiella microcarpae,Arthropoda,Insecta,Hymenoptera,Agaonidae,FE,,,,,gap,
Odontofroggatia galili,Arthropoda,Insecta,Hymenoptera,Agaonidae,FE,1.0,3.0,2.0,,,731393.0
Philotrypesis caricae,Arthropoda,Insecta,Hymenoptera,Agaonidae,FE,,,,,gap,
