species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Caenocephus lunulatus,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,DTN",1.0,1.0,1.0,,,335901.0
Calameuta antigae,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,,,,,gap,
Calameuta filiformis,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,iNat,DTN",52.0,85.0,2.0,,,83253.0
Calameuta filum,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,,,,,gap,
Calameuta haemorrhoidalis,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,DTN",1.0,2.0,0.0,,,332377.0
Calameuta idolon,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE",6.0,9.0,1.0,,,332378.0
Calameuta moreana,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,,,,,gap,
Calameuta pallipes,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,DTN",37.0,59.0,2.0,,,190405.0
Calameuta punctata,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,DTN",3.0,10.0,1.0,,,332384.0
Calameuta pygmaea,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE",5.0,8.0,2.0,,,332385.0
Cephus brachycercus,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,DTN",27.0,46.0,1.0,,,294416.0
Cephus cultratus,Arthropoda,Insecta,Hymenoptera,Cephidae,BOLD,0.0,1.0,0.0,,gap,294419.0
Cephus fumipennis,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE",17.0,25.0,1.0,,,332400.0
Cephus gracilis,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,,,,,gap,
Cephus infuscatus,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,DTN",7.0,12.0,1.0,,,208550.0
Cephus lateralis,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE",2.0,4.0,1.0,,,332405.0
Cephus nigrinus,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,DTN",54.0,58.0,1.0,,,208551.0
Cephus notatus,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,,,,,gap,
Cephus pseudopilosulus,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,,,,,gap,
Cephus pulcher,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,2.0,2.0,0.0,,,332416.0
Cephus pygmeus,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,iNat,DTN",49.0,57.0,1.0,,,342075.0
Cephus rjabovi,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,2.0,2.0,0.0,,,332417.0
Cephus runcator,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE",4.0,7.0,1.0,,,208552.0
Cephus sareptanus,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,4.0,4.0,1.0,,,332419.0
Cephus spinipes,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,DTN",59.0,92.0,1.0,,,190410.0
Cephus zahaikevitshi,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,,,,,gap,
Characopygus modestus,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,,,,,gap,
Characopygus scythicus,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,1.0,1.0,1.0,,,335921.0
Hartigia etorofensis,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,,,,,gap,
Hartigia helleri,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,,,,,gap,
Hartigia linearis,Arthropoda,Insecta,Hymenoptera,Cephidae,"FE,DTN",,,,,gap,
Hartigia nigra,Arthropoda,Insecta,Hymenoptera,Cephidae,"FE,DTN",,,,,gap,
Hartigia xanthostoma,Arthropoda,Insecta,Hymenoptera,Cephidae,"FE,DTN",,,,,gap,
Janus compressus,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,DTN",2.0,5.0,1.0,,,294423.0
Janus cynosbati,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,DTN",3.0,5.0,1.0,,,338016.0
Janus femoratus,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,,,,,gap,
Janus luteipes,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,DTN",8.0,10.0,1.0,,,294425.0
Pachycephus cruentatus,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,2.0,2.0,0.0,,,336618.0
Pachycephus smyrnensis,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE",8.0,12.0,2.0,,,336622.0
Phylloecus etorofensis,Arthropoda,Insecta,Hymenoptera,Cephidae,BOLD,0.0,2.0,0.0,,gap,1079005.0
Phylloecus faunus,Arthropoda,Insecta,Hymenoptera,Cephidae,BOLD,2.0,3.0,0.0,,,607232.0
Phylloecus xanthostoma,Arthropoda,Insecta,Hymenoptera,Cephidae,BOLD,15.0,20.0,1.0,,,1079031.0
Syrista parreyssii,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE",7.0,7.0,3.0,,,336846.0
Trachelus flavicornis,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE",2.0,2.0,1.0,,,332914.0
Trachelus libanensis,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,2.0,2.0,0.0,,,332916.0
Trachelus tabidus,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,DTN",13.0,14.0,1.0,,,332918.0
Trachelus tigris,Arthropoda,Insecta,Hymenoptera,Cephidae,FE,,,,,gap,
Trachelus troglodyta,Arthropoda,Insecta,Hymenoptera,Cephidae,"BOLD,FE,iNat,DTN",3.0,11.0,1.0,,,294418.0
