species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Monosapyga clavicornis,Arthropoda,Insecta,Hymenoptera,Sapygidae,"BOLD,FE,iNat,DTN",21.0,28.0,1.0,,,330493.0,
Monosapyga theresae,Arthropoda,Insecta,Hymenoptera,Sapygidae,FE,,,,,gap,,
Polochrum repandum,Arthropoda,Insecta,Hymenoptera,Sapygidae,FE,,,,,gap,,
Sapyga morawitzi,Arthropoda,Insecta,Hymenoptera,Sapygidae,FE,,,,,gap,,
Sapyga multinotata,Arthropoda,Insecta,Hymenoptera,Sapygidae,FE,,,,,gap,,
Sapyga octoguttata,Arthropoda,Insecta,Hymenoptera,Sapygidae,FE,,,,,gap,,
Sapyga quinquepunctata,Arthropoda,Insecta,Hymenoptera,Sapygidae,"BOLD,FE,iNat,HySI,DTN",22.0,30.0,2.0,,,349394.0,
Sapyga similis,Arthropoda,Insecta,Hymenoptera,Sapygidae,"BOLD,FE,DTN",23.0,25.0,3.0,,,349388.0,
Sapygina decemguttata,Arthropoda,Insecta,Hymenoptera,Sapygidae,"BOLD,FE,iNat,DTN",29.0,34.0,1.0,,,330490.0,349379.0
Sapygina kurzenkoi,Arthropoda,Insecta,Hymenoptera,Sapygidae,FE,,,,,gap,,
