species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Mocsarya syriaca,Arthropoda,Insecta,Hymenoptera,Orussidae,FE,,,,,gap,
Orussus abietinus,Arthropoda,Insecta,Hymenoptera,Orussidae,"BOLD,FE,iNat,DTN",21.0,24.0,2.0,,,83791.0
Orussus moroi,Arthropoda,Insecta,Hymenoptera,Orussidae,FE,,,,,gap,
Orussus taorminensis,Arthropoda,Insecta,Hymenoptera,Orussidae,FE,,,,,gap,
Orussus unicolor,Arthropoda,Insecta,Hymenoptera,Orussidae,"BOLD,FE,iNat,DTN",6.0,9.0,1.0,,,330497.0
Pseudoryssus emanuelis,Arthropoda,Insecta,Hymenoptera,Orussidae,FE,,,,,gap,
Pseudoryssus henschii,Arthropoda,Insecta,Hymenoptera,Orussidae,"BOLD,FE,DTN",2.0,5.0,0.0,,,330496.0
