species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Alaptus antennatus,Arthropoda,Insecta,Hymenoptera,Mymaridae,FE,,,,,gap,,
Alaptus auranti,Arthropoda,Insecta,Hymenoptera,Mymaridae,"FE,DTN",,,,,gap,,
Alaptus extremus,Arthropoda,Insecta,Hymenoptera,Mymaridae,"FE,DTN",,,,,gap,,
Alaptus fusculus,Arthropoda,Insecta,Hymenoptera,Mymaridae,"FE,DTN",,,,,gap,,
Alaptus fuscus,Arthropoda,Insecta,Hymenoptera,Mymaridae,FE,,,,,gap,,
Alaptus globularis,Arthropoda,Insecta,Hymenoptera,Mymaridae,FE,,,,,gap,,
Alaptus magnus,Arthropoda,Insecta,Hymenoptera,Mymaridae,FE,,,,,gap,,
Alaptus maidli,Arthropoda,Insecta,Hymenoptera,Mymaridae,FE,,,,,gap,,
Alaptus malchinensis,Arthropoda,Insecta,Hymenoptera,Mymaridae,"FE,DTN",,,,,gap,,
Alaptus minimus,Arthropoda,Insecta,Hymenoptera,Mymaridae,FE,,,,,gap,,
Alaptus novickyi,Arthropoda,Insecta,Hymenoptera,Mymaridae,"FE,DTN",,,,,gap,,
Alaptus pallidornis,Arthropoda,Insecta,Hymenoptera,Mymaridae,"FE,DTN",,,,,gap,,
Alaptus pechlaneri,Arthropoda,Insecta,Hymenoptera,Mymaridae,FE,,,,,gap,,
Alaptus priesneri,Arthropoda,Insecta,Hymenoptera,Mymaridae,FE,,,,,gap,,
Alaptus richardsi,Arthropoda,Insecta,Hymenoptera,Mymaridae,FE,,,,,gap,,
Alaptus schmitzi,Arthropoda,Insecta,Hymenoptera,Mymaridae,"FE,DTN",,,,,gap,,
Alaptus stammeri,Arthropoda,Insecta,Hymenoptera,Mymaridae,"FE,DTN",,,,,gap,,
Alaptus tritrichosus,Arthropoda,Insecta,Hymenoptera,Mymaridae,FE,,,,,gap,,
Anagrus atomus,Arthropoda,Insecta,Hymenoptera,Mymaridae,"BOLD,FE,DTN",121.0,272.0,3.0,,,508213.0,
Anagrus avalae,Arthropoda,Insecta,Hymenoptera,Mymaridae,"FE,DTN",2.0,6.0,1.0,FE,,1132814.0,
Anagrus bakkendorfi,Arthropoda,Insecta,Hymenoptera,Mymaridae,"FE,DTN",,,,,gap,,
Anagrus breviphragma,Arthropoda,Insecta,Hymenoptera,Mymaridae,"FE,DTN",,,,,gap,,
Anagrus brocheri,Arthropoda,Insecta,Hymenoptera,Mymaridae,FE,,,,,gap,,
