species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Anachalcis rubra,Arthropoda,Insecta,Hymenoptera,Chalcididae,FE,,,,,gap,,
Antrocephalus hypsopygiae,Arthropoda,Insecta,Hymenoptera,Chalcididae,FE,,,,,gap,,
Aphasganophora bidens,Arthropoda,Insecta,Hymenoptera,Chalcididae,FE,,,,,gap,,
Belaspidia elongata,Arthropoda,Insecta,Hymenoptera,Chalcididae,FE,,,,,gap,,
Belaspidia nigra,Arthropoda,Insecta,Hymenoptera,Chalcididae,FE,,,,FE,gap,,
Belaspidia obscura,Arthropoda,Insecta,Hymenoptera,Chalcididae,"BOLD,FE,DTN",1.0,1.0,0.0,,,708519.0,
Belaspidia steffani,Arthropoda,Insecta,Hymenoptera,Chalcididae,FE,,,,,gap,,
Brachymeria gribodiana,Arthropoda,Insecta,Hymenoptera,Chalcididae,FE,,,,,gap,,
Brachymeria hibernalis,Arthropoda,Insecta,Hymenoptera,Chalcididae,FE,,,,,gap,,
Brachymeria inermis,Arthropoda,Insecta,Hymenoptera,Chalcididae,"BOLD,FE",0.0,1.0,0.0,,gap,708514.0,
Brachymeria minuta,Arthropoda,Insecta,Hymenoptera,Chalcididae,"BOLD,FE,iNat,DTN",7.0,10.0,1.0,,,562076.0,
Brachymeria moerens,Arthropoda,Insecta,Hymenoptera,Chalcididae,"FE,DTN",,,,,gap,,
Brachymeria obtusata,Arthropoda,Insecta,Hymenoptera,Chalcididae,"BOLD,FE",1.0,2.0,0.0,,,453339.0,
Brachymeria ovata,Arthropoda,Insecta,Hymenoptera,Chalcididae,FE,0.0,10.0,0.0,,gap,480676.0,
Brachymeria parvula,Arthropoda,Insecta,Hymenoptera,Chalcididae,"BOLD,FE,iNat,DTN",2.0,4.0,1.0,FE,,708515.0,
Brachymeria podagrica,Arthropoda,Insecta,Hymenoptera,Chalcididae,"BOLD,FE,DTN",0.0,8.0,0.0,,gap,453340.0,
Brachymeria pseudorugosa,Arthropoda,Insecta,Hymenoptera,Chalcididae,FE,,,,,gap,,
Brachymeria rugulosa,Arthropoda,Insecta,Hymenoptera,Chalcididae,"BOLD,FE,DTN",1.0,3.0,0.0,,,801782.0,
