species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Campsomeriella thoracica,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,13.0,15.0,3.0,,,747212.0,
Colpa interrupta,Arthropoda,Insecta,Hymenoptera,Scoliidae,BOLD,0.0,2.0,0.0,,gap,892766.0,
Colpa klugii,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,,,,,gap,,
Colpa sexmaculata,Arthropoda,Insecta,Hymenoptera,Scoliidae,"BOLD,FE,DTN",28.0,34.0,3.0,,,852612.0,
Dasyscolia ciliata,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,0.0,2.0,0.0,,gap,892771.0,
Megascolia bidens,Arthropoda,Insecta,Hymenoptera,Scoliidae,"BOLD,FE",2.0,2.0,1.0,,,921710.0,
Megascolia maculata,Arthropoda,Insecta,Hymenoptera,Scoliidae,"BOLD,FE",11.0,18.0,1.0,,,349400.0,330501.0
Micromeriella aureola,Arthropoda,Insecta,Hymenoptera,Scoliidae,"BOLD,FE",5.0,14.0,1.0,,,641215.0,
Micromeriella hyalina,Arthropoda,Insecta,Hymenoptera,Scoliidae,BOLD,18.0,25.0,4.0,,,641216.0,892813.0
Proscolia spectator,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,,,,,gap,,
Scolia anatoliae,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,,,,,gap,,
Scolia asiella,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,,,,,gap,,
Scolia carbonaria,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,,,,,gap,,
Scolia cypria,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,,,,,gap,,
Scolia erythrocephala,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,0.0,1.0,0.0,,gap,894169.0,
Scolia fallax,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,,,,,gap,,
Scolia flaviceps,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,,,,,gap,,
Scolia fuciformis,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,,,,,gap,,
Scolia galbula,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,2.0,2.0,0.0,,,1155736.0,
Scolia hirta,Arthropoda,Insecta,Hymenoptera,Scoliidae,"BOLD,FE,iNat,DTN",14.0,26.0,1.0,,,349385.0,
Scolia hortorum,Arthropoda,Insecta,Hymenoptera,Scoliidae,"BOLD,FE",2.0,3.0,2.0,,,451366.0,596354.0
Scolia orientalis,Arthropoda,Insecta,Hymenoptera,Scoliidae,FE,,,,,gap,,
