species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Adelognathus nigriceps,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",3.0,7.0,1.0,,,718319.0,,
Adelognathus nigrifrons,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",5.0,8.0,1.0,,,718312.0,,
Adelognathus obscurus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE",2.0,10.0,1.0,,,718327.0,,
Adelognathus pallipes,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",18.0,26.0,1.0,,,718326.0,,
Adelognathus pilosus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE",2.0,8.0,1.0,,,645876.0,,
Adelognathus pumilio,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Adelognathus puncticollis,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Adelognathus punctulatus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",15.0,23.0,1.0,,,718314.0,,
Adelognathus pusillus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",9.0,11.0,1.0,,,718323.0,,
Adelognathus rufithorax,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",8.0,15.0,3.0,,,718320.0,,
Adelognathus stelfoxi,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE",1.0,2.0,1.0,,,718313.0,,
Adelognathus tenthredinarum,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",0.0,5.0,0.0,,gap,718325.0,,
Adelognathus tetratinctorius,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",0.0,6.0,0.0,,gap,718324.0,,
Adelognathus thomsoni,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",3.0,8.0,2.0,,,608439.0,,
Adelognathus trochanteratus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Adelognathus tumidus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Adelognathus xenocerus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Aethecerus discolor,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",7.0,8.0,1.0,,,506965.0,,
Aethecerus dispar,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",3.0,4.0,0.0,,,569623.0,,
Aethecerus erythrocerus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Aethecerus exilis,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Aethecerus foveolatus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Aethecerus fulvidens,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Aethecerus graniger,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Aethecerus longior,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Aethecerus longulus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",18.0,18.0,1.0,,,514627.0,,
Aethecerus meridionator,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Aethecerus nigellus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Aethecerus nitidus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",44.0,44.0,1.0,,,562037.0,,
Aethecerus pacificator,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Aethecerus pallicoxa,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Aethecerus placidus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Aethecerus porcellus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",1.0,2.0,0.0,,,506966.0,,
Aethecerus punctifrons,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Aethecerus ranini,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Aethecerus regius,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Aethecerus rugifrons,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",4.0,4.0,0.0,,,562038.0,,
Aethecerus subniger,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Aethecerus subuliferus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,BOLD,14.0,14.0,3.0,,,852129.0,,
Aethecerus tatoi,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Afrephialtes cicatricosus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Agasthenes subarcticus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Agasthenes varitarsus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",0.0,1.0,0.0,,gap,776757.0,,
Aglaojoppa centummaculata,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",5.0,5.0,2.0,,,544994.0,,
Agriotypus armatus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,iNat,DTN",10.0,11.0,1.0,,,855186.0,,
Agrothereutes abbreviatus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",297.0,300.0,5.0,,,407655.0,,
Agrothereutes adustus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Agrothereutes albovinctus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Agrothereutes aterrimus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Agrothereutes australis,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Agrothereutes fumipennis,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",3.0,4.0,2.0,,,506997.0,,
Agrothereutes hospes,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",1.0,2.0,0.0,,,776683.0,,
Agrothereutes ischioleucus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Agrothereutes leucoproctus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Agrothereutes leucorhaeus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",1.0,2.0,0.0,,,506998.0,,
Agrothereutes mandator,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",13.0,13.0,3.0,,,506999.0,,
Agrothereutes mansuetor,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",3.0,3.0,1.0,,,407654.0,,
Agrothereutes parvulus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Agrothereutes pumilus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Agrothereutes saturniae,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Agrothereutes thoracicus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Agrothereutes tunetanus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Agrypon adiscoidellatum,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Agrypon aequidentatum,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,BOLD,1.0,1.0,0.0,,,800970.0,,
Agrypon anomelas,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",17.0,21.0,1.0,,,781084.0,,
Agrypon anxium,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",7.0,14.0,0.0,,,469731.0,,
Agrypon batis,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",7.0,7.0,1.0,,,800971.0,,
Agrypon brachycerum,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE",1.0,2.0,0.0,,,806421.0,,
Agrypon canaliculatum,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",8.0,13.0,1.0,,,994589.0,,
Agrypon canaliculatus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,BOLD,2.0,3.0,2.0,,,527807.0,,
Agrypon clandestinum,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",13.0,20.0,2.0,,,493058.0,,
Agrypon constantineanui,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Agrypon delarvatum,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",16.0,20.0,1.0,,,541685.0,,
Agrypon faciale,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Agrypon flaveolatum,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",45.0,60.0,1.0,,,449201.0,,
Agrypon flexorioides,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Agrypon flexorium,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",109.0,122.0,11.0,,,449158.0,,
Agrypon gracilipes,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",12.0,14.0,1.0,,,541686.0,,
Agrypon hilare,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE",5.0,10.0,1.0,,,541687.0,,
Agrypon hinzi,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,BOLD,2.0,2.0,0.0,,,806420.0,,
Agrypon interstitiale,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",0.0,1.0,0.0,,gap,994588.0,,
Agrypon minutum,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE",2.0,4.0,0.0,,,800973.0,,
Agrypon opaculum,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",4.0,7.0,1.0,,,718297.0,,
Agrypon polyxenae,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,BOLD,4.0,4.0,0.0,,,800968.0,,
Agrypon rugifer,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",5.0,5.0,0.0,,,800969.0,,
Agrypon scutellatum,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Agrypon striatifrons,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Agrypon variegatum,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Agrypon varitarsum,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",18.0,30.0,3.0,,,493071.0,,
Alcima orbitale,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",4.0,5.0,0.0,,,390944.0,,
Alcochera albicoxis,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Alcochera flavipes,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",0.0,2.0,0.0,,gap,747145.0,,
Alexeter albilabris,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",3.0,5.0,2.0,,,737761.0,,
Alexeter attenuatus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Alexeter clavator,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",1.0,1.0,1.0,,,213567.0,,
Alexeter coxalis,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",19.0,23.0,4.0,FE,,213566.0,,
Alexeter erythrocerops,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,BOLD,0.0,3.0,0.0,,gap,747146.0,,
Alexeter erythrocerus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,BOLD,0.0,4.0,0.0,,gap,747170.0,,
Alexeter fallax,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",3.0,8.0,1.0,,,737762.0,,
Alexeter gracilentus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",9.0,13.0,4.0,,,213568.0,,
Alexeter hypargyrici,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Alexeter improbus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",0.0,1.0,0.0,,gap,747147.0,,
Alexeter multicolor,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",6.0,9.0,3.0,,,213571.0,,
Alexeter mutator,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Alexeter napaeus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,BOLD,5.0,5.0,1.0,,,213570.0,,
Alexeter nebulator,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",8.0,11.0,4.0,,,213572.0,,
Alexeter niger,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",4.0,6.0,1.0,,,737763.0,,
Alexeter obscuricolor,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE",1.0,2.0,0.0,,,747148.0,,
Alexeter pubescens,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Alexeter rapiditor,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Alexeter rapinator,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",0.0,3.0,0.0,,gap,747149.0,,
Alexeter sectator,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,BOLD,1.0,3.0,1.0,,,213573.0,,
Alexeter segmentarius,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE",6.0,8.0,3.0,,,737764.0,,
Alexeter testaceus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,BOLD,2.0,2.0,0.0,,,755624.0,,
Allomacrus arcticus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",33.0,39.0,1.0,,,459771.0,,
Allomacrus longecaudatus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Allomacrus subtilis,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Allophatnus aetnensis,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Allophroides boops,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Allophroides platyurus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Allophroides rufifemur,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Allophroides rufobasalis,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Alloplasta brunnipes,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Alloplasta piceator,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",9.0,24.0,1.0,,,506989.0,,
Alloplasta plantaria,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Alloplasta tomentosa,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Alomya debellator,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",16.0,24.0,2.0,,,315710.0,,
Alomya punctulata,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Alomya pygmaea,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",9.0,12.0,1.0,,,315712.0,,
Alomya semiflava,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",5.0,5.0,0.0,,,315711.0,,
Alophosternum albofaciale,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Alophosternum nigricoxis,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Amblyjoppa attentatoria,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Amblyjoppa fuscipennis,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,iNat,DTN",9.0,22.0,1.0,,,509896.0,,
Amblyjoppa proteus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",7.0,10.0,1.0,,,509897.0,,
Amblyteles armatorius,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,iNat,DTN",32.0,42.0,1.0,,,315656.0,,
Amphibulus fennicus,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,FE,,,,,gap,,,
Amphibulus gracilis,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",4.0,4.0,1.0,,,407638.0,,
Aneuclis anterior,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Aneuclis brevicauda,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"BOLD,FE,DTN",5.0,8.0,0.0,,,500164.0,,
Aneuclis incidens,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Aneuclis maritima,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
Aneuclis melanaria,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"FE,DTN",,,,,gap,,,
