species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Cerceris amamiensis,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,iNat,HySI,DTN",7,8,1,HySI,,449130,
Cerceris bicincta,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,iNat,HySI,DTN",24,25,1,HySI,,349409,314671.0
Cerceris bupresticida,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",4,5,1,HySI,,707013,
Cerceris circularis,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",1,1,1,,,705647,
Cerceris eryngii,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",1,2,0,,,732583,
Cerceris fimbriata,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",1,1,1,HySI,,705649,349395.0
Cerceris flavicornis,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",2,2,1,,,285619,
Cerceris flavilabris,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI,DTN",9,9,1,HySI,,519812,
Cerceris lunata,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",1,2,1,HySI,,705648,
Cerceris odontophora,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",2,2,1,,,285621,
Cerceris pseudoflavescens,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,iNat,HySI,DTN",43,50,4,HySI,,343020,
Cerceris quadrifasciata,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI,DTN",23,23,2,HySI,,386873,
Cerceris quinquefasciata,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI,DTN",36,36,1,,,314672,
Cerceris rubida,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI,DTN",15,18,1,HySI,,705652,
Cerceris ruficornis,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI,DTN",20,20,1,HySI,,449133,
Cerceris rutila,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,iNat,HySI,DTN",37,40,2,HySI,,314671,
Cerceris rybyensis,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,iNat,HySI,DTN",81,85,2,HySI,,349395,740814.0
Cerceris sabulosa,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI,DTN",49,54,2,HySI,,314670,
Cerceris somotorensis,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",1,1,1,HySI,,740815,
Cerceris specularis,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",6,6,1,,,407795,
Cerceris stratiotes,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",7,7,2,,,285628,
Cerceris tenuivittata,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",1,1,1,,,407796,
Philanthus coarctatus,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",16,36,3,,,576733,771409.0
Philanthus coronatus,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,iNat,HySI,DTN",13,13,1,ITIS,,327855,
Philanthus politus,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",1,3,1,HySI,,193051,525933.0
Philanthus triangulum,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,iNat,HySI,DTN",89,102,1,HySI,,314685,
Philanthus venustus,Arthropoda,Insecta,Hymenoptera,Philanthidae,"BOLD,FE,HySI",4,4,1,HySI,,501990,
