species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Chartocerus conjugalis,Arthropoda,Insecta,Hymenoptera,Signiphoridae,FE,,,,,gap,
Chartocerus elongatus,Arthropoda,Insecta,Hymenoptera,Signiphoridae,FE,,,,,gap,
Chartocerus kurdjumovi,Arthropoda,Insecta,Hymenoptera,Signiphoridae,FE,,,,,gap,
Chartocerus niger,Arthropoda,Insecta,Hymenoptera,Signiphoridae,FE,1.0,1.0,1.0,,,959085.0
Chartocerus simillimus,Arthropoda,Insecta,Hymenoptera,Signiphoridae,FE,,,,,gap,
Chartocerus subaeneus,Arthropoda,Insecta,Hymenoptera,Signiphoridae,"FE,DTN",,,,,gap,
Clytina giraudi,Arthropoda,Insecta,Hymenoptera,Signiphoridae,FE,,,,,gap,
Signiphora aleyrodis,Arthropoda,Insecta,Hymenoptera,Signiphoridae,FE,,,,,gap,
Signiphora merceti,Arthropoda,Insecta,Hymenoptera,Signiphoridae,FE,,,,,gap,
Thysanus ater,Arthropoda,Insecta,Hymenoptera,Signiphoridae,"BOLD,FE,DTN",2.0,4.0,0.0,,,758585.0
