species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Acanopsilus brevinervis,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Acanopsilus heterocerus,Arthropoda,Insecta,Hymenoptera,Diapriidae,"BOLD,FE",4.0,5.0,1.0,,,1022020.0
Acanosema nervosum,Arthropoda,Insecta,Hymenoptera,Diapriidae,"BOLD,FE,DTN",15.0,20.0,0.0,,,965056.0
Acanosema rufum,Arthropoda,Insecta,Hymenoptera,Diapriidae,"BOLD,FE",2.0,3.0,0.0,,,965057.0
Acanosema tenuicornis,Arthropoda,Insecta,Hymenoptera,Diapriidae,"FE,DTN",,,,,gap,
Acanthopsilus marshalli,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Acanthopsilus zangherii,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista acuta,Arthropoda,Insecta,Hymenoptera,Diapriidae,"FE,DTN",,,,,gap,
Aclista alticollis,Arthropoda,Insecta,Hymenoptera,Diapriidae,"BOLD,FE",13.0,75.0,4.0,,,542576.0
Aclista amycale,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista analis,Arthropoda,Insecta,Hymenoptera,Diapriidae,"BOLD,FE",5.0,5.0,1.0,,,751699.0
Aclista angusta,Arthropoda,Insecta,Hymenoptera,Diapriidae,"BOLD,FE",2.0,4.0,0.0,,,516218.0
Aclista arisba,Arthropoda,Insecta,Hymenoptera,Diapriidae,"FE,DTN",,,,,gap,
Aclista atra,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista atriceps,Arthropoda,Insecta,Hymenoptera,Diapriidae,"BOLD,FE,DTN",0.0,1.0,0.0,,gap,542570.0
Aclista bispinosa,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista bitensis,Arthropoda,Insecta,Hymenoptera,Diapriidae,"FE,DTN",,,,,gap,
Aclista boops,Arthropoda,Insecta,Hymenoptera,Diapriidae,"BOLD,FE",0.0,1.0,0.0,,gap,542579.0
Aclista brachycera,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista brevistilus,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista cantiana,Arthropoda,Insecta,Hymenoptera,Diapriidae,"BOLD,FE",0.0,11.0,0.0,,gap,542571.0
Aclista carinata,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista cleora,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista clito,Arthropoda,Insecta,Hymenoptera,Diapriidae,"BOLD,FE",0.0,1.0,0.0,,gap,542573.0
Aclista crassinervis,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista decipiens,Arthropoda,Insecta,Hymenoptera,Diapriidae,"FE,DTN",,,,,gap,
Aclista delicata,Arthropoda,Insecta,Hymenoptera,Diapriidae,"FE,DTN",,,,,gap,
Aclista doriai,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista dubia,Arthropoda,Insecta,Hymenoptera,Diapriidae,"BOLD,FE,DTN",4.0,6.0,0.0,,,751700.0
Aclista dubiosa,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista elevata,Arthropoda,Insecta,Hymenoptera,Diapriidae,"BOLD,FE",16.0,26.0,1.0,,,542572.0
Aclista eucera,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista evadne,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista evanescens,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista excisa,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista filiformis,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista flavicornis,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista foersteri,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista folia,Arthropoda,Insecta,Hymenoptera,Diapriidae,"BOLD,FE,DTN",3.0,7.0,0.0,,,751701.0
Aclista fracta,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista fractinervis,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista fusca,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista fuscicornis,Arthropoda,Insecta,Hymenoptera,Diapriidae,FE,,,,,gap,
Aclista goetti,Arthropoda,Insecta,Hymenoptera,Diapriidae,"FE,DTN",,,,,gap,
Aclista gracilis,Arthropoda,Insecta,Hymenoptera,Diapriidae,"FE,DTN",,,,,gap,
