species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Conostigmus abdominalis,Arthropoda,Insecta,Hymenoptera,Megaspilidae,"BOLD,FE",14.0,14.0,0.0,,,997068.0
Conostigmus aestivalis,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus alpinus,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus alutaceus,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus apricans,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus apterus,Arthropoda,Insecta,Hymenoptera,Megaspilidae,"FE,DTN",,,,,gap,
Conostigmus apteryx,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus atelopterus,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus basalis,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus bipartitus,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus bipunctatus,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus borealis,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus brachypterus,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus britannicus,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus calidus,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus canariensis,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus carpentieri,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
Conostigmus claripennis,Arthropoda,Insecta,Hymenoptera,Megaspilidae,FE,,,,,gap,
