species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Acantholyda erythrocephala,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,"BOLD,FE,iNat,DTN",12.0,17.0,1.0,,,294447.0
Acantholyda flaviceps,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,"BOLD,FE,iNat,DTN",5.0,6.0,2.0,,,294448.0
Acantholyda hieroglyphica,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,"BOLD,FE,iNat,DTN",12.0,16.0,1.0,,,294449.0
Acantholyda laricis,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,"FE,DTN",1.0,1.0,0.0,,,337164.0
Acantholyda posticalis,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,"BOLD,FE,iNat,DTN",75.0,80.0,4.0,,,81278.0
Acantholyda pumilionis,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,"BOLD,FE,DTN",6.0,6.0,1.0,,,294451.0
Acantholyda serbica,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,"BOLD,FE",0.0,1.0,0.0,,gap,337184.0
Acantholyda teunisseni,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,FE,,,,,gap,
Caenolyda binaghii,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,FE,,,,,gap,
Caenolyda reticulata,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,"BOLD,FE,DTN",0.0,2.0,0.0,,gap,335905.0
Cephalcia abietis,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,"BOLD,FE,iNat,DTN",11.0,16.0,4.0,,,190472.0
Cephalcia alashanica,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,"BOLD,FE,DTN",4.0,8.0,2.0,,,294454.0
Cephalcia alpina,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,"BOLD,FE,DTN",42.0,46.0,4.0,,,294456.0
Cephalcia annulicornis,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,"BOLD,FE,DTN",4.0,6.0,2.0,,,311983.0
Cephalcia arentris,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,BOLD,1.0,1.0,1.0,,,542580.0
