species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Colletes abeillei,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",3,9,1,,,646987,
Colletes acutus,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",7,9,1,,,81529,
Colletes albomaculatus,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",5,7,0,,,690839,
Colletes brevigena,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",2,5,1,,,79726,
Colletes collaris,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE,DTN",34,34,2,,,82880,
Colletes cunicularius,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE,iNat,DTN",58,63,1,,,191436,
Colletes daviesanus,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE,iNat,DTN",62,74,1,,,214085,
Colletes dimidiatus,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",4,4,0,,,690894,
Colletes dinizi,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",1,2,0,,,690895,
Colletes dusmeti,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",1,1,1,,,690902,
Colletes eous,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",3,8,1,,,690910,
Colletes escalerai,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",0,2,0,,gap,690912,
Colletes floralis,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE,DTN",16,20,1,,,199272,
Colletes fodiens,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE,DTN",31,35,1,,,198505,
Colletes foveolaris,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",1,4,0,,,690919,
Colletes graeffei,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",4,4,1,,,152690,
Colletes halophilus,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE,DTN",24,30,1,,,79725,
Colletes hederae,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE,iNat,DTN",15,33,1,,,79723,
Colletes hylaeiformis,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE,DTN",11,22,1,,,265319,
Colletes impunctatus,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE,DTN",31,43,2,,,265318,
Colletes ligatus,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",0,1,0,,gap,690976,
Colletes maidli,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",0,3,0,,gap,690980,
Colletes marginatus,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE,DTN",12,29,1,,,256637,
Colletes merceti,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",1,1,0,,,690982,
Colletes meyeri,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",0,3,0,,gap,690983,
Colletes mlokossewiczi,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE,DTN",6,6,1,,,519816,
Colletes moricei,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",2,2,0,,,690992,
Colletes nasutus,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE,DTN",6,12,2,,,256638,
Colletes nigricans,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",4,9,0,,,690996,
Colletes noskiewiczi,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",0,1,0,,gap,690998,
Colletes perezi,Arthropoda,Insecta,Hymenoptera,Colletidae,BOLD,9,10,0,,,344562,
Colletes pulchellus,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",2,5,0,,,691021,
Colletes sierrensis,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE",0,3,0,,gap,519803,
Colletes similis,Arthropoda,Insecta,Hymenoptera,Colletidae,"BOLD,FE,DTN",46,53,2,,,198540,
