species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Aphanogmus abdominalis,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,"FE,DTN",,,,,gap,
Aphanogmus angustipennis,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus apicalis,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus apteryx,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus asper,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus bicolor,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus clavatellus,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus claviartus,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus clavicornis,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus compressiventris,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus compressus,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,"FE,DTN",,,,,gap,
Aphanogmus crassiceps,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus dessarti,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus dolichocerus,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus elegantulus,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus eurymerus,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus fasciipennis,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus fasciolatus,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus fulmeki,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus fumipennis,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,"FE,DTN",,,,,gap,
Aphanogmus furcatus,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus gibbus,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus gracilicornis,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus microcleptes,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus microneurus,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
Aphanogmus monilicornis,Arthropoda,Insecta,Hymenoptera,Ceraphronidae,FE,,,,,gap,
