species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Megastigmus aculeatus,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE,iNat,DTN",4,8,1,,,481478
Megastigmus amicorum,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE",3,3,0,,,652177
Megastigmus atedius,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE,DTN",2,7,1,,,481480
Megastigmus bipunctatus,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE,DTN",5,6,1,,,652178
Megastigmus borriesi,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE",1,1,0,,,652179
Megastigmus brevicaudis,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE,DTN",1,1,0,,,652180
Megastigmus dorsalis,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE,DTN",23,28,0,,,29825
Megastigmus pictus,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE,DTN",2,3,0,,,656038
Megastigmus pinsapinis,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE",1,1,0,,,656039
Megastigmus pistaciae,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE",3,3,0,,,31806
Megastigmus rafni,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE",1,3,0,,,481488
Megastigmus rosae,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE,DTN",1,1,0,,,656040
Megastigmus schimitscheki,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE",12,12,0,,,652183
Megastigmus stigmatizans,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE,DTN",0,1,0,,gap,1141902
Megastigmus suspectus,Arthropoda,Insecta,Hymenoptera,Megastigmidae,"BOLD,FE,DTN",1,1,0,,,652184
