species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Disogmus integer,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,FE,,,,,gap,
Disogmus nigricornis,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,FE,,,,,gap,
Disogmus quinquedentatus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,FE,,,,,gap,
Exallonyx angulatus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,FE,,,,,gap,
Exallonyx ater,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",24.0,41.0,2.0,,,542542.0
Exallonyx brevicornis,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",5.0,12.0,0.0,,,542540.0
Exallonyx brevimala,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"FE,DTN",,,,,gap,
Exallonyx certus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,FE,,,,,gap,
Exallonyx confusus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",1.0,6.0,0.0,,,733916.0
Exallonyx crenicornis,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",1.0,6.0,0.0,,,733915.0
Exallonyx formicarius,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",2.0,12.0,0.0,,,542546.0
Exallonyx leviventris,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,FE,,,,,gap,
Exallonyx ligatus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",1.0,3.0,0.0,,,542545.0
Exallonyx longicornis,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",0.0,3.0,0.0,,gap,542541.0
Exallonyx microcerus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",1.0,3.0,0.0,,,733940.0
Exallonyx microstylus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,FE,,,,,gap,
Exallonyx minor,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",16.0,19.0,1.0,,,542549.0
Exallonyx nixoni,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",11.0,21.0,2.0,,,542548.0
Exallonyx pallidistigma,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",3.0,8.0,1.0,,,542551.0
Exallonyx quadriceps,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",3.0,36.0,1.0,,,542543.0
Exallonyx subserratus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",0.0,10.0,0.0,,gap,542547.0
Exallonyx trichomus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",7.0,10.0,1.0,,,542550.0
Exallonyx trifoveatus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",3.0,22.0,1.0,,,542544.0
Exallonyx wasmanni,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",4.0,8.0,1.0,,,542552.0
Mischoserphus arcuator,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE",7.0,11.0,1.0,,,733896.0
Mischoserphus lacrymans,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",2.0,8.0,0.0,,,733895.0
Nothoserphus boops,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE",0.0,2.0,0.0,,gap,973723.0
Paracodrus apterogynus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",2.0,4.0,0.0,,,733913.0
Parthenocodrus elongatus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",5.0,6.0,1.0,,,657107.0
Phaenoserphus borealis,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",2.0,5.0,0.0,,,733906.0
Phaenoserphus calcar,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,BOLD,29.0,83.0,2.0,,,542553.0
Phaenoserphus chernovi,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,BOLD,0.0,3.0,0.0,,gap,733908.0
Phaenoserphus chittii,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",0.0,4.0,0.0,,gap,733909.0
Phaenoserphus fuscipes,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",1.0,2.0,0.0,,,733905.0
Phaenoserphus gregori,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,FE,,,,,gap,
Phaenoserphus kurilensis,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,BOLD,0.0,2.0,0.0,,gap,757004.0
Phaenoserphus nigripes,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,BOLD,0.0,2.0,0.0,,gap,954718.0
Phaenoserphus pallipes,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",0.0,6.0,0.0,,gap,733907.0
Phaenoserphus viator,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",1.0,10.0,1.0,,,173697.0
Phaneroserphus calcar,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",4.0,16.0,2.0,,,733911.0
Phaneroserphus cristatus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"FE,DTN",,,,,gap,
Proctotrupes bistriatus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE",9.0,24.0,1.0,,,657193.0
Proctotrupes brachypterus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,iNat,DTN",0.0,2.0,0.0,,gap,733904.0
Proctotrupes gravidator,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",0.0,6.0,0.0,,gap,733903.0
Proctotrupes maurus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,FE,,,,,gap,
Pschornia megaloura,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE",0.0,3.0,0.0,,gap,803424.0
Pschornia minora,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,FE,,,,,gap,
Pschornia rossica,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,FE,,,,,gap,
Tretoserphus foveolatus,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",4.0,4.0,0.0,,,733898.0
Tretoserphus laricis,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE,DTN",2.0,5.0,0.0,,,757005.0
Tretoserphus nudicauda,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"BOLD,FE",0.0,1.0,0.0,,gap,803430.0
Tretoserphus perkinsi,Arthropoda,Insecta,Hymenoptera,Proctotrupidae,"FE,DTN",,,,,gap,
