species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Ablerus atomon,Arthropoda,Insecta,Hymenoptera,Aphelinidae,"FE,DTN",,,,,gap,,
Ablerus celsus,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Ablerus chionaspidis,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Ablerus chrysomphali,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Ablerus clisiocampae,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Ablerus marchali,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Ablerus matritensis,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Ablerus mokrzeckii,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Ablerus perspeciosus,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,1.0,1.0,1.0,,,508165.0,
Ablerus pinifoliae,Arthropoda,Insecta,Hymenoptera,Aphelinidae,"FE,DTN",,,,,gap,,
Ablerus pulcherrimus,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Aphelinus abdominalis,Arthropoda,Insecta,Hymenoptera,Aphelinidae,"BOLD,FE,DTN",59.0,99.0,2.0,,,92720.0,
Aphelinus annulipes,Arthropoda,Insecta,Hymenoptera,Aphelinidae,"BOLD,FE,DTN",0.0,2.0,0.0,,gap,731294.0,968806.0
Aphelinus asychis,Arthropoda,Insecta,Hymenoptera,Aphelinidae,"BOLD,FE,DTN",21.0,40.0,1.0,,,156437.0,
Aphelinus atriplicis,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Aphelinus bicolor,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Aphelinus campestris,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Aphelinus chaonia,Arthropoda,Insecta,Hymenoptera,Aphelinidae,"BOLD,FE,DTN",1.0,3.0,0.0,,,731295.0,
Aphelinus circumscriptus,Arthropoda,Insecta,Hymenoptera,Aphelinidae,"FE,DTN",,,,,gap,,
Aphelinus confusus,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Aphelinus coracinus,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Aphelinus daucicola,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Aphelinus flaviventris,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
Aphelinus flavus,Arthropoda,Insecta,Hymenoptera,Aphelinidae,"FE,DTN",,,,,gap,,
Aphelinus fulvus,Arthropoda,Insecta,Hymenoptera,Aphelinidae,FE,,,,,gap,,
