X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
365.0,365.0,train,1.8370524112569666E-4,29.78384313647935,0.41908440426645777
366.0,366.0,train,4.2658851217814467E-4,61.75080649210795,0.6262012429129108
367.0,367.0,train,8.155363661400037E-4,92.76179150129843,0.7620552148042014
368.0,368.0,train,2.32993523850541E-4,34.94861772012817,0.47780085501971387
369.0,369.0,train,1.0789551268984701E-4,19.44157550536349,0.2976105291620783
370.0,370.0,train,4.699224852604198E-4,67.35273999910147,0.6485569416362995
371.0,371.0,train,7.629377739454005E-4,89.01110774945641,0.7497558953125916
372.0,372.0,train,2.7620948400790133E-4,40.88256782073101,0.5203122959303289
373.0,373.0,train,5.637135389250425E-4,76.0394945327841,0.6888354528939289
374.0,374.0,train,5.960810393921586E-4,77.71530528460644,0.7006743205472982
375.0,375.0,train,4.880437897652136E-4,69.01480810237175,0.6571320233796517
376.0,376.0,train,4.8229551736939336E-4,68.47769530538855,0.6544575853154501
377.0,377.0,train,1.7879486515469742E-4,29.180324055264382,0.4125032791839873
378.0,378.0,train,1.217500263858264E-4,21.151973128006286,0.3234644731141422
379.0,379.0,train,7.361415509413761E-4,87.77506453906553,0.7429879339985888
380.0,380.0,train,4.779825291447649E-4,68.0571403470492,0.6524233690530655
381.0,381.0,train,4.070300949883631E-4,59.53890620607069,0.61515212605931
382.0,382.0,train,7.973708865702492E-4,91.5537564396799,0.7579465447973757
383.0,383.0,train,1.9077839952890755E-4,30.45041727842462,0.42830915362988364
384.0,384.0,train,7.526276696833071E-4,88.37912165973114,0.7471944777380872
385.0,385.0,train,1.2493713938996654E-4,21.55589422430794,0.32914493550866764
386.0,386.0,train,5.676737801551292E-4,76.31690697057347,0.690334006152037
387.0,387.0,train,1.7155988286661513E-4,28.05544312393013,0.40253028112136163
388.0,388.0,train,3.5078009159552026E-4,51.506922604226006,0.5793958650392163
389.0,389.0,train,6.954664033371417E-4,85.04694323343904,0.731984995779517
390.0,390.0,train,3.5232246968569086E-4,51.91166490344812,0.5804646733884946
391.0,391.0,train,2.6186086149089077E-4,38.8748065519676,0.5069864569126008
392.0,392.0,train,5.479341311416815E-4,74.77263021340366,0.6827176764534654
393.0,393.0,train,5.182157455617259E-4,72.431377700138,0.6705173760922156
394.0,394.0,train,7.082197903660349E-4,85.7182521478521,0.7355349265903904
395.0,395.0,train,4.990337434509967E-4,70.3149632186586,0.6621316459415364
396.0,396.0,train,5.085267923032877E-4,71.19115163530712,0.6663343771258609
397.0,397.0,train,1.5847307718550805E-4,25.937020249734307,0.38360350567931367
398.0,398.0,train,1.6547183907179164E-4,27.15148157524274,0.3938721365707975
399.0,399.0,train,4.6968139141291435E-4,67.32633975284051,0.6484399627410499
400.0,400.0,train,5.918327102760636E-4,77.50911853785568,0.6991720532026328
401.0,401.0,train,1.9023133613485862E-4,30.406399109766692,0.4276061448105276
402.0,402.0,train,5.940070826937871E-4,77.61464620698237,0.6999428200912318
403.0,403.0,train,3.8886022164648316E-4,57.40571988460042,0.6042856247845869
404.0,404.0,train,7.040516655215978E-4,85.53147915822295,0.7343851105142022
405.0,405.0,train,4.6838345731840266E-4,67.19191667328141,0.6478088637575833
406.0,406.0,train,1.7140549052804856E-4,28.0299521266777,0.40231376920106854
407.0,407.0,train,3.0729582535752887E-4,45.86899920249329,0.5468484848621231
408.0,408.0,train,9.3130796843884E-4,96.71525706717932,0.7852831824890665
409.0,409.0,train,2.257255998565532E-4,34.17989386249199,0.4699000524231829
410.0,410.0,train,1.0990588997324743E-4,19.69257870227056,0.30148398709441254
411.0,411.0,train,3.2139465481242853E-4,47.78835702157847,0.5579395952297042
412.0,412.0,train,3.625358009247564E-4,53.27299106231661,0.5874073094446881
413.0,413.0,train,5.396378883179348E-4,73.75286085174645,0.679403674276277
414.0,414.0,train,2.621886657521882E-4,38.91289411338803,0.5072991538796362
415.0,415.0,train,6.487176195123172E-5,13.831308104240508,0.20303162789675935
416.0,416.0,train,5.616922817514352E-5,11.79780696283725,0.1807171048618769
417.0,417.0,train,4.409460218028287E-5,8.223487529707981,0.14760273149757283
418.0,418.0,train,4.6589931514839813E-4,66.94588025610953,0.6465946506850062
419.0,419.0,train,2.5224994619690177E-4,37.38791246519433,0.49763871576833213
420.0,420.0,train,1.5845701914252416E-4,25.933701855558052,0.3835795451319982
421.0,421.0,train,5.543467635106604E-6,0.5200075640031083,0.021305684832237222
422.0,422.0,train,5.284631716119507E-4,73.35754371944229,0.6748288546049833
423.0,423.0,train,6.015277191515006E-4,78.08339559982436,0.702578531454649
424.0,424.0,train,3.9395644144542405E-4,57.978151972264286,0.6073948550109163
425.0,425.0,train,7.973698464909339E-4,91.55362109684853,0.7579463054898382
426.0,426.0,train,4.277160141891282E-4,62.07512608265178,0.6268188919154755
427.0,427.0,train,5.051867131351785E-4,70.75007452291283,0.6648676426416137
428.0,428.0,train,3.936778818039138E-4,57.94434751047357,0.6072261672224605
429.0,429.0,train,4.59073560573551E-4,66.26827438588727,0.6432147998384876
430.0,430.0,train,4.3600946698166786E-4,63.63883214421769,0.6313000984936319
431.0,431.0,train,6.092211189415848E-4,78.49252609247642,0.7052273047166697
432.0,432.0,train,6.514665248709008E-4,81.75143988860572,0.7189704351193553
433.0,433.0,train,4.657835875927927E-4,66.93517827665562,0.6465378805806463
434.0,434.0,train,4.8053402770408975E-4,68.28793981740756,0.6536296639873214
435.0,435.0,train,2.76776735651719E-4,40.998497532318744,0.5208243266617043
436.0,436.0,train,2.3971919335923815E-4,35.63656578000561,0.4849052277368657
437.0,437.0,train,2.573573579247263E-4,38.34023375887115,0.502649966118768
438.0,438.0,train,3.089185056576963E-5,5.075173064178332,0.10818912440295936
439.0,439.0,train,5.130678814097163E-4,71.85799075716264,0.6683080417039224
440.0,440.0,train,2.1971799476674768E-4,33.75397327875612,0.46318654541529325
441.0,441.0,train,1.1550707148282719E-4,20.362253012953996,0.31205404222379624
442.0,442.0,train,5.184893419175861E-4,72.47709415656527,0.6706339734050208
443.0,443.0,train,8.235747208804831E-4,93.00808161295431,0.7638291452077918
444.0,444.0,train,5.250898044521398E-4,73.15818660617165,0.6734220642911545
445.0,445.0,train,5.629554039524924E-4,75.96147458403136,0.6885469194314229
446.0,446.0,train,4.0903867895493077E-4,59.86692201912998,0.6163168385676823
447.0,447.0,train,7.945607325370053E-4,91.08052418551614,0.7572982369784311
448.0,448.0,train,6.324246284507693E-4,80.11833776311718,0.7129378272900861
449.0,449.0,train,4.912311466858162E-4,69.25994904339535,0.6585972055025953
450.0,450.0,train,1.721045293654709E-4,28.145367161189856,0.403292814395474
451.0,451.0,train,6.970859214054292E-4,85.19515718895258,0.732441065542053
452.0,452.0,train,5.404712884804893E-4,74.02297731307203,0.6797397074346989
453.0,453.0,train,2.1772755139894408E-4,33.59810864138403,0.46092456062794884
454.0,454.0,train,2.1574091891130785E-4,33.39606718234675,0.4586478182749313
455.0,455.0,train,3.891571488017247E-4,57.44334735614288,0.6044681320430705
456.0,456.0,train,3.9851226971600377E-4,58.543551392790256,0.610133314834641
457.0,457.0,train,8.173791797443299E-4,92.8182541460838,0.7624642432495076
458.0,458.0,train,3.2134258780594965E-4,47.77844207598998,0.5578996346282319
459.0,459.0,train,6.742765017156221E-4,83.55411246409409,0.725871218694181
460.0,460.0,train,4.6404249202106117E-4,66.77273686073092,0.645681580204192
461.0,461.0,train,2.084279387402954E-4,32.587329431481834,0.4500986075279818
462.0,462.0,train,2.9830886196138235E-5,4.84602399190421,0.10486306534008062
463.0,463.0,train,6.958779520525441E-6,0.7258624350349433,0.026600578216643418
464.0,464.0,train,4.3121041399798326E-4,62.7745147936573,0.6287202347835521
465.0,465.0,train,4.3460057480699854E-4,63.43292805104857,0.6305464348655271
466.0,466.0,train,4.1049412170891846E-4,60.01883844299394,0.6171564071296255
467.0,467.0,train,2.0387007827541638E-4,31.844079495510577,0.4446323086685883
468.0,468.0,train,1.6241960436748587E-4,26.66219405457525,0.38943625334470044
469.0,469.0,train,7.662807897766638E-4,89.22808581986318,0.7505753192181825
470.0,470.0,train,8.502817608000941E-4,94.26146181480382,0.7695376062546845
471.0,471.0,train,3.2029955623183903E-4,47.593684625798645,0.5570975997046258
472.0,472.0,train,1.477735999119139E-4,24.326878703086336,0.367214749864274
473.0,473.0,train,5.583016292940559E-4,75.40989877886798,0.6867639799801548
474.0,474.0,train,1.861263568886292E-4,29.967968989539326,0.4222753279864276
475.0,475.0,train,1.2139570995695169E-4,21.11351964731306,0.3228270197239598
476.0,476.0,train,6.33177625281864E-4,80.27649510225535,0.7131812961944133
477.0,477.0,train,5.225377547785737E-4,72.94525282933022,0.6723496724883447
478.0,478.0,train,1.8472397704130856E-7,0.002520507576842463,7.248952507580769E-4
479.0,479.0,train,8.039846560075071E-4,92.18205860680857,0.7594587710703908
480.0,480.0,train,4.6588862928618435E-6,0.3868280057588016,0.01796698137247176
481.0,481.0,train,6.882524489716135E-5,14.690609230329402,0.21277228484133776
482.0,482.0,train,8.566666348964762E-4,94.46282677537873,0.7708616947718198
483.0,483.0,train,5.050263532160988E-4,70.74321935100251,0.6647968990452899
484.0,484.0,train,8.326120703978469E-4,93.5917724753532,0.7657922144770221
485.0,485.0,train,2.1466148278611788E-4,33.26009121929639,0.4574026690307586
486.0,486.0,train,5.546414105383411E-4,75.11267026006213,0.6853472824308086
487.0,487.0,train,6.86598547657813E-4,84.7660744377082,0.7294599092094218
488.0,488.0,train,7.955343530042073E-4,91.31477307652455,0.7575232458554996
489.0,489.0,train,6.288482805547741E-4,79.71065310021888,0.7117758087099406
490.0,490.0,train,3.4184483224716463E-4,50.50254046023816,0.5730953139299223
491.0,491.0,train,5.058734587160878E-4,70.8140868437249,0.6651702665030279
492.0,492.0,train,2.831984840727902E-4,41.91421979359815,0.5265456055416499
493.0,493.0,train,2.9851043663340027E-4,44.42247233752556,0.5396513741025272
494.0,494.0,train,2.630786689083203E-4,39.0163035374736,0.5081461430404307
495.0,495.0,train,1.9854521928414429E-4,31.33301232663672,0.4381068753360157
496.0,496.0,train,7.811126942130609E-4,90.16474185763231,0.7541470497341212
497.0,497.0,train,7.687283473180074E-4,89.42760454827635,0.7511718580902499
498.0,498.0,train,3.1143790900697074E-4,46.28396428874733,0.5501642456371013
499.0,499.0,train,3.9739690357198384E-4,58.40607384219989,0.609466417648775
500.0,500.0,train,4.317491882299087E-4,62.90444525483317,0.6290116654620159
501.0,501.0,train,8.010313396624644E-4,92.03356806597512,0.7587858421309728
502.0,502.0,train,1.1761653624233715E-4,20.63920669294286,0.31595238342620346
503.0,503.0,train,8.081107894678917E-4,92.47108468653178,0.7603926698610262
504.0,504.0,train,3.7610763064303045E-4,55.5064409012674,0.59628503462541
505.0,505.0,train,2.2721282262320127E-4,34.323579643714524,0.4715361754847349
506.0,506.0,train,2.737026897991274E-4,40.45923581534375,0.5180363682722451
507.0,507.0,train,3.811469031604211E-4,56.35798233174601,0.599484876590361
508.0,508.0,train,2.5927929224380886E-4,38.603764562002524,0.5045099216999618
509.0,509.0,train,3.53684511692526E-4,52.098922482497436,0.5814040095000051
510.0,510.0,train,2.818220390454965E-4,41.66130100102801,0.5253308330141083
511.0,511.0,train,8.293077747891052E-4,93.25664509357006,0.7650782602886281
512.0,512.0,train,6.450394818184996E-4,81.33766596953888,0.7169628518108939
513.0,513.0,train,4.3046389666296893E-4,62.50297890907746,0.6283156753432422
514.0,514.0,train,2.5224994619690177E-4,37.38791246519433,0.49763871576833213
515.0,515.0,train,4.217025079958342E-4,61.19739716829124,0.6235008772789318
516.0,516.0,train,2.9825736963034566E-4,44.36164218340282,0.5394406690862448
517.0,517.0,train,2.8710526526640624E-4,42.585559227646876,0.5299598851201581
518.0,518.0,train,7.249081464314875E-4,86.82058814826523,0.7400405450913786
519.0,519.0,train,8.766080772281114E-4,95.44594690507255,0.7749008910339164
520.0,520.0,train,5.324786271572172E-4,73.5382830810021,0.6764876947754489
521.0,521.0,train,2.7544474939608285E-4,40.73063903732786,0.5196202723054287
522.0,522.0,train,2.8521693457197213E-5,4.562144836846678,0.10072447198057005
523.0,523.0,train,2.2977208308520259E-4,34.625123073810606,0.47432814960541925
524.0,524.0,train,1.7625062757048224E-4,28.744307052406718,0.4090343754602241
525.0,525.0,train,8.05834226507303E-4,92.27506174536033,0.7598782969403604
526.0,526.0,train,4.1544209819613853E-4,60.556895591859835,0.6199833598216874
527.0,527.0,train,4.955544611098582E-4,69.93439700005756,0.6605646742756245
528.0,528.0,train,4.287639602711826E-4,62.3057403875119,0.6273911325462423
529.0,529.0,train,2.8858309046692646E-5,4.631659437753667,0.10179222480032353
530.0,530.0,train,6.982953965821205E-4,85.27774335556954,0.732780652679675
531.0,531.0,train,7.182515129551619E-4,86.45247603211915,0.7382618800994661
532.0,532.0,train,1.3754451067625603E-4,23.089199437403412,0.35071039000354304
533.0,533.0,train,1.5451168351439265E-4,25.280882297388633,0.3776356295292164
534.0,534.0,train,5.561756011400992E-5,11.653469228242663,0.1792603581187346
535.0,535.0,train,2.2119113210446523E-4,33.85356994096185,0.4648484662040583
536.0,536.0,train,5.150330438340309E-4,72.0943585291845,0.6691549277568164
537.0,537.0,train,6.586389205013831E-4,82.30932053240991,0.7211774792335337
538.0,538.0,train,8.308252695711899E-4,93.5057880673016,0.7654066828375703
539.0,539.0,train,7.585833698505634E-4,88.82135289323188,0.7486804563576913
540.0,540.0,train,2.480954661306588E-4,36.88976349464828,0.4934873591152561
541.0,541.0,train,2.8459802430796607E-4,42.16490743154669,0.5277744020875016
542.0,542.0,train,3.687643141299911E-4,54.389171324734164,0.5915295513897155
543.0,543.0,train,1.0023655012445786E-5,1.1744690833938665,0.03787264105150651
544.0,544.0,train,1.8290244291511675E-4,29.685642503322114,0.41801855574727553
545.0,545.0,train,4.899790070306557E-4,69.16364313143139,0.658023110832037
546.0,546.0,train,3.6908485333028457E-4,54.50052569337534,0.591739467661903
547.0,547.0,train,1.5123731741645366E-4,24.798698353199438,0.372614827192516
548.0,548.0,train,1.24829646840034E-4,21.54085626243236,0.3289549039671379
549.0,549.0,train,6.575170448861195E-4,82.23616723027146,0.7208345526615381
550.0,550.0,train,3.030343661703903E-4,45.27569540057043,0.5433857587755476
551.0,551.0,train,2.894797956050003E-4,43.02705397334198,0.5320111186077989
552.0,552.0,train,3.553046912553881E-4,52.32755873157882,0.5825159077890876
553.0,553.0,train,1.537446584449091E-4,25.171776286371763,0.3764667201725711
554.0,554.0,train,3.922340897654717E-4,57.76913687144257,0.6063495199395149
555.0,555.0,train,7.154585104196688E-4,86.02887336019008,0.7375083150014365
556.0,556.0,train,2.5733274980536855E-4,38.336083875030006,0.502626061021313
557.0,557.0,train,1.1888543820662861E-4,20.82267950549093,0.31827613564370905
558.0,558.0,train,1.8068453274110787E-4,29.38565789152308,0.41505347741654763
559.0,559.0,train,4.5145412066909603E-4,65.5390415617237,0.6393647623810437
560.0,560.0,train,1.2436908309400386E-4,21.47759847368466,0.3281394724397823
561.0,561.0,train,4.228294123017957E-4,61.36232644119497,0.6241271433560283
562.0,562.0,train,4.2984075269185645E-4,62.43067738286826,0.6279772997733246
563.0,563.0,train,6.977032954046587E-4,85.25164359041004,0.7326145148364597
564.0,564.0,train,2.9945446742473397E-5,4.873699066459215,0.10522340004105221
565.0,565.0,train,2.477319326349915E-4,36.844770581635224,0.4931208320242614
566.0,566.0,train,7.73482199999655E-4,89.81902834533675,0.7523223905591866
567.0,567.0,train,5.265993404600472E-4,73.27365095842107,0.6740530857187927
568.0,568.0,train,7.577621656147825E-4,88.75162858399007,0.7484766007073649
569.0,569.0,train,2.9270464264331435E-4,43.522519461653665,0.5347683980254749
570.0,570.0,train,6.62315017585517E-4,82.57241095814963,0.7222952815284175
571.0,571.0,train,8.40286309933219E-4,93.98404066432155,0.767433749998714
572.0,572.0,train,5.109662541776524E-4,71.5324455892233,0.6673975352905713
573.0,573.0,train,8.584584832662093E-4,94.53328551776254,0.7712305567441641
574.0,574.0,train,3.879514384033542E-4,57.290556232453895,0.6037259900731942
575.0,575.0,train,4.95101033212233E-4,69.86549590070983,0.6603593918354324
576.0,576.0,train,1.6091264246645708E-4,26.389236198877363,0.38722212250685256
577.0,577.0,train,2.8074551102258216E-4,41.490852557865956,0.5243763973124848
578.0,578.0,train,6.233331548043907E-5,13.353757448761774,0.19664926923893256
579.0,579.0,train,2.4120291663911605E-4,35.8666451271756,0.48644654706001433
580.0,580.0,train,7.712479698478199E-5,16.15720418053125,0.23246564265448033
581.0,581.0,train,4.053521392304765E-4,59.2807345514401,0.6141736992527776
582.0,582.0,train,4.0539521279955084E-4,59.284870696238116,0.6141988779404495
583.0,583.0,train,3.0638689173631794E-4,45.77114495092505,0.5461143277766904
584.0,584.0,train,5.48009900315285E-4,74.78574706099228,0.6827476273773164
585.0,585.0,train,2.480954661306588E-4,36.88976349464828,0.4934873591152561
586.0,586.0,train,2.9270464264331435E-4,43.522519461653665,0.5347683980254749
587.0,587.0,train,8.298618971281979E-4,93.34761529560731,0.765198292286497
588.0,588.0,train,2.082281706332709E-4,32.54350377681702,0.4498612789136238
589.0,589.0,train,1.876491199955218E-4,30.15358515757616,0.4242643669320172
590.0,590.0,train,5.917505405314003E-4,77.50656710599723,0.6991428481916999
591.0,591.0,train,3.148597481761848E-4,46.766429807695594,0.5528670657429022
592.0,592.0,train,6.342913528453931E-4,80.62544238341351,0.7135406451300172
593.0,593.0,train,1.8726552394732361E-4,30.097118510977953,0.4237646039525916
