Predictor variable,Categorical,Sample average
fe_buffer_bio01,false,112.27655986509275
fe_buffer_bio02,false,93.65935919055649
fe_buffer_bio04,false,5740.116357504216
fe_buffer_bio08,false,104.74536256323778
fe_buffer_bio09,false,161.66947723440134
fe_buffer_bio13,false,92.01517706576729
fe_buffer_bio15,false,22.008431703204046
fe_buffer_bio19,false,202.20236087689713
mask,false,1.0
