Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
3.16643E-12,0.000000001,0.000000012,0.998080983,0,0
3.68443E-12,0.000000003,0.000000014,0.997601228,0,0
1.60834E-11,0.00000001,0.000000063,0.996833621,0,0
3.51776E-11,0.000000028,0.000000138,0.996161965,0,0
9.53091E-11,0.000000107,0.000000374,0.995010555,0,0
2.43411E-10,0.000000252,0.000000956,0.994146997,0,0
7.59563E-10,0.000001069,0.000002983,0.992611783,0,0
1.58212E-9,0.000002571,0.000006213,0.991268471,0,0
3.38461E-9,0.000010213,0.000013291,0.988198043,0,0
5.78144E-9,0.000025251,0.000022704,0.985031664,0,0
1.09647E-8,0.000050997,0.000043057,0.981961236,0,0
1.93783E-8,0.000100066,0.000076094,0.978890808,0,0
4.06548E-8,0.0002523,0.000159628,0.973709461,0,0
6.34761E-8,0.000504655,0.000249212,0.969007868,0.001686341,0
9.82917E-8,0.001003592,0.000385848,0.963058914,0.001686341,0
1.84263E-7,0.002511688,0.000723087,0.952312416,0.001686341,0
3.15908E-7,0.005030367,0.001239052,0.942525427,0.005059022,0
5.02658E-7,0.010016909,0.001970075,0.93081942,0.006745363,0
9.25663E-7,0.025074046,0.003621963,0.910094032,0.006745363,0
1.41295E-6,0.050078125,0.005518121,0.889272692,0.006745363,0
2.18111E-6,0.100089908,0.008492605,0.862886202,0.008431703,0
3.1373E-6,0.200203638,0.0121704,0.826616772,0.008431703,0
4.00654E-6,0.300215695,0.015490191,0.799750528,0.008431703,0
4.76102E-6,0.400388344,0.018353637,0.777777778,0.010118044,0
5.40954E-6,0.500131306,0.020801642,0.758971407,0.010118044,0
6.08409E-6,0.600241562,0.023335021,0.742275955,0.011804384,0
6.77982E-6,0.700459924,0.02593422,0.727307618,0.011804384,0
7.13214E-6,0.750470187,0.0272452,0.720399156,0.013490725,0
7.51861E-6,0.800326677,0.028679193,0.713874496,0.013490725,0
8.20073E-6,0.900666641,0.031199915,0.701592784,0.013490725,0
8.83017E-6,1.000478824,0.033514389,0.690366532,0.013490725,0
9.44339E-6,1.100108194,0.035758614,0.679907887,0.013490725,0
1.02297E-5,1.200873723,0.038621187,0.670120898,0.015177066,0
1.08507E-5,1.300046984,0.04086994,0.661101516,0.015177066,0
1.15317E-5,1.400526851,0.043323504,0.652465937,0.015177066,0
1.22665E-5,1.50056828,0.045957414,0.644406064,0.015177066,0
1.41888E-5,1.751371044,0.052779468,0.626175398,0.015177066,0
1.58026E-5,2.000901911,0.058431553,0.610247553,0.015177066,0
1.713E-5,2.251262573,0.063030452,0.595663021,0.015177066,0
1.82452E-5,2.500067802,0.066859379,0.582133947,0.015177066,0
1.96185E-5,2.751937526,0.071531989,0.569372481,0.015177066,0
2.09705E-5,3.001067772,0.07608657,0.557570524,0.018549747,0
2.21888E-5,3.251600642,0.080152509,0.546440223,0.018549747,0
2.34445E-5,3.50015313,0.084305864,0.535981577,0.018549747,0
2.45417E-5,3.751817004,0.087904752,0.525906736,0.020236088,0
2.58869E-5,4.001372036,0.092278289,0.516407599,0.020236088,0
2.70935E-5,4.250440156,0.096165722,0.507388217,0.020236088,0
2.82303E-5,4.501969074,0.099797955,0.498656688,0.020236088,0
2.94454E-5,4.752899792,0.103648415,0.490308962,0.02698145,0
3.04742E-5,5.001433145,0.106882772,0.482345039,0.030354132,0
3.18852E-5,5.250557735,0.111281005,0.474668969,0.032040472,0
3.30046E-5,5.500212269,0.114739332,0.467280752,0.032040472,0
3.42283E-5,5.752160198,0.118489387,0.460084437,0.033726813,0
3.52722E-5,6.002401292,0.121663484,0.453175974,0.033726813,0
3.66104E-5,6.250223673,0.125699286,0.446555364,0.033726813,0
3.76248E-5,6.502736756,0.12873351,0.440030704,0.033726813,0
3.85911E-5,6.750501415,0.131604635,0.433793898,0.033726813,0
3.95796E-5,7.000867278,0.134522277,0.427653042,0.033726813,0
4.05658E-5,7.253456248,0.137413526,0.421608137,0.035413153,0
4.14966E-5,7.503575413,0.1401247,0.415755133,0.035413153,0
4.24414E-5,7.751331047,0.142859221,0.410094032,0.035413153,0
4.33526E-5,8.00421651,0.145480375,0.40443293,0.035413153,0
