"","x"
"1",0.553218497983871
"2",0.549365675403226
"3",0.548733114919355
"4",0.545129788306452
"5",0.542767389112903
"6",0.541677419354839
"7",0.540890877016129
"8",0.540136844758065
"9",0.537815524193548
"10",0.537110635080645
"11",0.536517641129032
"12",0.535095262096774
"13",0.53480720766129
"14",0.534684727822581
"15",0.533693800403226
"16",0.533648689516129
"17",0.533496723790323
"18",0.533290322580645
"19",0.533171370967742
"20",0.532893901209677
"21",0.532868447580645
"22",0.532813760080645
"23",0.532390877016129
"24",0.531017137096774
"25",0.530875252016129
"26",0.530375504032258
"27",0.529841733870968
"28",0.529782762096774
"29",0.529703881048387
"30",0.529612903225806
"31",0.529530745967742
"32",0.529328377016129
"33",0.529087449596774
"34",0.528776209677419
"35",0.528768901209677
"36",0.528291834677419
"37",0.528217237903226
"38",0.527950352822581
"39",0.52784627016129
"40",0.527389364919355
"41",0.527301915322581
"42",0.527114415322581
"43",0.526869959677419
"44",0.526519153225806
"45",0.52634375
"46",0.525699848790323
"47",0.525054939516129
"48",0.525034526209677
"49",0.524923891129032
"50",0.52487752016129
"51",0.524452620967742
"52",0.524440524193548
"53",0.523821572580645
"54",0.523438256048387
"55",0.523141381048387
"56",0.523110383064516
"57",0.52302595766129
"58",0.522988155241936
"59",0.522918850806452
"60",0.522911794354839
"61",0.522733114919355
"62",0.521537298387097
"63",0.521438760080645
"64",0.521381804435484
"65",0.521321824596774
"66",0.521090221774194
"67",0.521087197580645
"68",0.520955897177419
"69",0.520860131048387
"70",0.520767893145161
"71",0.520732862903226
"72",0.520410030241935
"73",0.520263860887097
"74",0.519828377016129
"75",0.519483114919355
"76",0.51877872983871
"77",0.518694304435484
"78",0.518431703629032
"79",0.518407510080645
"80",0.518326108870968
"81",0.518237147177419
"82",0.517921370967742
"83",0.517897429435484
"84",0.517537550403226
"85",0.517383064516129
"86",0.516853074596774
"87",0.516214465725806
"88",0.516152469758065
"89",0.516151965725806
"90",0.515979838709677
"91",0.514376260080645
"92",0.514291834677419
"93",0.514257308467742
"94",0.514197328629032
"95",0.51367716733871
"96",0.51307560483871
"97",0.509646169354839
"98",0.507817540322581
"99",0.503729334677419
