species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Argyresthia abdominalis,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF",46.0,47.0,1.0,,,270742.0
Argyresthia albistria,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF,iNat",55.0,55.0,1.0,,,197979.0
Argyresthia amiantella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF",12.0,12.0,1.0,,,343554.0
Argyresthia arceuthina,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF",9.0,11.0,1.0,,,205707.0
Argyresthia atlanticella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"FE,LF",12.0,12.0,3.0,,,1003113.0
Argyresthia aurulentella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF",24.0,29.0,2.0,,,205646.0
Argyresthia bergiella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF",39.0,43.0,1.0,,,224851.0
Argyresthia bonnetella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF",41.0,44.0,1.0,,,197866.0
Argyresthia brockeella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF,iNat",28.0,34.0,1.0,,,197925.0
Argyresthia buvati,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF",1.0,1.0,0.0,,,896089.0
Argyresthia chrysidella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"FE,LF",,,,,gap,
Argyresthia conjugella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF,iNat",144.0,163.0,2.0,,,18007.0
Argyresthia cupressella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"FE,LF",11.0,15.0,2.0,,,161397.0
Argyresthia curvella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF,iNat",21.0,22.0,1.0,,,205647.0
Argyresthia dilectella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF",14.0,14.0,1.0,,,286216.0
Argyresthia freyella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,LF",2.0,3.0,0.0,,,90187.0
Argyresthia friulii,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,LF",0.0,2.0,0.0,,gap,369827.0
Argyresthia fundella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF",16.0,16.0,1.0,,,183427.0
Argyresthia glabratella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF",85.0,92.0,1.0,,,258051.0
Argyresthia glaucinella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF",12.0,12.0,1.0,,,198039.0
Argyresthia hilfiella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"FE,LF",,,,,gap,
Argyresthia huguenini,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"FE,LF",,,,,gap,
Argyresthia illuminatella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"FE,LF",,,,,gap,
Argyresthia impura,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"FE,LF",,,,,gap,
Argyresthia ivella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF",1.0,2.0,1.0,,,354165.0
Argyresthia juniperivorella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,LF,,,,,gap,
Argyresthia kasyi,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"FE,LF",,,,,gap,
Argyresthia kulfani,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,LF",6.0,6.0,1.0,,,767718.0
Argyresthia laevigatella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE",19.0,24.0,1.0,,,286365.0
Argyresthia laevigatellus,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,LF,,,,,gap,
Argyresthia marmorata,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"FE,LF",,,,,gap,
Argyresthia minusculella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"FE,LF",,,,,gap,
Argyresthia perezi,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,"BOLD,FE,LF",1.0,3.0,0.0,,,981211.0
Argyresthia poecilella,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,LF,,,,,gap,
