species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Asaphocrita obsoletella,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"FE,LF",,,,,gap,,
Blastobasis adustella,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"BOLD,FE,LF",9.0,10.0,1.0,,,197969.0,
Blastobasis bassii,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"FE,LF",,,,,gap,,
Blastobasis centralasiae,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"FE,LF",2.0,6.0,0.0,,,786995.0,
Blastobasis confusella,Arthropoda,Insecta,Lepidoptera,Blastobasidae,LF,,,,,gap,,
Blastobasis decolorella,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"BOLD,FE,LF",6.0,7.0,2.0,,,197878.0,
Blastobasis desertarum,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"BOLD,FE,LF",10.0,10.0,1.0,,,377819.0,
Blastobasis divisus,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"FE,LF",,,,,gap,,
Blastobasis exclusa,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"FE,LF",,,,,gap,,
Blastobasis fuscomaculella,Arthropoda,Insecta,Lepidoptera,Blastobasidae,BOLD,0.0,2.0,0.0,,gap,459671.0,
Blastobasis glandulella,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"BOLD,FE,LF,iNat",260.0,267.0,4.0,BEL,,18065.0,
Blastobasis helleri,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"FE,LF",,,,,gap,,
Blastobasis insularis,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"FE,LF",,,,,gap,,
Blastobasis lacticolella,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"BOLD,FE,LF",6.0,7.0,1.0,,,197958.0,
Blastobasis laurisilvae,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"FE,LF",,,,,gap,,
Blastobasis lavernella,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"FE,LF",,,,,gap,,
Blastobasis luteella,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"BOLD,FE,LF",4.0,4.0,1.0,,,377815.0,
Blastobasis magna,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"BOLD,FE,LF",5.0,5.0,0.0,,,786993.0,
Blastobasis marmorosella,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"FE,LF",,,,,gap,,
Blastobasis maroccanella,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"BOLD,FE,LF",17.0,21.0,2.0,,,377818.0,
Blastobasis nigromaculata,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"BOLD,FE,LF",2.0,2.0,1.0,,,377816.0,
Blastobasis ochreopalpella,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"FE,LF",,,,,gap,,
Blastobasis pannonica,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"BOLD,LF",17.0,17.0,3.0,,,464493.0,
Blastobasis phycidella,Arthropoda,Insecta,Lepidoptera,Blastobasidae,"BOLD,FE,LF",73.0,81.0,2.0,,,258087.0,
