species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Actias graesilia,Arthropoda,Insecta,Lepidoptera,Saturniidae,BOLD,0.0,2.0,0.0,,gap,780019.0,
Actias isabellae,Arthropoda,Insecta,Lepidoptera,Saturniidae,"BOLD,FE,LF",0.0,25.0,0.0,,gap,354112.0,
Aglia tau,Arthropoda,Insecta,Lepidoptera,Saturniidae,"BOLD,FE,LF,iNat",47.0,205.0,1.0,,,94457.0,
Antheraea pernyi,Arthropoda,Insecta,Lepidoptera,Saturniidae,"BOLD,FE,LF",41.0,47.0,1.0,,,28904.0,
Antheraea yamamai,Arthropoda,Insecta,Lepidoptera,Saturniidae,"BOLD,FE,LF,iNat",42.0,147.0,2.0,,,80587.0,177707.0
Automeris zurobara,Arthropoda,Insecta,Lepidoptera,Saturniidae,BOLD,22.0,80.0,2.0,,,10146.0,
Epiphora antinorii,Arthropoda,Insecta,Lepidoptera,Saturniidae,BOLD,9.0,36.0,2.0,,,74725.0,
Graellsia isabellae,Arthropoda,Insecta,Lepidoptera,Saturniidae,BOLD,24.0,117.0,1.0,,,94456.0,
Hyalophora cecropia,Arthropoda,Insecta,Lepidoptera,Saturniidae,BOLD,60.0,147.0,1.0,,,14630.0,
"Samia ""cynthia s.l. [""""ricini""""]""",Arthropoda,Insecta,Lepidoptera,Saturniidae,LF,,,,,gap,,
Samia cynthia,Arthropoda,Insecta,Lepidoptera,Saturniidae,"BOLD,FE",60.0,203.0,4.0,BEL,,78879.0,
Samia walkeri,Arthropoda,Insecta,Lepidoptera,Saturniidae,BOLD,1.0,2.0,0.0,,,331294.0,
Saturnia caecigena,Arthropoda,Insecta,Lepidoptera,Saturniidae,"BOLD,FE,LF",23.0,54.0,1.0,,,95194.0,
Saturnia josephinae,Arthropoda,Insecta,Lepidoptera,Saturniidae,"BOLD,LF",14.0,22.0,1.0,,,205401.0,
Saturnia pavonia,Arthropoda,Insecta,Lepidoptera,Saturniidae,"BOLD,FE,LF,iNat",90.0,282.0,1.0,,,224980.0,
Saturnia pavoniella,Arthropoda,Insecta,Lepidoptera,Saturniidae,"BOLD,FE,LF",59.0,126.0,2.0,,,352310.0,
Saturnia pyri,Arthropoda,Insecta,Lepidoptera,Saturniidae,"BOLD,FE,LF",43.0,172.0,1.0,,,94454.0,
Saturnia spini,Arthropoda,Insecta,Lepidoptera,Saturniidae,"BOLD,FE,LF",16.0,19.0,0.0,,,205403.0,
