species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Carposina anopta,Arthropoda,Insecta,Lepidoptera,Carposinidae,"FE,LF",,,,,gap,
Carposina atlanticella,Arthropoda,Insecta,Lepidoptera,Carposinidae,"FE,LF",,,,,gap,
Carposina berberidella,Arthropoda,Insecta,Lepidoptera,Carposinidae,"BOLD,FE,LF",8.0,8.0,1.0,,,527947.0
Carposina cinderella,Arthropoda,Insecta,Lepidoptera,Carposinidae,"FE,LF",,,,,gap,
Carposina gigantella,Arthropoda,Insecta,Lepidoptera,Carposinidae,"FE,LF",3.0,4.0,0.0,,,892077.0
Carposina scirrhosella,Arthropoda,Insecta,Lepidoptera,Carposinidae,"BOLD,FE,LF",4.0,4.0,1.0,,,781548.0
Carposina sublucida,Arthropoda,Insecta,Lepidoptera,Carposinidae,"FE,LF",2.0,2.0,0.0,,,1157960.0
