species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Ochsenheimeria bubalella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"FE,LF",,,,,gap,
Ochsenheimeria capella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"FE,LF",,,,,gap,
Ochsenheimeria glabratella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"BOLD,FE,LF",1.0,1.0,0.0,,,1022805.0
Ochsenheimeria taurella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"BOLD,FE,LF",2.0,4.0,0.0,,,261731.0
Ochsenheimeria urella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"BOLD,FE,LF",23.0,26.0,2.0,,,183146.0
Ochsenheimeria vacculella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"BOLD,FE,LF",32.0,45.0,2.0,,,354166.0
Phrealcia eximiella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"BOLD,FE,LF",2.0,2.0,1.0,,,468568.0
Ypsolopha admirandella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,LF,,,,,gap,
Ypsolopha albiramella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"BOLD,FE,LF",1.0,1.0,0.0,,,1146377.0
Ypsolopha alpella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"BOLD,FE,LF",33.0,38.0,1.0,,,198095.0
Ypsolopha asperella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"BOLD,FE,LF,iNat",17.0,20.0,1.0,,,286314.0
Ypsolopha blandella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"FE,LF",1.0,1.0,0.0,,,1066621.0
Ypsolopha cajaliella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"FE,LF",,,,,gap,
Ypsolopha chazariella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"BOLD,FE,LF",7.0,7.0,1.0,,,286291.0
Ypsolopha colleaguella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"FE,LF",1.0,1.0,0.0,,,1081358.0
Ypsolopha coriacella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"FE,LF",,,,,gap,
Ypsolopha dentella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"BOLD,FE,LF,iNat",68.0,73.0,1.0,,,13342.0
Ypsolopha divisella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"FE,LF",,,,,gap,
Ypsolopha excisella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"BOLD,FE,LF",3.0,3.0,0.0,,,892043.0
Ypsolopha falcella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"BOLD,FE,LF,iNat",19.0,24.0,1.0,,,224852.0
Ypsolopha fractella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"FE,LF",,,,,gap,
Ypsolopha horridella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"BOLD,FE,LF,iNat",15.0,19.0,1.0,,,212398.0
Ypsolopha indecorella,Arthropoda,Insecta,Lepidoptera,Ypsolophidae,"FE,LF",,,,,gap,
