species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Cuprina fuscella,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,"FE,LF",,,,,gap,
Neomariania incertella,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,"FE,LF",,,,,gap,
Neomariania oecophorella,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,"FE,LF",,,,,gap,
Neomariania partinicensis,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,"BOLD,FE,LF",3.0,3.0,1.0,,,362500.0
Neomariania rebeli,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,981261.0
Neomariania scriptella,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,"FE,LF",,,,,gap,
Pachyrhabda steropodes,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,LF,0.0,3.0,0.0,,gap,370129.0
Stathmopoda auriferella,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,LF,226.0,228.0,3.0,,,502967.0
Stathmopoda pedella,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,"BOLD,FE,LF,iNat",30.0,33.0,1.0,,,73656.0
Tortilia flavella,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,"FE,LF",,,,,gap,
Tortilia flavescens,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,LF,,,,,gap,
Tortilia graeca,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,"FE,LF",,,,,gap,
