species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Boloria napaea,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",63.0,76.0,1.0,,,100034.0,,
Boloria oscarus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",5.0,5.0,1.0,AH,,141674.0,,
Boloria pales,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",101.0,119.0,1.0,,,81913.0,,
Boloria polaris,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",97.0,98.0,1.0,AH,,23251.0,,
Boloria selene,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",212.0,265.0,6.0,AH,,16999.0,,
Boloria selenis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",3.0,3.0,1.0,AH,,723861.0,,
Boloria thore,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",57.0,59.0,2.0,AH,,110555.0,,
Boloria titania,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",81.0,87.0,2.0,AH,,16998.0,,
Boloria tritonia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",2.0,2.0,1.0,AH,,659002.0,,
Brenthis daphne,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",169.0,184.0,1.0,,,70649.0,,
Brenthis hecate,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",142.0,151.0,3.0,,,80452.0,,
Brenthis ino,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",199.0,215.0,1.0,,,70650.0,,
Brintesia circe,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",114.0,124.0,3.0,,,83622.0,126975.0,593861.0
Charaxes jasius,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",74.0,92.0,1.0,,,95000.0,,
Chazara briseis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",154.0,180.0,4.0,,,80033.0,126983.0,
Chazara persephone,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",21.0,25.0,1.0,,,94936.0,,
Chazara prieuri,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",17.0,21.0,2.0,,,285784.0,126982.0,
Coenonympha amaryllis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",13.0,19.0,2.0,,,70736.0,,
Coenonympha arcania,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",133.0,153.0,3.0,,,29605.0,,
Coenonympha corinna,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",60.0,72.0,3.0,,,201526.0,,
Coenonympha darwiniana,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,LF",13.0,21.0,1.0,,,266502.0,,
Coenonympha dorus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",42.0,50.0,2.0,,,201525.0,,
Coenonympha elbana,Arthropoda,Insecta,Lepidoptera,Nymphalidae,LF,1.0,1.0,0.0,,,201523.0,,
Coenonympha gardetta,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",59.0,68.0,2.0,,,201524.0,,
Coenonympha glycerion,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",91.0,100.0,2.0,,,29604.0,,
Coenonympha hero,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",32.0,48.0,2.0,,,29606.0,,
Coenonympha iphioides,Arthropoda,Insecta,Lepidoptera,Nymphalidae,LF,1.0,1.0,0.0,,,201522.0,,
Coenonympha leander,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",25.0,28.0,2.0,,,156130.0,,
Coenonympha lyllus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,BOLD,6.0,6.0,0.0,,,389461.0,,
Coenonympha macromma,Arthropoda,Insecta,Lepidoptera,Nymphalidae,LF,,,,,gap,,,
Coenonympha oedippus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",38.0,89.0,2.0,,,73929.0,,
Coenonympha orientalis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",8.0,9.0,1.0,,,720636.0,,
Coenonympha pamphilus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",344.0,363.0,3.0,,,29603.0,,
Coenonympha phryne,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",3.0,16.0,1.0,,,720645.0,,
Coenonympha rhodopensis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",29.0,31.0,1.0,,,180890.0,,
Coenonympha thyrsis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",7.0,7.0,1.0,,,201519.0,,
Coenonympha tullia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",201.0,229.0,2.0,,,32782.0,,
Danaus chrysippus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",233.0,283.0,5.0,AH,,31524.0,,
Danaus plexippus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",168.0,215.0,1.0,,,16902.0,,
Erebia aethiopellus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",12.0,16.0,1.0,,,518737.0,,
Erebia aethiops,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",135.0,143.0,2.0,,,70715.0,,
Erebia alberganus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",68.0,73.0,2.0,BEL,,127012.0,889992.0,
Erebia arvernensis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,LF",34.0,35.0,1.0,,,517565.0,,
Erebia bubastis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,LF",2.0,2.0,1.0,,,760368.0,,
Erebia calcarius,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",14.0,17.0,2.0,BEL,,889993.0,127021.0,
Erebia callias,Arthropoda,Insecta,Lepidoptera,Nymphalidae,LF,23.0,29.0,1.0,,,141672.0,,
Erebia cassioides,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",60.0,66.0,1.0,,,29613.0,511968.0,
Erebia christi,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",8.0,9.0,1.0,,,756018.0,,
Erebia claudina,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",9.0,23.0,2.0,,,127009.0,,
Erebia cyclopius,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",6.0,11.0,1.0,,,70728.0,,
Erebia dabanensis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",7.0,11.0,1.0,,,659003.0,,
Erebia disa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",44.0,48.0,3.0,,,100089.0,,
Erebia discoidalis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",31.0,41.0,2.0,,,100090.0,,
Erebia edda,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",2.0,3.0,1.0,,,718583.0,,
Erebia embla,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",17.0,18.0,1.0,,,100045.0,,
Erebia epiphron,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",275.0,291.0,3.0,,,29610.0,523554.0,
Erebia epistygne,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",16.0,19.0,1.0,,,127017.0,,
Erebia eriphyle,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",30.0,33.0,1.0,,,127008.0,,
Erebia euryale,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",348.0,456.0,2.0,,,29614.0,,
Erebia fasciata,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",34.0,38.0,1.0,,,100343.0,,
Erebia flavofasciata,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",15.0,21.0,1.0,,,127010.0,,
Erebia gorge,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",81.0,89.0,2.0,,,29607.0,,
Erebia gorgone,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",16.0,21.0,1.0,,,127016.0,,
Erebia hispania,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",13.0,17.0,1.0,,,127020.0,,
Erebia jeniseiensis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",11.0,13.0,1.0,,,77229.0,,
Erebia lefebvrei,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",26.0,27.0,1.0,,,253671.0,,
Erebia ligea,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",140.0,170.0,2.0,,,29611.0,,
Erebia manto,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",226.0,265.0,1.0,,,124152.0,,
Erebia medusa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",120.0,133.0,2.0,,,100005.0,,
Erebia melampus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",47.0,53.0,1.0,,,127011.0,,
Erebia melas,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",58.0,64.0,1.0,,,124154.0,,
Erebia meolans,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",71.0,78.0,2.0,,,29612.0,,
Erebia mnestra,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",28.0,29.0,1.0,,,127015.0,,
Erebia montanus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",42.0,50.0,1.0,BEL,,519835.0,127025.0,
Erebia neleus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,LF",10.0,10.0,1.0,,,890005.0,,
Erebia neoridas,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",46.0,56.0,1.0,,,127026.0,,
Erebia nivalis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",18.0,21.0,1.0,,,127022.0,,
Erebia oeme,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",74.0,79.0,2.0,,,29608.0,,
Erebia orientalis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",11.0,13.0,1.0,,,718600.0,,
Erebia ottomana,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",36.0,42.0,1.0,,,127018.0,,
Erebia palarica,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",18.0,28.0,3.0,,,26857.0,,
Erebia pandrose,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",84.0,92.0,2.0,,,29609.0,,
Erebia pharte,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",40.0,45.0,1.0,,,124155.0,,
Erebia pluto,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",43.0,55.0,3.0,,,127013.0,,
Erebia polaris,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",7.0,12.0,1.0,,,286430.0,,
Erebia pronoe,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",177.0,186.0,6.0,,,124156.0,,
Erebia rhodopensis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",12.0,15.0,1.0,,,523553.0,,
Erebia rondoui,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",17.0,18.0,1.0,,,269925.0,,
Erebia rossii,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",58.0,65.0,1.0,,,100344.0,,
Erebia scipio,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",12.0,14.0,1.0,,,127027.0,,
Erebia sthennyo,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",15.0,16.0,1.0,,,83603.0,,
Erebia stirius,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",16.0,23.0,3.0,,,600975.0,718458.0,127023.0
Erebia styx,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",28.0,34.0,1.0,,,127024.0,,
Erebia sudetica,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",24.0,31.0,1.0,,,124157.0,,
Erebia triarius,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",50.0,89.0,2.0,BEL,,608562.0,29384.0,
Erebia tyndarus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",42.0,48.0,1.0,,,127019.0,,
Erebia zaitsevi,Arthropoda,Insecta,Lepidoptera,Nymphalidae,LF,0.0,1.0,0.0,,gap,943332.0,,
Erebia zapateri,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",10.0,25.0,2.0,,,127001.0,,
Euphydryas aurinia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",705.0,722.0,2.0,,,26831.0,793015.0,282090.0
Euphydryas beckeri,Arthropoda,Insecta,Lepidoptera,Nymphalidae,LF,,,,,gap,,,
Euphydryas cynthia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",33.0,33.0,2.0,,,26917.0,,
Euphydryas desfontainii,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",23.0,25.0,2.0,,,26848.0,,
Euphydryas discordia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,LF,5.0,5.0,1.0,,,791810.0,,
Euphydryas iduna,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",9.0,12.0,1.0,,,26902.0,,
Euphydryas intermedia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",38.0,44.0,4.0,,,26901.0,,
Euphydryas italica,Arthropoda,Insecta,Lepidoptera,Nymphalidae,LF,2.0,3.0,1.0,,,1159197.0,,
Euphydryas maturna,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",65.0,74.0,3.0,,,26899.0,,
Fabriciana adippe,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",144.0,223.0,10.0,,,100001.0,70714.0,
Fabriciana elisa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",10.0,11.0,1.0,BEL,,889995.0,,
Fabriciana niobe,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",117.0,149.0,3.0,,,100020.0,73936.0,
Hipparchia alcyone,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,LF",1.0,3.0,1.0,,,253556.0,,
Hipparchia aristaeus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",26.0,32.0,2.0,AH,,126993.0,,
Hipparchia autonoe,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",75.0,88.0,1.0,,,73879.0,,
Hipparchia azorinus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",5.0,7.0,1.0,LF,,126998.0,,
Hipparchia bacchus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",6.0,8.0,1.0,,,126976.0,,
Hipparchia blachieri,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",1.0,7.0,1.0,AH,,126992.0,,
Hipparchia christenseni,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",4.0,5.0,1.0,,,127034.0,,
Hipparchia cretica,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",5.0,10.0,1.0,AH,,126980.0,,
Hipparchia cypriensis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",14.0,14.0,1.0,,,126972.0,,
Hipparchia fagi,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",93.0,111.0,1.0,,,124161.0,,
Hipparchia fatua,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",22.0,22.0,1.0,,,646975.0,,
Hipparchia fidia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",34.0,34.0,1.0,AH,,82364.0,,
Hipparchia genava,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,LF",3.0,4.0,1.0,,,669263.0,,
Hipparchia gomera,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",9.0,11.0,1.0,,,126977.0,,
Hipparchia hermione,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,iNat",85.0,95.0,3.0,BEL,,126973.0,127039.0,
Hipparchia leighebi,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",13.0,14.0,1.0,,,126970.0,,
Hipparchia maderensis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",0.0,2.0,0.0,AH,gap,126996.0,,
Hipparchia mersina,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",5.0,12.0,1.0,AH,,126981.0,,
Hipparchia miguelensis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",2.0,4.0,1.0,AH,,126999.0,,
Hipparchia neapolitana,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",7.0,7.0,1.0,AH,,389143.0,,
Hipparchia neomiris,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",14.0,17.0,2.0,,,127003.0,,
Hipparchia pellucida,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",6.0,10.0,1.0,AH,,94941.0,,
Hipparchia sbordonii,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",4.0,5.0,1.0,,,126971.0,,
Hipparchia semele,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",137.0,167.0,1.0,AH,,81713.0,,
Hipparchia senthes,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",13.0,16.0,3.0,AH,,126997.0,,
Hipparchia statilinus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",97.0,110.0,3.0,,,83016.0,,
Hipparchia syriaca,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",24.0,29.0,1.0,,,126995.0,,
Hipparchia tamadabae,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",2.0,2.0,1.0,,,759524.0,,
Hipparchia tilosi,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",6.0,7.0,1.0,,,126979.0,,
Hipparchia volgensis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",13.0,15.0,1.0,AH,,124163.0,,
Hipparchia wyssii,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",9.0,12.0,1.0,AH,,126978.0,,
Hypolimnas misippus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",30.0,44.0,2.0,,,26763.0,,
Hyponephele huebneri,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",,,,,gap,,,
Hyponephele lupinus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",74.0,101.0,6.0,,,404713.0,70662.0,733457.0
Hyponephele lycaon,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",211.0,233.0,3.0,,,70553.0,,
Issoria eugenia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",15.0,18.0,2.0,AH,,73938.0,,
Issoria lathonia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",184.0,191.0,2.0,,,70535.0,,
Junonia rhadama,Arthropoda,Insecta,Lepidoptera,Nymphalidae,BOLD,7.0,8.0,1.0,,,273891.0,,
Kirinia climene,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",16.0,18.0,1.0,,,156131.0,,
Kirinia roxelana,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",19.0,19.0,1.0,,,82370.0,,
Lasiommata deidamia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"FE,LF",15.0,21.0,1.0,,,104458.0,,
Lasiommata maera,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",210.0,216.0,1.0,,,70527.0,,
Lasiommata megera,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",448.0,461.0,4.0,,,26856.0,,
Lasiommata paramegaera,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",55.0,56.0,1.0,,,511964.0,,
Lasiommata petropolitana,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",67.0,70.0,2.0,,,73925.0,,
Libythea celtis,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",78.0,82.0,3.0,,,26866.0,,
Limenitis camilla,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",73.0,96.0,1.0,,,77235.0,,
Limenitis populi,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",34.0,57.0,1.0,,,31589.0,,
Limenitis reducta,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",120.0,127.0,3.0,,,26854.0,,
Lopinga achine,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",148.0,165.0,3.0,,,77240.0,,
Maniola chia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",24.0,25.0,2.0,,,82261.0,,
Maniola cypricola,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",28.0,28.0,2.0,,,292192.0,,
Maniola halicarnassus,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",16.0,16.0,1.0,,,292194.0,,
Maniola jurtina,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",870.0,894.0,3.0,,,26855.0,,
Maniola megala,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",12.0,12.0,1.0,,,292193.0,,
Maniola nurag,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",29.0,32.0,2.0,,,79833.0,,
Maniola telmessia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",34.0,37.0,3.0,,,262829.0,,
Melanargia arge,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",21.0,23.0,1.0,,,160561.0,,
Melanargia galathea,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF,iNat",226.0,243.0,1.0,BEL,,70641.0,127037.0,
Melanargia ines,Arthropoda,Insecta,Lepidoptera,Nymphalidae,"BOLD,FE,LF",58.0,59.0,2.0,,,160559.0,,
