species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Alloclemensia devotella,Arthropoda,Insecta,Lepidoptera,Incurvariidae,LF,,,,,gap,
Alloclemensia mesospilella,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF",24.0,24.0,1.0,,,286434.0
Crinopteryx familiella,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF",3.0,4.0,1.0,,,86618.0
Incurvaria circulella,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF",7.0,7.0,1.0,,,270749.0
Incurvaria koerneriella,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF",5.0,9.0,1.0,,,298990.0
Incurvaria masculella,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF,iNat",23.0,26.0,2.0,,,33196.0
Incurvaria oehlmanniella,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF,iNat",29.0,34.0,1.0,,,198101.0
Incurvaria pectinea,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF,iNat",26.0,29.0,1.0,,,205640.0
Incurvaria pirinella,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,LF",1.0,5.0,1.0,,,765872.0
Incurvaria ploessli,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF",3.0,4.0,1.0,,,343581.0
Incurvaria praelatella,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF,iNat",22.0,24.0,1.0,,,183463.0
Incurvaria stangei,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF",2.0,2.0,1.0,,,968864.0
Incurvaria triglavensis,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF",14.0,17.0,3.0,,,275497.0
Incurvaria vetulella,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF",39.0,48.0,3.0,,,179069.0
Paraclemensia cyanella,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF",1.0,1.0,1.0,,,787026.0
Phylloporia bistrigella,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF",17.0,20.0,2.0,,,17972.0
Vespina slovaciella,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"BOLD,FE,LF",3.0,3.0,1.0,,,943878.0
