species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Abrepagoge treitschkeana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"FE,LF",,,,,gap,,
Acleris abietana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",19.0,23.0,2.0,,,224854.0,
Acleris arcticana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",5.0,11.0,1.0,,,344499.0,
Acleris aspersana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",32.0,36.0,2.0,,,197844.0,
Acleris bergmanniana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF,iNat",39.0,42.0,2.0,,,224853.0,
Acleris boscanoides,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",7.0,7.0,0.0,,,379392.0,
Acleris brigantiensis,Arthropoda,Insecta,Lepidoptera,Tortricidae,LF,,,,,gap,,
Acleris caledoniana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",1.0,1.0,1.0,,,205672.0,
Acleris comariana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",90.0,93.0,2.0,,,50161.0,
Acleris cristana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF,iNat",31.0,34.0,2.0,,,224855.0,
Acleris effractana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",13.0,17.0,2.0,,,212405.0,
Acleris emargana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF,iNat",68.0,77.0,5.0,,,212401.0,
Acleris ferrugana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF,iNat",56.0,63.0,2.0,,,198045.0,
Acleris fimbriana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",6.0,7.0,2.0,,,295279.0,
Acleris forsskaleana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF,iNat",94.0,101.0,1.0,,,66192.0,
Acleris hastiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF,iNat",118.0,132.0,5.0,,,91896.0,
Acleris hippophaeana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",9.0,13.0,1.0,,,468563.0,
Acleris holmiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF,iNat",30.0,46.0,1.0,,,178228.0,
Acleris hyemana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",15.0,18.0,1.0,,,183379.0,
Acleris implexana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",39.0,42.0,2.0,,,20749.0,
Acleris kochiella,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",11.0,11.0,1.0,,,205673.0,
Acleris lacordairana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",8.0,9.0,1.0,,,279589.0,
Acleris laterana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF,iNat",45.0,47.0,1.0,,,197847.0,
Acleris lipsiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",21.0,23.0,1.0,,,224858.0,
Acleris literana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF,iNat",17.0,23.0,1.0,,,258116.0,
Acleris logiana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF,iNat",69.0,75.0,2.0,,,15392.0,
Acleris lorquiniana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",7.0,8.0,1.0,,,286042.0,
Acleris maccana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",127.0,139.0,1.0,,,56118.0,
Acleris napaea,Arthropoda,Insecta,Lepidoptera,Tortricidae,"FE,LF",,,,,gap,,
Acleris nigrilineana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",4.0,4.0,1.0,,,286312.0,
Acleris notana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",42.0,53.0,3.0,,,198113.0,479171.0
Acleris obtusana,Arthropoda,Insecta,Lepidoptera,Tortricidae,"BOLD,FE,LF",5.0,5.0,1.0,,,286067.0,
