"species","num.records"
"Hydrophorus signifer",18
"Hydrophorus viridis",9
"Lamprochromus bifasciatus",53
"Lamprochromus semiflavus",3
"Ludovicius dufourii",10
"Ludovicius eucerus",7
"Medetera (Medetera) ambigua",37
"Medetera adjaniae",5
"Medetera cuspidata",12
"Medetera dendrobaena",71
"Medetera diadema",31
"Medetera freyi",10
"Medetera gracilicauda",8
"Medetera impigra",101
"Medetera incrassata",13
"Medetera micacea",51
"Medetera oscillans",7
"Medetera parenti",18
"Medetera plumbella",20
"Medetera seguyi",8
"Medetera takagii",17
"Medetera unisetosa",4
"Medetera zinovjevi",11
"Melanostolus melancholicus",21
"Micromorphus albipes",105
"Microphorella praecox",3
"Micropygus vagans",21
"Muscidideicus praetextatus",8
"Nematoproctus distendens",8
"Neurigona abdominalis",61
"Neurigona biflexa",36
"Neurigona erichsoni",9
"Ortochile nigrocoerulea",6
"Peloropeodes meridionalis",4
"Peodes forcipatus",3
"Poecilobothrus (Poecilobothrus) ducalis",18
"Poecilobothrus principalis",35
"Rhaphium albifrons",10
"Rhaphium albomaculatum",37
"Rhaphium antennatum",40
"Rhaphium auctum",68
"Rhaphium confine",25
"Rhaphium fascipes",23
"Rhaphium gravipes",7
"Rhaphium rivale",54
"Scellus dolichocerus",9
"Scellus notatus",238
"Schoenophilus versutus",28
"Sciapus contristans",70
"Sciapus heteropygus",24
"Sciapus laetus",43
"Sciapus lobipes",5
"Sciapus pallens",13
"Sybistroma discipes",25
"Sybistroma obscurellum",322
"Sympycnus cirripes",40
"Sympycnus kowarzi",3
"Sympycnus spiculatus",52
"Syntormon aulicum",55
"Syntormon bicolorellum",144
"Syntormon codinai",5
"Syntormon denticulatum",208
"Syntormon filiger",8
"Syntormon fuscipes",55
"Syntormon mikii",24
"Syntormon monile",59
"Syntormon pseudospicatum",13
"Syntormon pumilum",308
"Syntormon sulcipes",59
"Syntormon tarsatum",148
"Systenus bipartitus",59
"Systenus leucurus",27
"Systenus scholtzii",49
"Tachytrechus consobrinus",67
"Tachytrechus insignis",29
"Telmaturgus tumidulus",39
"Teuchophorus calcaratus",47
"Teuchophorus simplex",53
"Thinophilus flavipalpis",23
"Thrypticus divisus",16
"Thrypticus intercedens",12
"Thrypticus pollinosus",33
"Thrypticus smaragdinus",13
"Xanthochlorus luridus",20
"Acletoxenus formosus",28
"Amiota (Amiota) basdeni",17
"Amiota (Amiota) rufescens",10
"Amiota (Amiota) subtusradiata",11
"Amiota flavopruinosa",5
"Chymomyza distincta",11
"Chymomyza procnemoides",1
"Drosophila (Sophophora) eskoi",11
"Drosophila (Sophophora) helvetica",6
"Drosophila (Sophophora) ingrica",11
"Gitona distigma",18
"Hirtodrosophila confusa",75
"Hirtodrosophila subarctica",13
"Lordiphosa acuminata",8
"Lordiphosa hexasticha",4
"Microdrosophila (Oxystyloptera) zetterstedti",5
"Scaptodrosophila abditus",5
"Scaptodrosophila rufifrons",13
"Scaptomyza (Parascaptomyza) impunctata",25
"Scaptomyza (Scaptomyza) atlantica",10
"Stegana (Steganina) mehadiae",48
"Stegana hypoleuca",29
"Dryope flaveola",249
"Neuroctena anilis",1275
"Anthepiscopus oedalinus",7
"Chelifera aperticauda",5
"Chelifera diversicauda",26
"Chelifera monostigma",5
"Chelifera pectinicauda",28
"Chelifera serraticauda",3
"Chelipoda inexspectata",13
"Clinocera (Clinocera) schremmeri",4
"Clinocera (Kowarzia) azorica",6
"Clinocera (Kowarzia) bipunctata",100
"Clinocera (Kowarzia) dahli",3
"Dolichocephala woodi",10
"Empis (Anacrostichus) nitida",4
"Empis (Anacrostichus) verralli",48
"Empis (Coptophlebia) albinervis",183
"Empis (Coptophlebia) volucris",22
"Empis (Empis) albohirta",128
"Empis (Empis) bohemica",5
"Empis (Empis) laminata",13
"Empis (Empis) limata",6
"Empis (Empis) praevia",110
"Empis (Empis) woodi",9
"Empis (Leptempis) grisea",141
"Empis (Leptempis) pandellei",7
"Empis (Pachymeria) scotica",21
"Empis (Pachymeria) tumida",30
"Empis (Xanthempis) laetabilis",12
"Empis (Xanthempis) punctata",155
"Empis (Xanthempis) scutellata",93
"Empis (Xanthempis) semicinerea",11
"Hemerodromia baetica",34
"Hemerodromia laudatoria",10
"Hemerodromia unilineata",66
"Hilara albipennis",31
"Hilara albiventris",24
"Hilara anglodanica",110
"Hilara angustifrons",10
"Hilara apta",9
"Hilara brevivittata",14
"Hilara cantabrica",35
"Hilara clypeata",247
"Hilara fulvibarba",41
"Hilara hirtella",3
"Hilara hyposeta",5
"Hilara media",14
"Hilara merula",4
"Hilara morata",38
"Hilara platyura",174
"Hilara primula",11
"Hilara pseudocornicula",54
"Hilara quadriseta",10
"Hilara quadrula",8
"Hilara recedens",6
"Hilara styriaca",36
"Hilara ternovensis",26
"Hilara thoracica",158
"Kowarzia sexmaculata",5
"Kowarzia storai",1
"Rhamphomyia (Amydroneura) erythrophthalma",109
"Rhamphomyia (Amydroneura) hirsutipes",21
"Rhamphomyia (Holoclera) flaviventris",6
"Rhamphomyia (Holoclera) lamellata",20
"Rhamphomyia (Megacyttarus) gufitar",9
"Rhamphomyia (Megacyttarus) maculipennis",26
"Rhamphomyia (Pararhamphomyia) amoena",5
"Rhamphomyia (Pararhamphomyia) tipularia",26
"Rhamphomyia (Rhamphomyia) hambergi",6
"Rhamphomyia (Rhamphomyia) palmeni",7
"Rhamphomyia (Rhamphomyia) reflexa",16
"Rhamphomyia fascipennis",9
"Rhamphomyia lapponica",9
"Rhamphomyia sulcatina",13
"Wiedemannia (Chamaedipsia) lota",4
"Wiedemannia (Philolutra) phantasma",6
"Wiedemannia (Wiedemannia) insularis",42
"Actocetor (Actocetor) indicus",8
"Calocoenia (Leptocoenia) paurosoma",11
"Chlorichaeta albipennis",2
"Coenia vulgata",4
"Ditrichophora (Ditrichophora) nectens",17
"Ditrichophora (Gymnoclasiopa) cinerella",10
"Ditrichophora (Gymnoclasiopa) plumosa",46
"Ditrichophora (Gymnoclasiopa) psilopina",8
"Dryxo (Dryxo) ornata",1
"Eutaenionotum guttipennis",23
"Gymnoclasiopa flavoantennata",124
"Hecamedoides unispinosus",19
"Hyadina agostinhoi",8
"Hyadina scutellata",10
"Hyadina vockerothi",2
"Hydrellia amauropoda",3
"Hydrellia flavicornis",10
"Hydrellia fusca",6
"Hydrellia meigeni",6
"Hydrellia ranunculi",30
"Ilythea nebulosa",1
"Limnellia helmuti",1
"Mosillus subsultans",9
"Notiphila (Notiphila) aquatica",6
"Notiphila (Notiphila) nubila",14
"Notiphila brunipes",21
"Notiphila umbrosa",10
"Parydra (Chaetoapnaea) arctica",7
"Parydra (Chaetoapnaea) mitis",24
"Parydra (Parydra) undulata",7
"Parydroptera discomyzina",10
"Pelina (Telmatobia) aenescens",18
"Scatella (Teichomyza) fusca",6
"Scatophila pumilio",43
"Setacera breviventris",13
"Setacera trina",8
"Fannia carbonella",7
"Fannia stigi",9
"Fannia subatripes",6
"Fannia umbratica",20
"Eccoptomera microps",21
"Eccoptomera ornata",66
"Gymnomus sabroskyi",8
"Heleomyza (Heleomyza) borealis",21
"Heleomyza pleuralis",11
"Heteromyza commixta",68
"Morpholeria (Morpholeria) dudai",6
"Morpholeria (Spanoparea) kerteszii",9
"Neoleria maritima",15
"Neoleria propinqua",12
"Orbellia myiopiformis",10
"Scoliocentra (Scoliocentra) dupliciseta",27
"Suillia dumicola",222
"Suillia femoralis",5
"Suillia gigantea",18
"Suillia igori",7
"Suillia imberbis",78
"Suillia oldenbergii",7
"Suillia oxyphora",7
"Suillia univittata",10
"Tephrochlaena halterata",26
"Trixoscelis similis",47
"Crataerina acutipennis",1
"Bicellaria halterata",6
"Bicellaria mera",9
"Bicellaria nigrita",17
"Chersodromia arenaria",8
"Drapetis (Drapetis) disparilis",3
"Drapetis (Drapetis) exilis",42
"Drapetis (Drapetis) ingrica",3
"Drapetis (Drapetis) stackelbergi",6
"Euthyneura halidayi",41
"Euthyneura inermis",14
"Oedalea apicalis",33
"Platypalpus aeneus",9
"Platypalpus albifacies",42
"Platypalpus altuum",6
"Platypalpus aurantiacus",15
"Platypalpus caroli",13
"Platypalpus commutatus",5
"Platypalpus divisus",12
"Platypalpus excisus",35
"Platypalpus fasciatus",33
"Platypalpus incertus",29
"Platypalpus ingenuus",3
"Platypalpus laestadianorum",33
"Platypalpus leucocephalus",46
"Platypalpus leucothrix",20
"Platypalpus maculimanus",67
"Platypalpus melancholicus",19
"Platypalpus norvegicus",12
"Platypalpus ochrocerus",6
"Platypalpus pallidicoxa",5
"Platypalpus pallipes",82
"Platypalpus parvicauda",71
"Platypalpus praecinctus",17
"Platypalpus pseudociliaris",12
"Platypalpus rapidoides",11
"Platypalpus sahlbergi",12
"Platypalpus stigma",14
"Platypalpus sylvicola",6
"Platypalpus tonsus",24
"Platypalpus unicus",8
"Stilpon (Stilpon) sublunatus",40
"Tachydromia acklandi",15
"Tachydromia calcarata",1
"Tachydromia connexa",23
"Tachydromia costalis",23
"Tachydromia halidayi",22
"Tachydromia lundstroemi",10
"Tachydromia punctifera",5
"Antlemon (Antlemonopsis) servulum",21
"Keroplatus dispar",144
"Macrocera anglica",36
"Macrocera aquilonia",4
"Macrocera azorica",6
"Macrocera crassicornis",8
"Orfelia unicolor",13
"Pyratula perpusilla",8
"Calliopum geniculatum",49
"Calliopum tuberculosum",198
"Homoneura biumbrata",8
"Homoneura consobrina",21
"Homoneura limnea",6
"Homoneura patelliformis",8
"Homoneura tenera",24
"Homoneura tesquae",15
"Homoneura thalhammeri",21
"Lauxania (Callixania) minor",7
"Lyciella illota",333
"Lyciella laeta",224
"Lyciella rorida",1020
"Lyciella vittata",97
"Meiosimyza laeta",224
"Meiosimyza stylata",167
"Meiosimyza subpallidiventris",6
"Minettia (Minettia) flaviventris",12
"Minettia (Minettia) styriaca",6
"Minettia (Minettia) tubifer",10
"Peplomyza discoidea",50
"Sapromyza (Sapromyza) amabilis",55
"Sapromyza (Sapromyza) obsoleta",16
"Sapromyza (Sapromyza) teneriffensis",3
"Sapromyza (Sapromyzosoma) quadricincta",42
"Sapromyza beckeriana",9
"Sapromyza halidayi",9
"Sapromyza tinguarrae",4
"Sapromyzosoma senilis",336
"Arctoconopa melampodia",26
"Austrolimnophila benoisti",1701
"Chionea (Chionea) alpina",8
"Chionea (Chionea) racovitzai",104
"Chionea (Sphaeconophilus) arverna",39
"Chionea (Sphaeconophilus) besucheti",39
"Chionea (Sphaeconophilus) catalonica",8
"Chionea (Sphaeconophilus) jurassica",39
"Dicranomyia (Idiopyga) lackschewitzi",5
"Dicranomyia (Sivalimnobia) aquosa",99
"Dicranomyia azorica",4
"Dicranomyia goritiensis",42
"Dicranomyia lucida",185
"Dicranomyia michaeli",26
"Dicranomyia ornata",59
"Dicranoptycha (Dicranoptycha) cinerascens",5
"Ellipteroides (Ellipteroides) galamusensis",237
"Ellipteroides (Ellipteroides) lateralis",237
"Eloeophila apicata",84
"Eloeophila verralli",59
"Erioptera (Erioptera) flavissima",5
"Erioptera (Erioptera) limbata",15
"Erioptera (Erioptera) meijerei",40
"Erioptera (Erioptera) pederi",10
"Erioptera (Erioptera) verralli",46
"Erioptera (Mesocyphona) bivittata",21
"Euphylidorea lineola",389
"Geranomyia atlantica",6
"Geranomyia bezzii",9
"Gonomyia (Gonomyia) bifida",46
"Gonomyia (Prolipophleps) abbreviata",41
"Gonomyia (Teuchogonomyia) edwardsi",5
"Hexatoma (Hexatoma) bicolor",63
"Hoplolabis (Parilisia) yezoana",10
"Idiocera (Idiocera) punctata",6
"Idiocera (Idiocera) sexguttata",8
"Idioptera macropteryx",390
"Limonia (Rhipidia) ctenophora",28
"Limonia (Rhipidia) pauperior",1827
"Limonia alpicola",1065
"Limonia masoni",338
"Lipsothrix nervosa",199
"Lipsothrix remota",451
"Molophilus (Molophilus) czizeki",19
"Molophilus (Molophilus) niger",52
"Molophilus (Molophilus) pusillus",125
"Molophilus (Molophilus) serpentiger",413
"Molophilus (Molophilus) variispinus",39
"Neolimnomyia (Brachylimnophila) adjuncta",399
"Neolimnomyia (Neolimnomyia) filata",420
"Ormosia (Ormosia) albitibia",136
"Ormosia (Ormosia) bicornis",27
"Paradelphomyia (Oxyrhiza) czizekiana",7
"Paradelphomyia (Oxyrhiza) dalei",109
"Paradelphomyia (Oxyrhiza) nielseni",60
"Prionolabis cognata",2
"Rhabdomastix (Sacandaga) edwardsi",88
"Rhabdomastix (Sacandaga) inclinata",8
"Symplecta (Psiloconopa) pusilla",5
"Symplecta (Symplecta) intermedia",15
"Tasiocera (Dasymolophilus) halesus",4
"Tasiocera (Dasymolophilus) robusta",49
"Thaumastoptera calceata",149
"Dasiops appendiculus",17
"Dasiops facialis",12
"Dasiops hennigi",8
"Dasiops latifrons",5
"Dasiops trichosternalis",4
"Earomyia virilis",9
"Lonchaea albitarsis",12
"Lonchaea caledonica",23
"Lonchaea carpathica",20
"Lonchaea caucasica",7
"Lonchaea contraria",5
"Lonchaea laxa",10
"Lonchaea mallochi",23
"Lonchaea sororcula",5
"Lonchaea stackelbergi",8
"Lonchaea subneatosa",12
"Setisquamalonchaea fumosa",181
"Micropeza grallatrix",7
"Neria longiceps",11
"Neria octoannulata",3
"Desmometopa microps",5
"Madiza britannica",10
"Milichia speciosa",10
"Neophyllomyza leanderi",10
"Phyllomyza donisthorpei",10
"Phyllomyza flavitarsis",14
"Phyllomyza formicae",18
"Phyllomyza tetragona",30
"Atherigona laevigata",1
"Brontaea humilis",64
"Brontaea tonitrui",3
"Coenosia (Dexiopsis) minutalis",15
"Coenosia antennata",40
"Coenosia cingulipes",143
"Coenosia dealbata",9
"Coenosia distinguens",32
"Coenosia emiliae",6
"Coenosia femoralis",142
"Coenosia freyi",4
"Coenosia karli",21
"Coenosia stigmatica",11
"Coenosia vibrissata",5
"Eudasyphora cyanicolor",463
"Helina almeriensis",4
"Helina arctata",8
"Helina bohemani",5
"Helina clara",20
"Helina deleta",1
"Helina obscurisquama",4
"Helina pulchella",5
"Helina quadrinotata",10
"Helina sexmaculata",71
"Helina tetrastigma",6
"Helina veterana",197
"Hydrotaea cinerea",27
"Limnophora bipunctata",8
"Limnophora exuta",11
"Limnophora nigripes",37
"Limnophora nitidithorax",5
"Limnophora quaterna",4
"Limnophora scrupulosa",14
"Lispe hydromyzina",5
"Lispe loewi",19
"Lispocephala mikii",6
"Lispocephala rubricornis",6
"Musca biseta",6
"Musca osiris",42
"Phaonia bitincta",11
"Phaonia cincta",28
"Phaonia czernyi",14
"Phaonia fusca",7
"Phaonia gracilis",25
"Phaonia kowarzii",5
"Phaonia mediterranea",11
"Phaonia scutellata",6
"Phaonia sordidisquama",9
"Phaonia zugmayeriae",13
"Spilogona brunneifrons",6
"Spilogona litorea",9
"Spilogona marina",36
"Spilogona palmeni",4
"Spilogona solitariana",32
"Spilogona triangulifera",26
"Thricops (Lasiops) furcatus",6
"Thricops rostratus",22
"Villeneuvia aestuum",12
"Allodia (Brachycampta) westerholti",11
"Anatella flavicauda",11
"Azana flavohalterata",98
"Boletina nigrofusca",38
"Brachypeza (Brachypeza) radiata",11
"Brevicornu (Brevicornu) boreale",4
"Brevicornu disjunctum",7
"Cordyla styliforceps",9
"Docosia expectata",11
"Docosia muelleri",9
"Exechia bicincta",25
"Exechia praedita",6
"Leia arsona",12
"Leia piffardi",5
"Leia winthemii",119
"Mycetophila atlantica",7
"Mycetophila czizekii",5
"Mycetophila estonica",8
"Mycetophila freyii",5
"Mycetophila gentilicia",6
"Mycetophila sigillata",12
"Mycetophila tridentata",28
"Mycomya (Mycomya) norna",9
"Mycomya (Mycomya) thula",2
"Mycomya alpina",9
"Mycomya digitifera",6
"Mycomya heydeni",11
"Mycomya hiisi",6
"Mycomya indistincta",4
"Mycomya penicillata",33
"Neuratelia nigricornis",38
"Opsion cryptocauda",13
"Paratinia spinistylus",25
"Phronia fennica",4
"Phronia taczanowskyi",9
"Polylepta zonata",6
"Rymosia azorensis",1
"Rymosia coulsoni",31
"Rymosia lundstroemi",4
"Sceptonia longiseta",16
"Sciophila bicuspidata",7
"Sciophila fuliginosa",4
"Sciophila hirta",62
"Sciophila interrupta",15
"Sciophila jakutica",37
"Sciophila persubtilis",13
"Synplasta sintenisi",12
"Trichonta falcata",20
"Trichonta icenica",10
"Trichonta perspicua",9
"Zygomyia semifusca",82
"Cyrtosia canariensis",3
"Glabellula canariensis",4
"Azorastia minutissima",5
"Hirmoneura obscura",5
"Nemestrinus perezii",8
"Trichopsidea costata",2
"Nycteribia (Nycteribia) pedicularia",5
"Neoalticomerus formosus",12
"Odinia maculata",29
"Odinia xanthocera",7
"Geomyza angustipennis",7
"Geomyza nartshukae",81
"Geomyza paganettii",3
"Geomyza subnigra",32
"Palloptera marginata",12
"Temnosira ambusta",22
"Toxoneura ephippium",18
"Toxoneura laetabilis",10
"Toxoneura modesta",123
"Toxoneura muliebris",378
"Toxoneura quinquemaculata",285
"Toxoneura trimacula",177
"Toxoneura usta",184
"Toxoneura venusta",26
"Dicranota (Dicranota) crassicauda",5
"Periscelis (Periscelis) annulipes",5
"Stenomicra cogani",25
"Stenomicra delicata",5
"Anevrina unispinosa",41
"Beckerina umbrimargo",21
"Borophaga (Borophaga) irregularis",6
"Chaetopleurophora bohemanni",5
"Diplonevra (Diplonevra) oldenbergi",5
"Diplonevra (Tristoechia) abbreviata",7
"Gymnophora forresteri",16
"Gymnoptera longicostalis",7
"Gymnoptera vitripennis",6
"Megaselia (Aphiochaeta) alticolella",5
"Megaselia (Aphiochaeta) angularis",4
"Megaselia (Aphiochaeta) aquilonia",3
"Megaselia (Aphiochaeta) armata",11
"Megaselia (Aphiochaeta) beckeri",13
"Megaselia (Aphiochaeta) communiformis",7
"Megaselia (Aphiochaeta) curvicapilla",16
"Megaselia (Aphiochaeta) fenestralis",3
"Megaselia (Aphiochaeta) furva",11
"Megaselia (Aphiochaeta) fusciclava",7
"Megaselia (Aphiochaeta) fuscipalpis",11
"Megaselia (Aphiochaeta) gargarans",3
"Megaselia (Aphiochaeta) hirsuta",8
"Megaselia (Aphiochaeta) hortensis",3
"Megaselia (Aphiochaeta) indifferens",10
"Megaselia (Aphiochaeta) intonsa",5
"Megaselia (Aphiochaeta) latifrons",7
"Megaselia (Aphiochaeta) major",10
"Megaselia (Aphiochaeta) pectorella",16
"Megaselia (Aphiochaeta) pectunculata",5
"Megaselia (Aphiochaeta) posticata",4
"Megaselia (Aphiochaeta) protarsalis",8
"Megaselia (Aphiochaeta) rudis",7
"Megaselia (Aphiochaeta) setulipalpis",14
"Megaselia (Aphiochaeta) specularis",10
"Megaselia (Aphiochaeta) spinata",12
"Megaselia (Aphiochaeta) stichata",12
"Megaselia (Aphiochaeta) subcarpalis",14
"Megaselia (Aphiochaeta) superciliata",11
"Megaselia (Aphiochaeta) umbrata",4
"Megaselia (Aphiochaeta) unguicularis",4
"Megaselia (Aphiochaeta) unicolor",13
"Megaselia (Megaselia) angelicae",5
"Megaselia (Megaselia) angustiata",7
"Megaselia (Megaselia) arquata",5
"Megaselia (Megaselia) breviterga",18
"Megaselia (Megaselia) coaetanea",5
"Megaselia (Megaselia) collini",9
"Megaselia (Megaselia) costalis",13
"Megaselia (Megaselia) eisfelderae",8
"Megaselia (Megaselia) erecta",6
"Megaselia (Megaselia) fusca",11
"Megaselia (Megaselia) fuscinervis",9
"Megaselia (Megaselia) fuscoides",6
"Megaselia (Megaselia) latipalpis",5
"Megaselia (Megaselia) longipalpis",26
"Megaselia (Megaselia) lutescens",8
"Megaselia (Megaselia) mixta",10
"Megaselia (Megaselia) nigrescens",13
"Megaselia (Megaselia) offuscata",6
"Megaselia (Megaselia) oxybelorum",8
"Megaselia (Megaselia) pallidizona",7
"Megaselia (Megaselia) plurispinulosa",14
"Megaselia (Megaselia) praeacuta",6
"Megaselia (Megaselia) prodroma",10
"Megaselia (Megaselia) propinqua",22
"Megaselia (Megaselia) pseudogiraudii",6
"Megaselia (Megaselia) pulicaria",48
"Megaselia (Megaselia) pygmaea",23
"Megaselia (Megaselia) rubescens",6
"Megaselia (Megaselia) septentrionalis",6
"Megaselia (Megaselia) stigmatica",5
"Megaselia (Megaselia) sulphuripes",11
"Megaselia (Megaselia) surdifrons",5
"Megaselia (Megaselia) sylvatica",21
"Megaselia (Megaselia) tumida",18
"Megaselia (Megaselia) ustulata",10
"Megaselia bovista",5
"Megaselia gartensis",8
"Megaselia immodensior",6
"Megaselia labellaspinata",7
"Megaselia limburgensis",29
"Megaselia mcleani",9
"Megaselia nudiventris",27
"Megaselia oweni",6
"Megaselia pictorufa",7
"Megaselia rubricornis",3
"Megaselia solitaria",12
"Megaselia styloprocta",13
"Metopina heselhausi",4
"Metopina pileata",6
"Phora bullata",8
"Phora indivisa",3
"Phora penicillata",13
"Phora praepandens",15
"Phora speighti",6
"Plectanocnema nudipes",17
"Pseudacteon formicarum",11
"Triphleba palposa",4
"Triphleba renidens",14
"Triphleba smithi",6
"Triphleba trinervis",5
"Woodiphora (Woodiphora) retroversa",6
"Actenoptera hilarella",21
"Parapiophila caerulescens",88
"Parapiophila lonchaeoides",16
"Thyreophora cynophila",12
"Cephalops (Beckerias) pannonicus",15
"Cephalops (Semicephalops) straminipes",10
"Cephalops chlorionae",10
"Cephalops semifumosus",107
"Claraeola melanostola",5
"Dorylomorpha (Dorylomorpha) rufipes",19
"Dorylomorpha (Dorylomyza) anderssoni",23
"Dorylomorpha (Dorylomyza) canadensis",21
"Dorylomorpha (Dorylomyza) hackmani",10
"Dorylomorpha (Dorylomyza) hungarica",24
"Dorylomorpha (Dorylomyza) onegensis",4
"Dorylomorpha (Dorylomyza) praetermissa",7
"Dorylomorpha platystylis",16
"Eudorylas fascipes",9
"Eudorylas fusculus",15
"Eudorylas jucundus",13
"Eudorylas straminipes",10
"Eudorylas unicolor",13
"Jassidophaga pilosa",54
"Jassidophaga setosa",46
"Jassidophaga villosa",84
"Pipunculus balticus",42
"Pipunculus fonsecai",23
"Pipunculus lichtwardti",7
"Tomosvaryella glabrum",3
"Tomosvaryella littoralis",10
"Callomyia elegans",7
"Microsania pallipes",35
"Microsania straeleni",18
"Platypeza fasciata",45
"Platypezina connexa",24
"Polyporivora boletina",18
"Rivellia hispanica",7
"Chamaepsila buccata",49
"Chamaepsila clunalis",10
"Chamaepsila humeralis",97
"Chamaepsila limbatella",83
"Chamaepsila longipennis",9
"Chamaepsila luteola",8
"Chamaepsila morio",33
"Chamaepsila pallida",149
"Chamaepsila persimilis",47
"Chamaepsila unilineata",24
"Chamaepsila villosula",4
"Psila (Freyopsila) sibirica",12
"Psila (Psila) hennigi",439
"Bazarella atra",4
"Bazarella neglecta",13
"Bazarella subneglecta",98
"Clogmia albipunctatus",1549
"Clogmia rothschildi",37
"Clytocerus (Clytocerus) rivosus",9
"Jungiella (Jungiella) parvula",6
"Jungiella (Jungiella) soleata",4
"Jungiella (Parajungiella) consors",23
"Panimerus albomaculatus",180
"Panimerus goetghebueri",4
"Panimerus intellegus",16
"Panimerus notabilis",5
"Pericoma (Pericoma) exquisita",10
"Peripsychoda fusca",47
"Pneumia bucegiana",45
"Psychoda brevicornis",15
"Psychoda buxtoni",7
"Psychoda itoco",59
"Psychoda parthenogenetica",5
"Psychoda surcoufi",24
"Saraiella crypta",2
"Satchelliella borealis",88
"Satchelliella canescens",8
"Satchelliella compta",30
"Satchelliella extricata",18
"Satchelliella gracilis",4
"Satchelliella mutua",123
"Satchelliella pilularia",27
"Satchelliella stammeri",44
"Seoda britteni",8
"Seoda similis",8
"Telmatoscopus advenus",12
"Telmatoscopus ambigus",11
"Telmatoscopus morulus",10
"Telmatoscopus parvulus",6
"Trichomyia parvula",2
"Chrysopilus splendidus",33
"Chrysopilus torrentium",4
"Ptiolina nitida",19
"Rhagio tristis",271
"Phyto discrepans",25
"Agria mamillata",13
"Amobia oculata",7
"Blaesoxipha (Blaesoxipha) lapidosa",5
"Blaesoxipha (Servaisia) rossica",9
"Metopia grandii",25
"Nyctia lugubris",8
"Sarcophaga (Helicophagella) maculata",4
"Sarcophaga (Thyrsocnema) belgiana",6
"Taxigramma elegantula",17
"Taxigramma heteroneurum",5
"Acanthocnema glaucescens",16
"Acanthocnema nigrimana",12
"Bostrichopyga crassipes",4
"Cleigastra cryophila",9
"Cochliarium albipila",7
"Cochliarium cuneiventris",17
"Conisternum decipiens",41
"Conisternum obscurum",57
"Conisternum tinctinerve",38
"Cordilura proboscidea",25
"Cosmetopus ringdahli",4
"Gonarcticus antennata",6
"Megaphthalmoides unilineata",80
"Microprosopa frontata",35
"Nanna albipila",128
"Nanna bispinosa",19
"Nanna mensurata",113
"Nanna minuta",232
"Nanna nigrifrontata",133
"Nanna nigripes",133
"Nanna nutans",133
"Norellia spinipes",125
"Norellisoma opacum",74
"Norellisoma striolatum",3
"Parallelomma flavum",20
"Scathophaga parviceps",187
"Scathophaga scybalaria",121
"Scathophaga suilla",1020
"Spaziphora fascipes",148
"Trichopalpus (Huckettia) lacteipennis",5
"Trichopalpus obscurella",9
"Anapausis floricola",8
"Anapausis helvetica",5
"Anapausis inermis",5
"Anapausis soluta",46
"Anapausis talpae",9
"Apiloscatopse subgracilis",9
"Aspistes berolinensis",11
"Colobostema flavimanum",48
"Colobostema infumatum",75
"Colobostema nigripenne",75
"Ectaetia clavipes",16
"Ectaetia platyscelis",8
"Ferneiella incompleta",16
"Holoplagia richardsi",15
"Holoplagia transversalis",15
"Parascatopse minutissima",4
"Reichertella (Reichertella) geniculata",43
"Reichertella (Reichertella) nigra",5
"Reichertella (Reichertella) pulicaria",15
"Rhegmoclemina hungarica",4
"Rhegmoclemina vaginata",6
"Scatopse lapponica",13
"Swammerdamella acuta",17
"Swammerdamella brevicornis",108
"Swammerdamella genypodis",8
"Thripomorpha bifida",56
"Thripomorpha cooki",27
"Thripomorpha coxendix",75
"Thripomorpha paludicola",30
"Bradysia arcana",12
"Bradysia diversiabdominalis",15
"Corynoptera vagula",11
"Corynoptera waltraudis",6
"Cratyna (Plastosciara) breviflagellata",4
"Ctenosciara exigua",5
"Hyperlasion viridiventris",7
"Lycoriella (Hemineurina) globiceps",29
"Lycoriella (Hemineurina) vitticollis",7
"Lycoriella (Lycoriella) castanescens",11
"Lycoriella (Lycoriella) subterranea",5
"Phytosciara flavipes",153
"Scatopsciara nacta",12
"Xylosciara (Xylosciara) betulae",2
"Colobaea nigroaristata",4
"Elgiva divisa",10
"Pherbellia hackmani",4
"Pherbellia knutsoni",12
"Pherbellia limbata",6
"Sepsis (Sepsis) macrochaetophora",2
"Simulium (Eusimulium) azorense",24
"Simulium (Eusimulium) silvaticum",3
"Simulium (Eusimulium) velutinum",14
"Simulium (Nevermannia) carpathicum",5
"Simulium (Nevermannia) naturale",7
"Simulium (Pomeroyellum) unicornutum",1
"Simulium sicanum",70
"Crumomyia nigra",29
"Elachisoma pilosum",14
"Ischiolepta denticulata",89
"Ischiolepta scabricula",5
"Lotobia africana",6
"Lotobia pallidiventris",6
"Minilimosina (Minilimosina) baculum",10
"Minilimosina (Minilimosina) bicuspis",8
"Minilimosina unica",6
"Norrbomia nilotica",42
"Norrbomia unicolor",42
"Opalimosina calcarifera",4
"Opalimosina collini",24
"Opalimosina denticulata",6
"Opalimosina simplex",5
"Paralimosina kaszabi",12
"Phthitia spinosa",6
"Poecilosomella angulata",2
"Pseudocollinella jorlii",10
"Puncticorpus cribratum",8
"Rachispoda (Leptocera) varicornis",13
"Rachispoda (Poecilosomella) acrosticalis",2
"Rachispoda (Rachispoda) atrolimosa",10
"Rachispoda lugubrina",6
"Rachispoda lutosoidea",44
"Spelobia (Spelobia) ibrida",7
"Spelobia (Spelobia) ochripes",199
"Spelobia (Spelobia) ulla",4
"Spelobia baezi",6
