species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Acossus terebra,Arthropoda,Insecta,Lepidoptera,Cossidae,"BOLD,FE,LF",6.0,13.0,1.0,,,370717.0
Cossus cossus,Arthropoda,Insecta,Lepidoptera,Cossidae,"BOLD,FE,LF,iNat",74.0,94.0,15.0,,,204466.0
Cryptoholcocerus daghestanica,Arthropoda,Insecta,Lepidoptera,Cossidae,LF,,,,,gap,
Deserticossus arenicola,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",0.0,2.0,0.0,,gap,1162115.0
Deserticossus campicola,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",0.0,2.0,0.0,,gap,1162107.0
Deserticossus sareptensis,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Deserticossus volgensis,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",0.0,1.0,0.0,,gap,1162106.0
Dyspessa aculeata,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Dyspessa aphrodite,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Dyspessa emilia,Arthropoda,Insecta,Lepidoptera,Cossidae,LF,,,,,gap,
Dyspessa infuscata,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Dyspessa kostjuki,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Dyspessa pallidata,Arthropoda,Insecta,Lepidoptera,Cossidae,LF,,,,,gap,
Dyspessa peukerae,Arthropoda,Insecta,Lepidoptera,Cossidae,LF,,,,,gap,
Dyspessa psychidion,Arthropoda,Insecta,Lepidoptera,Cossidae,BOLD,7.0,7.0,1.0,,,448273.0
Dyspessa salicicola,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",8.0,8.0,3.0,,,907705.0
Dyspessa ulula,Arthropoda,Insecta,Lepidoptera,Cossidae,"BOLD,FE,LF",48.0,55.0,9.0,,,266454.0
Dyspessa wagneri,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Eremocossus almeriana,Arthropoda,Insecta,Lepidoptera,Cossidae,LF,,,,,gap,
Eremocossus foeda,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,FD,gap,
Eremocossus friedrichi,Arthropoda,Insecta,Lepidoptera,Cossidae,LF,,,,,gap,
Hypopta sheljuzhkoi,Arthropoda,Insecta,Lepidoptera,Cossidae,BOLD,2.0,2.0,0.0,,,961172.0
Kotchevnik durrelli,Arthropoda,Insecta,Lepidoptera,Cossidae,LF,0.0,1.0,0.0,,gap,1162110.0
Kotchevnik modestus,Arthropoda,Insecta,Lepidoptera,Cossidae,LF,0.0,3.0,0.0,,gap,1162109.0
Meharia scythica,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Paracossulus thrips,Arthropoda,Insecta,Lepidoptera,Cossidae,"BOLD,FE,LF",9.0,11.0,1.0,,,759833.0
Parahypopta caestrum,Arthropoda,Insecta,Lepidoptera,Cossidae,"BOLD,FE,LF",5.0,5.0,1.0,,,519540.0
Parahypopta radoti,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Paropta l-nigrum,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Paropta paradoxus,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",1.0,1.0,0.0,,,961170.0
Phragmacossia albida,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Phragmacossia minos,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Phragmataecia castaneae,Arthropoda,Insecta,Lepidoptera,Cossidae,"BOLD,FE,LF,iNat",30.0,33.0,2.0,,,197717.0
Phragmataecia pacifica,Arthropoda,Insecta,Lepidoptera,Cossidae,LF,,,,,gap,
Stygia australis,Arthropoda,Insecta,Lepidoptera,Cossidae,"BOLD,FE,LF",2.0,2.0,0.0,,,1068620.0
Stygia hades,Arthropoda,Insecta,Lepidoptera,Cossidae,FE,,,,,gap,
Stygia mosulensis,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Stygia nilssoni,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Stygioides colchica,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,FD,gap,
Stygioides italica,Arthropoda,Insecta,Lepidoptera,Cossidae,LF,0.0,3.0,0.0,,gap,1162241.0
Stygioides persephone,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Stygioides tricolor,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,FD,gap,
Wiltshirocossus aries,Arthropoda,Insecta,Lepidoptera,Cossidae,"FE,LF",,,,,gap,
Zeuzera pyrina,Arthropoda,Insecta,Lepidoptera,Cossidae,"BOLD,FE,LF,iNat",58.0,83.0,6.0,,,179168.0
