species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Acanthophila alacella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,BOLD,0.0,2.0,0.0,,gap,255639.0,
Acompsia antirrhinella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",2.0,2.0,1.0,,,266493.0,
Acompsia baldizzonei,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,LF",3.0,3.0,1.0,,,768531.0,
Acompsia caucasella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,LF,,,,,gap,,
Acompsia cinerella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF,iNat",58.0,64.0,1.0,,,179151.0,
Acompsia delmastroella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",3.0,4.0,1.0,,,246282.0,
Acompsia dimorpha,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",2.0,2.0,1.0,,,275528.0,
Acompsia maculosella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",17.0,18.0,2.0,,,255654.0,
Acompsia minorella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"FE,LF",,,,,gap,,
Acompsia muellerrutzi,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"FE,LF",,,,,gap,,
Acompsia ponomarenkoae,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",3.0,3.0,1.0,,,404700.0,
Acompsia pyrenaella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",8.0,9.0,3.0,,,275527.0,
Acompsia schmidtiellus,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",11.0,12.0,1.0,,,261746.0,
Acompsia subpunctella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",3.0,3.0,1.0,,,286442.0,
Acompsia tripunctella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",72.0,75.0,5.0,,,246289.0,
Agnippe echinuloides,Arthropoda,Insecta,Lepidoptera,Gelechiidae,LF,2.0,5.0,1.0,,,481059.0,
Agnippe lunaki,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",3.0,4.0,1.0,,,956447.0,
Agnippe pseudolella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"FE,LF",5.0,6.0,2.0,,,956448.0,
Agonochaetia intermedia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",4.0,5.0,1.0,,,377830.0,
Agonochaetia quartana,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"FE,LF",,,,,gap,,
Agonochaetia terrestrella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",4.0,4.0,2.0,,,377831.0,
Altenia elsneriella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",4.0,6.0,1.0,,,472491.0,
Altenia mersinella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",1.0,2.0,0.0,,,804142.0,
Altenia modesta,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",4.0,6.0,1.0,,,472504.0,
Altenia perspersella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",10.0,10.0,1.0,,,71825.0,
Altenia scriptella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF,iNat",27.0,32.0,2.0,,,255627.0,
Altenia wagneriella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",2.0,3.0,1.0,,,745323.0,
Amblypalpis olivierella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,LF,,,,,gap,,
Anacampsis blattariella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF,iNat",42.0,46.0,2.0,,,197849.0,
Anacampsis fuscella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",6.0,6.0,1.0,,,286441.0,
Anacampsis hirsutella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,886811.0,
Anacampsis malella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"FE,LF",,,,,gap,,
Anacampsis obscurella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF",12.0,12.0,1.0,,,261723.0,
Anacampsis populella,Arthropoda,Insecta,Lepidoptera,Gelechiidae,"BOLD,FE,LF,iNat",37.0,42.0,1.0,,,179178.0,
