species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Leucoptera aceris,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF",,,,,gap,
Leucoptera adenocarpella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF",,,,,gap,
Leucoptera andalusica,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,1138994.0
Leucoptera astragali,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF",,,,,gap,
Leucoptera calycotomella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF",,,,,gap,
Leucoptera coronillae,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF",,,,,gap,
Leucoptera cytisanthi,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,LF,,,,,gap,
Leucoptera cytisiphagella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF",,,,,gap,
Leucoptera genistae,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",0.0,2.0,0.0,,gap,641404.0
Leucoptera heringiella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",6.0,7.0,1.0,,,769717.0
Leucoptera laburnella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",35.0,61.0,1.0,,,183055.0
Leucoptera lathyrifoliella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",4.0,7.0,1.0,,,295259.0
Leucoptera lotella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF,iNat",,,,,gap,
Leucoptera lustratella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",2.0,2.0,1.0,,,345487.0
Leucoptera malifoliella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",29.0,34.0,3.0,,,271582.0
Leucoptera nieukerkeni,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF",,,,,gap,
Leucoptera onobrychidella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF",,,,,gap,
Leucoptera orobi,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",7.0,8.0,1.0,,,295260.0
Leucoptera sinuella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",16.0,17.0,1.0,,,286174.0
Leucoptera spartifoliella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF,iNat",17.0,26.0,2.0,,,261738.0
Leucoptera thessalica,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF",,,,,gap,
Leucoptera zanclaeella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF",,,,,gap,
Lyonetia clerkella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF,iNat",156.0,191.0,2.0,,,197942.0
Lyonetia daphneella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,BOLD,1.0,3.0,1.0,,,722626.0
Lyonetia ledi,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",31.0,32.0,3.0,,,249004.0
Lyonetia padifoliella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,LF",7.0,10.0,1.0,,,726753.0
Lyonetia prunifoliella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",108.0,136.0,4.0,,,73641.0
Lyonetia pulverulentella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",387.0,389.0,1.0,,,295261.0
Phyllobrostis daphneella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,981216.0
Phyllobrostis eremitella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF",,,,,gap,
Phyllobrostis fregenella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF",,,,,gap,
Phyllobrostis hartmanni,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"BOLD,FE,LF",3.0,3.0,1.0,,,255743.0
Phyllobrostis jedmella,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,"FE,LF",,,,,gap,
Phyllobrostis minoica,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,LF,,,,,gap,
