species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Antispila ampelopsifoliella,Arthropoda,Insecta,Lepidoptera,Heliozelidae,FE,,,,,gap,,
Antispila metallella,Arthropoda,Insecta,Lepidoptera,Heliozelidae,"BOLD,FE,LF,iNat",3.0,7.0,1.0,,,354155.0,
Antispila treitschkiella,Arthropoda,Insecta,Lepidoptera,Heliozelidae,"BOLD,FE,LF",52.0,53.0,3.0,LF,,375990.0,542919.0
Antispilina ludwigi,Arthropoda,Insecta,Lepidoptera,Heliozelidae,"BOLD,FE,LF",9.0,9.0,1.0,,,375987.0,
Aspilanta oinophylla,Arthropoda,Insecta,Lepidoptera,Heliozelidae,"BOLD,LF",45.0,50.0,1.0,,,989272.0,
Coptodisca juglandiella,Arthropoda,Insecta,Lepidoptera,Heliozelidae,"BOLD,LF",4.0,6.0,1.0,,,594450.0,
Coptodisca lucifluella,Arthropoda,Insecta,Lepidoptera,Heliozelidae,"BOLD,LF",40.0,48.0,1.0,,,531394.0,
Coptodisca splendoriferella,Arthropoda,Insecta,Lepidoptera,Heliozelidae,LF,8.0,17.0,2.0,,,530803.0,
Heliozela hammoniella,Arthropoda,Insecta,Lepidoptera,Heliozelidae,"BOLD,FE,LF",6.0,9.0,1.0,,,295258.0,
Heliozela lithargyrellum,Arthropoda,Insecta,Lepidoptera,Heliozelidae,"FE,LF",,,,,gap,,
Heliozela resplendella,Arthropoda,Insecta,Lepidoptera,Heliozelidae,"BOLD,FE,LF",11.0,11.0,1.0,,,295257.0,
Heliozela sericiella,Arthropoda,Insecta,Lepidoptera,Heliozelidae,"BOLD,FE,LF",9.0,14.0,1.0,,,271561.0,
Holocacista rivillei,Arthropoda,Insecta,Lepidoptera,Heliozelidae,"BOLD,FE,LF",8.0,8.0,1.0,,,378673.0,
