species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Mompha bradleyi,Arthropoda,Insecta,Lepidoptera,Momphidae,"FE,LF",,,,,gap,
Mompha confusella,Arthropoda,Insecta,Lepidoptera,Momphidae,"FE,LF",,,,,gap,
Mompha conturbatella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF",76.0,82.0,1.0,,,91846.0
Mompha divisella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF",18.0,19.0,1.0,,,286124.0
Mompha epilobiella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF",96.0,104.0,1.0,,,198128.0
Mompha idaei,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF",67.0,70.0,1.0,,,18346.0
Mompha jurassicella,Arthropoda,Insecta,Lepidoptera,Momphidae,"FE,LF",,,,LF,gap,
Mompha lacteella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF",25.0,31.0,1.0,,,258069.0
Mompha langiella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF,iNat",70.0,75.0,1.0,,,258070.0
Mompha locupletella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF",23.0,24.0,2.0,,,197852.0
Mompha meridionella,Arthropoda,Insecta,Lepidoptera,Momphidae,"FE,LF",,,,,gap,
Mompha miscella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF",57.0,60.0,4.0,,,261771.0
Mompha ochraceella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF",2.0,4.0,1.0,,,197967.0
Mompha propinquella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF",18.0,21.0,1.0,,,197922.0
Mompha raschkiella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF,iNat",23.0,32.0,1.0,,,198019.0
Mompha sexstrigella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF",36.0,36.0,3.0,,,280991.0
Mompha sturnipennella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF",43.0,46.0,2.0,,,198099.0
Mompha subbistrigella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF,iNat",75.0,83.0,1.0,,,198056.0
Mompha terminella,Arthropoda,Insecta,Lepidoptera,Momphidae,"BOLD,FE,LF",103.0,108.0,3.0,,,18349.0
