species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12
Acalyptris lesbia,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",3.0,3.0,1.0,,,105104.0,
Acalyptris limonii,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",2.0,2.0,1.0,,,105106.0,
Acalyptris loranthella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",5.0,5.0,1.0,,,105107.0,
Acalyptris maritima,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",5.0,5.0,2.0,,,105105.0,
Acalyptris minimella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",5.0,5.0,1.0,,,105108.0,
Acalyptris pistaciae,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",6.0,7.0,1.0,,,105103.0,
Acalyptris platani,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",3.0,4.0,1.0,,,105102.0,
Acalyptris pyrenaica,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",3.0,3.0,1.0,,,543520.0,
Acalyptris staticis,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",2.0,2.0,2.0,,,543523.0,
Bohemannia auriciliella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",5.0,5.0,1.0,,,543529.0,
Bohemannia pulverosella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",17.0,18.0,1.0,,,286220.0,
Bohemannia quadrimaculella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",5.0,6.0,1.0,,,197832.0,
Ectoedemia aegilopidella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",0.0,1.0,0.0,,gap,269356.0,
Ectoedemia agrimoniae,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",11.0,12.0,1.0,,,269312.0,
Ectoedemia albifasciella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",106.0,114.0,3.0,,,269318.0,
Ectoedemia algeriensis,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",2.0,3.0,1.0,,,269355.0,
Ectoedemia alnifoliae,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",4.0,4.0,3.0,,,269330.0,
Ectoedemia andalusiae,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",4.0,4.0,1.0,,,269323.0,
Ectoedemia angulifasciella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",44.0,49.0,1.0,,,269311.0,
Ectoedemia arcuatella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",22.0,23.0,1.0,,,255596.0,
Ectoedemia argyropeza,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",119.0,138.0,3.0,,,54102.0,
Ectoedemia atricollis,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",16.0,18.0,1.0,,,269309.0,
Ectoedemia caradjai,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",15.0,16.0,1.0,,,269334.0,
Ectoedemia cerris,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",10.0,12.0,2.0,,,269340.0,
Ectoedemia contorta,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",25.0,26.0,2.0,,,269336.0,
Ectoedemia coscoja,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",3.0,4.0,1.0,,,269352.0,
Ectoedemia erythrogenella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",7.0,8.0,2.0,,,269322.0,
Ectoedemia gilvipennella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",4.0,4.0,1.0,,,269354.0,
Ectoedemia hannoverella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",24.0,28.0,1.0,,,269326.0,
Ectoedemia haraldi,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",15.0,16.0,3.0,,,269331.0,
Ectoedemia heckfordi,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",7.0,7.0,1.0,,,269350.0,
Ectoedemia hendrikseni,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",5.0,5.0,2.0,,,269349.0,
Ectoedemia heringella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",22.0,22.0,1.0,,,269329.0,
Ectoedemia heringi,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",42.0,44.0,5.0,,,269316.0,
Ectoedemia hexapetalae,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",3.0,4.0,0.0,,,765363.0,
Ectoedemia ilicis,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",5.0,5.0,2.0,,,269332.0,
Ectoedemia intimella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",16.0,16.0,1.0,,,269317.0,
Ectoedemia klimeschi,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",12.0,13.0,1.0,,,269339.0,
Ectoedemia leucothorax,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",3.0,3.0,1.0,,,269324.0,
Ectoedemia liechtensteini,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",8.0,8.0,1.0,,,269321.0,
Ectoedemia mahalebella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",9.0,10.0,1.0,,,269325.0,
Ectoedemia minimella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",18.0,19.0,2.0,,,269333.0,
Ectoedemia occultella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",81.0,87.0,4.0,,,269327.0,
Ectoedemia phaeolepis,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",3.0,3.0,1.0,,,269351.0,
Ectoedemia phyllotomella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",2.0,2.0,1.0,,,269320.0,
Ectoedemia preisseckeri,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",5.0,7.0,2.0,,,269353.0,
Ectoedemia pseudoilicis,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",3.0,3.0,2.0,,,269348.0,
Ectoedemia pubescivora,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",9.0,9.0,2.0,,,269335.0,
Ectoedemia quinquella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",5.0,5.0,2.0,,,269315.0,
Ectoedemia rosae,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,LF",13.0,15.0,1.0,,,543570.0,
Ectoedemia rubivora,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",19.0,20.0,1.0,,,269310.0,
Ectoedemia rufifrontella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",16.0,18.0,3.0,,,269337.0,
Ectoedemia similigena,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"FE,LF",,,,,gap,,
Ectoedemia spinosella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",6.0,8.0,3.0,,,269308.0,
Ectoedemia spiraeae,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",5.0,5.0,1.0,,,269343.0,
Ectoedemia subbimaculella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",50.0,52.0,3.0,,,269314.0,
Ectoedemia suberis,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",6.0,6.0,1.0,,,269319.0,
Ectoedemia terebinthivora,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",2.0,2.0,1.0,,,269338.0,
Ectoedemia turbidella,Arthropoda,Insecta,Lepidoptera,Nepticulidae,"BOLD,FE,LF",11.0,14.0,1.0,,,269313.0,
